fabric_code,loom_code,buyer_code,report_period,market_segment,team_leader,buyer_group,product_desc,buyer_name,sales_channel,region,total_invoice_qty,total_prod_per_machine,machine_id
FAB-W4257,LC-8251,BUY-4651,202403,LUXURY,Ravi Sharma,LARGE RETAIL,POLY-B Fabric Lot 4251,Luxe Drapes GmbH,Domestic,West,3500,3500,LOOM-GEN0650
FAB-W4257,LC-8251,BUY-4651,202404,LUXURY,Ravi Sharma,LARGE RETAIL,POLY-B Fabric Lot 4251,Luxe Drapes GmbH,Domestic,West,3610,3610,LOOM-GEN0650
FAB-W4258,LC-8252,BUY-4652,202403,HOME TEXTILES,Neha Joshi,EXPORT HOUSE,POLY-C Fabric Lot 4252,HomeDecor Co,Online,South,5147,5147,LOOM-GEN0651
FAB-W4258,LC-8252,BUY-4652,202404,HOME TEXTILES,Neha Joshi,EXPORT HOUSE,POLY-C Fabric Lot 4252,HomeDecor Co,Online,South,5366,5366,LOOM-GEN0651
FAB-W4259,LC-8253,BUY-4653,202403,APPAREL,Amit Kulkarni,BOUTIQUE,SILK-C Fabric Lot 4253,Nordic Fabrics Ltd,Export,North,2255,2255,LOOM-GEN0652
FAB-W4259,LC-8253,BUY-4653,202404,APPAREL,Amit Kulkarni,BOUTIQUE,SILK-C Fabric Lot 4253,Nordic Fabrics Ltd,Export,North,2034,2034,LOOM-GEN0652
FAB-W4260,LC-8254,BUY-4654,202403,LUXURY,Priya Nair,MID RETAIL,LINEN-A Fabric Lot 4254,CurtainWorld,Domestic,East,4651,4651,LOOM-GEN0653
FAB-W4260,LC-8254,BUY-4654,202404,LUXURY,Priya Nair,MID RETAIL,LINEN-A Fabric Lot 4254,CurtainWorld,Domestic,East,4001,4001,LOOM-GEN0653
FAB-W4261,LC-8255,BUY-4655,202403,HOME TEXTILES,Suresh Menon,SMALL RETAIL,VISCOSE-D Fabric Lot 4255,Textura Imports,Online,Central,5655,5655,LOOM-GEN0654
FAB-W4261,LC-8255,BUY-4655,202404,HOME TEXTILES,Suresh Menon,SMALL RETAIL,VISCOSE-D Fabric Lot 4255,Textura Imports,Online,Central,4845,4845,LOOM-GEN0654
FAB-W4262,LC-8256,BUY-4656,202403,APPAREL,Deepa Iyer,LARGE RETAIL,MODAL-E Fabric Lot 4256,Weave & Co,Export,West,3780,3780,LOOM-GEN0655
FAB-W4262,LC-8256,BUY-4656,202404,APPAREL,Deepa Iyer,LARGE RETAIL,MODAL-E Fabric Lot 4256,Weave & Co,Export,West,3270,3270,LOOM-GEN0655
FAB-W4263,LC-8257,BUY-4657,202403,LUXURY,Kiran Rao,EXPORT HOUSE,COTTON-A Fabric Lot 4257,Loomcraft LLC,Domestic,South,5227,5227,LOOM-GEN0656
FAB-W4263,LC-8257,BUY-4657,202404,LUXURY,Kiran Rao,EXPORT HOUSE,COTTON-A Fabric Lot 4257,Loomcraft LLC,Domestic,South,4446,4446,LOOM-GEN0656
FAB-W4264,LC-8258,BUY-4658,202403,HOME TEXTILES,Anjali Desai,BOUTIQUE,COTTON-B Fabric Lot 4258,FabricMart Ltd,Online,North,6395,6395,LOOM-GEN0657
FAB-W4264,LC-8258,BUY-4658,202404,HOME TEXTILES,Anjali Desai,BOUTIQUE,COTTON-B Fabric Lot 4258,FabricMart Ltd,Online,North,6215,6215,LOOM-GEN0657
FAB-W4265,LC-8259,BUY-4659,202403,APPAREL,Manoj Pillai,MID RETAIL,POLY-B Fabric Lot 4259,Global Threads Inc,Export,East,1648,1648,LOOM-GEN0658
FAB-W4265,LC-8259,BUY-4659,202404,APPAREL,Manoj Pillai,MID RETAIL,POLY-B Fabric Lot 4259,Global Threads Inc,Export,East,1753,1753,LOOM-GEN0658
FAB-W4266,LC-8260,BUY-4660,202403,LUXURY,Sunita Reddy,SMALL RETAIL,POLY-C Fabric Lot 4260,Luxe Drapes GmbH,Domestic,Central,894,894,LOOM-GEN0659
FAB-W4266,LC-8260,BUY-4660,202404,LUXURY,Sunita Reddy,SMALL RETAIL,POLY-C Fabric Lot 4260,Luxe Drapes GmbH,Domestic,Central,786,786,LOOM-GEN0659
FAB-W4267,LC-8261,BUY-4661,202403,HOME TEXTILES,Ravi Sharma,LARGE RETAIL,SILK-C Fabric Lot 4261,HomeDecor Co,Online,West,3703,3703,LOOM-GEN0660
FAB-W4267,LC-8261,BUY-4661,202404,HOME TEXTILES,Ravi Sharma,LARGE RETAIL,SILK-C Fabric Lot 4261,HomeDecor Co,Online,West,3710,3710,LOOM-GEN0660
FAB-W4268,LC-8262,BUY-4662,202403,APPAREL,Neha Joshi,EXPORT HOUSE,LINEN-A Fabric Lot 4262,Nordic Fabrics Ltd,Export,South,3424,3424,LOOM-GEN0661
FAB-W4268,LC-8262,BUY-4662,202404,APPAREL,Neha Joshi,EXPORT HOUSE,LINEN-A Fabric Lot 4262,Nordic Fabrics Ltd,Export,South,3436,3436,LOOM-GEN0661
FAB-W4269,LC-8263,BUY-4663,202403,LUXURY,Amit Kulkarni,BOUTIQUE,VISCOSE-D Fabric Lot 4263,CurtainWorld,Domestic,North,5555,5555,LOOM-GEN0662
FAB-W4269,LC-8263,BUY-4663,202404,LUXURY,Amit Kulkarni,BOUTIQUE,VISCOSE-D Fabric Lot 4263,CurtainWorld,Domestic,North,5486,5486,LOOM-GEN0662
FAB-W4270,LC-8264,BUY-4664,202403,HOME TEXTILES,Priya Nair,MID RETAIL,MODAL-E Fabric Lot 4264,Textura Imports,Online,East,3473,3473,LOOM-GEN0663
FAB-W4270,LC-8264,BUY-4664,202404,HOME TEXTILES,Priya Nair,MID RETAIL,MODAL-E Fabric Lot 4264,Textura Imports,Online,East,3443,3443,LOOM-GEN0663
FAB-W4271,LC-8265,BUY-4665,202403,APPAREL,Suresh Menon,SMALL RETAIL,COTTON-A Fabric Lot 4265,Weave & Co,Export,Central,1278,1278,LOOM-GEN0664
FAB-W4271,LC-8265,BUY-4665,202404,APPAREL,Suresh Menon,SMALL RETAIL,COTTON-A Fabric Lot 4265,Weave & Co,Export,Central,1315,1315,LOOM-GEN0664
FAB-W4272,LC-8266,BUY-4666,202403,LUXURY,Deepa Iyer,LARGE RETAIL,COTTON-B Fabric Lot 4266,Loomcraft LLC,Domestic,West,2557,2557,LOOM-GEN0665
FAB-W4272,LC-8266,BUY-4666,202404,LUXURY,Deepa Iyer,LARGE RETAIL,COTTON-B Fabric Lot 4266,Loomcraft LLC,Domestic,West,2473,2473,LOOM-GEN0665
FAB-W4273,LC-8267,BUY-4667,202403,HOME TEXTILES,Kiran Rao,EXPORT HOUSE,POLY-B Fabric Lot 4267,FabricMart Ltd,Online,South,1801,1801,LOOM-GEN0666
FAB-W4273,LC-8267,BUY-4667,202404,HOME TEXTILES,Kiran Rao,EXPORT HOUSE,POLY-B Fabric Lot 4267,FabricMart Ltd,Online,South,1823,1823,LOOM-GEN0666
FAB-W4274,LC-8268,BUY-4668,202403,APPAREL,Anjali Desai,BOUTIQUE,POLY-C Fabric Lot 4268,Global Threads Inc,Export,North,3035,3035,LOOM-GEN0667
FAB-W4274,LC-8268,BUY-4668,202404,APPAREL,Anjali Desai,BOUTIQUE,POLY-C Fabric Lot 4268,Global Threads Inc,Export,North,2586,2586,LOOM-GEN0667
FAB-W4275,LC-8269,BUY-4669,202403,LUXURY,Manoj Pillai,MID RETAIL,SILK-C Fabric Lot 4269,Luxe Drapes GmbH,Domestic,East,1941,1941,LOOM-GEN0668
FAB-W4275,LC-8269,BUY-4669,202404,LUXURY,Manoj Pillai,MID RETAIL,SILK-C Fabric Lot 4269,Luxe Drapes GmbH,Domestic,East,2043,2043,LOOM-GEN0668
FAB-W4276,LC-8270,BUY-4670,202403,HOME TEXTILES,Sunita Reddy,SMALL RETAIL,LINEN-A Fabric Lot 4270,HomeDecor Co,Online,Central,3729,3729,LOOM-GEN0669
FAB-W4276,LC-8270,BUY-4670,202404,HOME TEXTILES,Sunita Reddy,SMALL RETAIL,LINEN-A Fabric Lot 4270,HomeDecor Co,Online,Central,3784,3784,LOOM-GEN0669
FAB-W4277,LC-8271,BUY-4671,202403,APPAREL,Ravi Sharma,LARGE RETAIL,VISCOSE-D Fabric Lot 4271,Nordic Fabrics Ltd,Export,West,3132,3132,LOOM-GEN0670
FAB-W4277,LC-8271,BUY-4671,202404,APPAREL,Ravi Sharma,LARGE RETAIL,VISCOSE-D Fabric Lot 4271,Nordic Fabrics Ltd,Export,West,3420,3420,LOOM-GEN0670
FAB-W4278,LC-8272,BUY-4672,202403,LUXURY,Neha Joshi,EXPORT HOUSE,MODAL-E Fabric Lot 4272,CurtainWorld,Domestic,South,910,910,LOOM-GEN0671
FAB-W4278,LC-8272,BUY-4672,202404,LUXURY,Neha Joshi,EXPORT HOUSE,MODAL-E Fabric Lot 4272,CurtainWorld,Domestic,South,862,862,LOOM-GEN0671
FAB-W4279,LC-8273,BUY-4673,202403,HOME TEXTILES,Amit Kulkarni,BOUTIQUE,COTTON-A Fabric Lot 4273,Textura Imports,Online,North,3106,3106,LOOM-GEN0672
FAB-W4279,LC-8273,BUY-4673,202404,HOME TEXTILES,Amit Kulkarni,BOUTIQUE,COTTON-A Fabric Lot 4273,Textura Imports,Online,North,3353,3353,LOOM-GEN0672
FAB-W4280,LC-8274,BUY-4674,202403,APPAREL,Priya Nair,MID RETAIL,COTTON-B Fabric Lot 4274,Weave & Co,Export,East,5574,5574,LOOM-GEN0673
FAB-W4280,LC-8274,BUY-4674,202404,APPAREL,Priya Nair,MID RETAIL,COTTON-B Fabric Lot 4274,Weave & Co,Export,East,6027,6027,LOOM-GEN0673
FAB-W4281,LC-8275,BUY-4675,202403,LUXURY,Suresh Menon,SMALL RETAIL,POLY-B Fabric Lot 4275,Loomcraft LLC,Domestic,Central,2771,2771,LOOM-GEN0674
FAB-W4281,LC-8275,BUY-4675,202404,LUXURY,Suresh Menon,SMALL RETAIL,POLY-B Fabric Lot 4275,Loomcraft LLC,Domestic,Central,2966,2966,LOOM-GEN0674
FAB-W4282,LC-8276,BUY-4676,202403,HOME TEXTILES,Deepa Iyer,LARGE RETAIL,POLY-C Fabric Lot 4276,FabricMart Ltd,Online,West,4465,4465,LOOM-GEN0675
FAB-W4282,LC-8276,BUY-4676,202404,HOME TEXTILES,Deepa Iyer,LARGE RETAIL,POLY-C Fabric Lot 4276,FabricMart Ltd,Online,West,4628,4628,LOOM-GEN0675
FAB-W4283,LC-8277,BUY-4677,202403,APPAREL,Kiran Rao,EXPORT HOUSE,SILK-C Fabric Lot 4277,Global Threads Inc,Export,South,3540,3540,LOOM-GEN0676
FAB-W4283,LC-8277,BUY-4677,202404,APPAREL,Kiran Rao,EXPORT HOUSE,SILK-C Fabric Lot 4277,Global Threads Inc,Export,South,3151,3151,LOOM-GEN0676
FAB-W4284,LC-8278,BUY-4678,202403,LUXURY,Anjali Desai,BOUTIQUE,LINEN-A Fabric Lot 4278,Luxe Drapes GmbH,Domestic,North,3757,3757,LOOM-GEN0677
FAB-W4284,LC-8278,BUY-4678,202404,LUXURY,Anjali Desai,BOUTIQUE,LINEN-A Fabric Lot 4278,Luxe Drapes GmbH,Domestic,North,3543,3543,LOOM-GEN0677
FAB-W4285,LC-8279,BUY-4679,202403,HOME TEXTILES,Manoj Pillai,MID RETAIL,VISCOSE-D Fabric Lot 4279,HomeDecor Co,Online,East,6143,6143,LOOM-GEN0678
FAB-W4285,LC-8279,BUY-4679,202404,HOME TEXTILES,Manoj Pillai,MID RETAIL,VISCOSE-D Fabric Lot 4279,HomeDecor Co,Online,East,6715,6715,LOOM-GEN0678
FAB-W4286,LC-8280,BUY-4680,202403,APPAREL,Sunita Reddy,SMALL RETAIL,MODAL-E Fabric Lot 4280,Nordic Fabrics Ltd,Export,Central,4405,4405,LOOM-GEN0679
FAB-W4286,LC-8280,BUY-4680,202404,APPAREL,Sunita Reddy,SMALL RETAIL,MODAL-E Fabric Lot 4280,Nordic Fabrics Ltd,Export,Central,4826,4826,LOOM-GEN0679
FAB-W4287,LC-8281,BUY-4681,202403,LUXURY,Ravi Sharma,LARGE RETAIL,COTTON-A Fabric Lot 4281,CurtainWorld,Domestic,West,1715,1715,LOOM-GEN0680
FAB-W4287,LC-8281,BUY-4681,202404,LUXURY,Ravi Sharma,LARGE RETAIL,COTTON-A Fabric Lot 4281,CurtainWorld,Domestic,West,1538,1538,LOOM-GEN0680
FAB-W4288,LC-8282,BUY-4682,202403,HOME TEXTILES,Neha Joshi,EXPORT HOUSE,COTTON-B Fabric Lot 4282,Textura Imports,Online,South,5810,5810,LOOM-GEN0681
FAB-W4288,LC-8282,BUY-4682,202404,HOME TEXTILES,Neha Joshi,EXPORT HOUSE,COTTON-B Fabric Lot 4282,Textura Imports,Online,South,5870,5870,LOOM-GEN0681
FAB-W4289,LC-8283,BUY-4683,202403,APPAREL,Amit Kulkarni,BOUTIQUE,POLY-B Fabric Lot 4283,Weave & Co,Export,North,4724,4724,LOOM-GEN0682
FAB-W4289,LC-8283,BUY-4683,202404,APPAREL,Amit Kulkarni,BOUTIQUE,POLY-B Fabric Lot 4283,Weave & Co,Export,North,4094,4094,LOOM-GEN0682
FAB-W4290,LC-8284,BUY-4684,202403,LUXURY,Priya Nair,MID RETAIL,POLY-C Fabric Lot 4284,Loomcraft LLC,Domestic,East,4942,4942,LOOM-GEN0683
FAB-W4290,LC-8284,BUY-4684,202404,LUXURY,Priya Nair,MID RETAIL,POLY-C Fabric Lot 4284,Loomcraft LLC,Domestic,East,4537,4537,LOOM-GEN0683
FAB-W4291,LC-8285,BUY-4685,202403,HOME TEXTILES,Suresh Menon,SMALL RETAIL,SILK-C Fabric Lot 4285,FabricMart Ltd,Online,Central,3409,3409,LOOM-GEN0684
FAB-W4291,LC-8285,BUY-4685,202404,HOME TEXTILES,Suresh Menon,SMALL RETAIL,SILK-C Fabric Lot 4285,FabricMart Ltd,Online,Central,2960,2960,LOOM-GEN0684
FAB-W4292,LC-8286,BUY-4686,202403,APPAREL,Deepa Iyer,LARGE RETAIL,LINEN-A Fabric Lot 4286,Global Threads Inc,Export,West,3026,3026,LOOM-GEN0685
FAB-W4292,LC-8286,BUY-4686,202404,APPAREL,Deepa Iyer,LARGE RETAIL,LINEN-A Fabric Lot 4286,Global Threads Inc,Export,West,3313,3313,LOOM-GEN0685
FAB-W4293,LC-8287,BUY-4687,202403,LUXURY,Kiran Rao,EXPORT HOUSE,VISCOSE-D Fabric Lot 4287,Luxe Drapes GmbH,Domestic,South,2617,2617,LOOM-GEN0686
FAB-W4293,LC-8287,BUY-4687,202404,LUXURY,Kiran Rao,EXPORT HOUSE,VISCOSE-D Fabric Lot 4287,Luxe Drapes GmbH,Domestic,South,2245,2245,LOOM-GEN0686
FAB-W4294,LC-8288,BUY-4688,202403,HOME TEXTILES,Anjali Desai,BOUTIQUE,MODAL-E Fabric Lot 4288,HomeDecor Co,Online,North,2566,2566,LOOM-GEN0687
FAB-W4294,LC-8288,BUY-4688,202404,HOME TEXTILES,Anjali Desai,BOUTIQUE,MODAL-E Fabric Lot 4288,HomeDecor Co,Online,North,2320,2320,LOOM-GEN0687
FAB-W4295,LC-8289,BUY-4689,202403,APPAREL,Manoj Pillai,MID RETAIL,COTTON-A Fabric Lot 4289,Nordic Fabrics Ltd,Export,East,5239,5239,LOOM-GEN0688
FAB-W4295,LC-8289,BUY-4689,202404,APPAREL,Manoj Pillai,MID RETAIL,COTTON-A Fabric Lot 4289,Nordic Fabrics Ltd,Export,East,5112,5112,LOOM-GEN0688
FAB-W4296,LC-8290,BUY-4690,202403,LUXURY,Sunita Reddy,SMALL RETAIL,COTTON-B Fabric Lot 4290,CurtainWorld,Domestic,Central,2437,2437,LOOM-GEN0689
FAB-W4296,LC-8290,BUY-4690,202404,LUXURY,Sunita Reddy,SMALL RETAIL,COTTON-B Fabric Lot 4290,CurtainWorld,Domestic,Central,2668,2668,LOOM-GEN0689
FAB-W4297,LC-8291,BUY-4691,202403,HOME TEXTILES,Ravi Sharma,LARGE RETAIL,POLY-B Fabric Lot 4291,Textura Imports,Online,West,5894,5894,LOOM-GEN0690
FAB-W4297,LC-8291,BUY-4691,202404,HOME TEXTILES,Ravi Sharma,LARGE RETAIL,POLY-B Fabric Lot 4291,Textura Imports,Online,West,5299,5299,LOOM-GEN0690
FAB-W4298,LC-8292,BUY-4692,202403,APPAREL,Neha Joshi,EXPORT HOUSE,POLY-C Fabric Lot 4292,Weave & Co,Export,South,5648,5648,LOOM-GEN0691
FAB-W4298,LC-8292,BUY-4692,202404,APPAREL,Neha Joshi,EXPORT HOUSE,POLY-C Fabric Lot 4292,Weave & Co,Export,South,5772,5772,LOOM-GEN0691
FAB-W4299,LC-8293,BUY-4693,202403,LUXURY,Amit Kulkarni,BOUTIQUE,SILK-C Fabric Lot 4293,Loomcraft LLC,Domestic,North,6256,6256,LOOM-GEN0692
FAB-W4299,LC-8293,BUY-4693,202404,LUXURY,Amit Kulkarni,BOUTIQUE,SILK-C Fabric Lot 4293,Loomcraft LLC,Domestic,North,5682,5682,LOOM-GEN0692
FAB-W4300,LC-8294,BUY-4694,202403,HOME TEXTILES,Priya Nair,MID RETAIL,LINEN-A Fabric Lot 4294,FabricMart Ltd,Online,East,866,866,LOOM-GEN0693
FAB-W4300,LC-8294,BUY-4694,202404,HOME TEXTILES,Priya Nair,MID RETAIL,LINEN-A Fabric Lot 4294,FabricMart Ltd,Online,East,902,902,LOOM-GEN0693
FAB-W4301,LC-8295,BUY-4695,202403,APPAREL,Suresh Menon,SMALL RETAIL,VISCOSE-D Fabric Lot 4295,Global Threads Inc,Export,Central,2891,2891,LOOM-GEN0694
FAB-W4301,LC-8295,BUY-4695,202404,APPAREL,Suresh Menon,SMALL RETAIL,VISCOSE-D Fabric Lot 4295,Global Threads Inc,Export,Central,2649,2649,LOOM-GEN0694
FAB-W4302,LC-8296,BUY-4696,202403,LUXURY,Deepa Iyer,LARGE RETAIL,MODAL-E Fabric Lot 4296,Luxe Drapes GmbH,Domestic,West,3878,3878,LOOM-GEN0695
FAB-W4302,LC-8296,BUY-4696,202404,LUXURY,Deepa Iyer,LARGE RETAIL,MODAL-E Fabric Lot 4296,Luxe Drapes GmbH,Domestic,West,3360,3360,LOOM-GEN0695
FAB-W4303,LC-8297,BUY-4697,202403,HOME TEXTILES,Kiran Rao,EXPORT HOUSE,COTTON-A Fabric Lot 4297,HomeDecor Co,Online,South,3848,3848,LOOM-GEN0696
FAB-W4303,LC-8297,BUY-4697,202404,HOME TEXTILES,Kiran Rao,EXPORT HOUSE,COTTON-A Fabric Lot 4297,HomeDecor Co,Online,South,4222,4222,LOOM-GEN0696
FAB-W4304,LC-8298,BUY-4698,202403,APPAREL,Anjali Desai,BOUTIQUE,COTTON-B Fabric Lot 4298,Nordic Fabrics Ltd,Export,North,3895,3895,LOOM-GEN0697
FAB-W4304,LC-8298,BUY-4698,202404,APPAREL,Anjali Desai,BOUTIQUE,COTTON-B Fabric Lot 4298,Nordic Fabrics Ltd,Export,North,3521,3521,LOOM-GEN0697
FAB-W4305,LC-8299,BUY-4699,202403,LUXURY,Manoj Pillai,MID RETAIL,POLY-B Fabric Lot 4299,CurtainWorld,Domestic,East,1272,1272,LOOM-GEN0698
FAB-W4305,LC-8299,BUY-4699,202404,LUXURY,Manoj Pillai,MID RETAIL,POLY-B Fabric Lot 4299,CurtainWorld,Domestic,East,1134,1134,LOOM-GEN0698
FAB-W4306,LC-8300,BUY-4700,202403,HOME TEXTILES,Sunita Reddy,SMALL RETAIL,POLY-C Fabric Lot 4300,Textura Imports,Online,Central,4890,4890,LOOM-GEN0699
FAB-W4306,LC-8300,BUY-4700,202404,HOME TEXTILES,Sunita Reddy,SMALL RETAIL,POLY-C Fabric Lot 4300,Textura Imports,Online,Central,4206,4206,LOOM-GEN0699
FAB-W4307,LC-8301,BUY-4701,202403,APPAREL,Ravi Sharma,LARGE RETAIL,SILK-C Fabric Lot 4301,Weave & Co,Export,West,3461,3461,LOOM-GEN0700
FAB-W4307,LC-8301,BUY-4701,202404,APPAREL,Ravi Sharma,LARGE RETAIL,SILK-C Fabric Lot 4301,Weave & Co,Export,West,3158,3158,LOOM-GEN0700
FAB-W4308,LC-8302,BUY-4702,202403,LUXURY,Neha Joshi,EXPORT HOUSE,LINEN-A Fabric Lot 4302,Loomcraft LLC,Domestic,South,1575,1575,LOOM-GEN0701
FAB-W4308,LC-8302,BUY-4702,202404,LUXURY,Neha Joshi,EXPORT HOUSE,LINEN-A Fabric Lot 4302,Loomcraft LLC,Domestic,South,1678,1678,LOOM-GEN0701
FAB-W4309,LC-8303,BUY-4703,202403,HOME TEXTILES,Amit Kulkarni,BOUTIQUE,VISCOSE-D Fabric Lot 4303,FabricMart Ltd,Online,North,2106,2106,LOOM-GEN0702
FAB-W4309,LC-8303,BUY-4703,202404,HOME TEXTILES,Amit Kulkarni,BOUTIQUE,VISCOSE-D Fabric Lot 4303,FabricMart Ltd,Online,North,2070,2070,LOOM-GEN0702
FAB-W4310,LC-8304,BUY-4704,202403,APPAREL,Priya Nair,MID RETAIL,MODAL-E Fabric Lot 4304,Global Threads Inc,Export,East,5457,5457,LOOM-GEN0703
FAB-W4310,LC-8304,BUY-4704,202404,APPAREL,Priya Nair,MID RETAIL,MODAL-E Fabric Lot 4304,Global Threads Inc,Export,East,5262,5262,LOOM-GEN0703
FAB-W4311,LC-8305,BUY-4705,202403,LUXURY,Suresh Menon,SMALL RETAIL,COTTON-A Fabric Lot 4305,Luxe Drapes GmbH,Domestic,Central,1656,1656,LOOM-GEN0704
FAB-W4311,LC-8305,BUY-4705,202404,LUXURY,Suresh Menon,SMALL RETAIL,COTTON-A Fabric Lot 4305,Luxe Drapes GmbH,Domestic,Central,1802,1802,LOOM-GEN0704
FAB-W4312,LC-8306,BUY-4706,202403,HOME TEXTILES,Deepa Iyer,LARGE RETAIL,COTTON-B Fabric Lot 4306,HomeDecor Co,Online,West,3071,3071,LOOM-GEN0705
FAB-W4312,LC-8306,BUY-4706,202404,HOME TEXTILES,Deepa Iyer,LARGE RETAIL,COTTON-B Fabric Lot 4306,HomeDecor Co,Online,West,2976,2976,LOOM-GEN0705
FAB-W4313,LC-8307,BUY-4707,202403,APPAREL,Kiran Rao,EXPORT HOUSE,POLY-B Fabric Lot 4307,Nordic Fabrics Ltd,Export,South,3196,3196,LOOM-GEN0706
FAB-W4313,LC-8307,BUY-4707,202404,APPAREL,Kiran Rao,EXPORT HOUSE,POLY-B Fabric Lot 4307,Nordic Fabrics Ltd,Export,South,3018,3018,LOOM-GEN0706
FAB-W4314,LC-8308,BUY-4708,202403,LUXURY,Anjali Desai,BOUTIQUE,POLY-C Fabric Lot 4308,CurtainWorld,Domestic,North,2234,2234,LOOM-GEN0707
FAB-W4314,LC-8308,BUY-4708,202404,LUXURY,Anjali Desai,BOUTIQUE,POLY-C Fabric Lot 4308,CurtainWorld,Domestic,North,2143,2143,LOOM-GEN0707
FAB-W4315,LC-8309,BUY-4709,202403,HOME TEXTILES,Manoj Pillai,MID RETAIL,SILK-C Fabric Lot 4309,Textura Imports,Online,East,858,858,LOOM-GEN0708
FAB-W4315,LC-8309,BUY-4709,202404,HOME TEXTILES,Manoj Pillai,MID RETAIL,SILK-C Fabric Lot 4309,Textura Imports,Online,East,802,802,LOOM-GEN0708
FAB-W4316,LC-8310,BUY-4710,202403,APPAREL,Sunita Reddy,SMALL RETAIL,LINEN-A Fabric Lot 4310,Weave & Co,Export,Central,5969,5969,LOOM-GEN0709
FAB-W4316,LC-8310,BUY-4710,202404,APPAREL,Sunita Reddy,SMALL RETAIL,LINEN-A Fabric Lot 4310,Weave & Co,Export,Central,5374,5374,LOOM-GEN0709
FAB-W4317,LC-8311,BUY-4711,202403,LUXURY,Ravi Sharma,LARGE RETAIL,VISCOSE-D Fabric Lot 4311,Loomcraft LLC,Domestic,West,4252,4252,LOOM-GEN0710
FAB-W4317,LC-8311,BUY-4711,202404,LUXURY,Ravi Sharma,LARGE RETAIL,VISCOSE-D Fabric Lot 4311,Loomcraft LLC,Domestic,West,4619,4619,LOOM-GEN0710
FAB-W4318,LC-8312,BUY-4712,202403,HOME TEXTILES,Neha Joshi,EXPORT HOUSE,MODAL-E Fabric Lot 4312,FabricMart Ltd,Online,South,5788,5788,LOOM-GEN0711
FAB-W4318,LC-8312,BUY-4712,202404,HOME TEXTILES,Neha Joshi,EXPORT HOUSE,MODAL-E Fabric Lot 4312,FabricMart Ltd,Online,South,5196,5196,LOOM-GEN0711
FAB-W4319,LC-8313,BUY-4713,202403,APPAREL,Amit Kulkarni,BOUTIQUE,COTTON-A Fabric Lot 4313,Global Threads Inc,Export,North,1738,1738,LOOM-GEN0712
FAB-W4319,LC-8313,BUY-4713,202404,APPAREL,Amit Kulkarni,BOUTIQUE,COTTON-A Fabric Lot 4313,Global Threads Inc,Export,North,1552,1552,LOOM-GEN0712
FAB-W4320,LC-8314,BUY-4714,202403,LUXURY,Priya Nair,MID RETAIL,COTTON-B Fabric Lot 4314,Luxe Drapes GmbH,Domestic,East,1138,1138,LOOM-GEN0713
FAB-W4320,LC-8314,BUY-4714,202404,LUXURY,Priya Nair,MID RETAIL,COTTON-B Fabric Lot 4314,Luxe Drapes GmbH,Domestic,East,1206,1206,LOOM-GEN0713
FAB-W4321,LC-8315,BUY-4715,202403,HOME TEXTILES,Suresh Menon,SMALL RETAIL,POLY-B Fabric Lot 4315,HomeDecor Co,Online,Central,4793,4793,LOOM-GEN0714
FAB-W4321,LC-8315,BUY-4715,202404,HOME TEXTILES,Suresh Menon,SMALL RETAIL,POLY-B Fabric Lot 4315,HomeDecor Co,Online,Central,4581,4581,LOOM-GEN0714
FAB-W4322,LC-8316,BUY-4716,202403,APPAREL,Deepa Iyer,LARGE RETAIL,POLY-C Fabric Lot 4316,Nordic Fabrics Ltd,Export,West,1059,1059,LOOM-GEN0715
FAB-W4322,LC-8316,BUY-4716,202404,APPAREL,Deepa Iyer,LARGE RETAIL,POLY-C Fabric Lot 4316,Nordic Fabrics Ltd,Export,West,933,933,LOOM-GEN0715
FAB-W4323,LC-8317,BUY-4717,202403,LUXURY,Kiran Rao,EXPORT HOUSE,SILK-C Fabric Lot 4317,CurtainWorld,Domestic,South,2247,2247,LOOM-GEN0716
FAB-W4323,LC-8317,BUY-4717,202404,LUXURY,Kiran Rao,EXPORT HOUSE,SILK-C Fabric Lot 4317,CurtainWorld,Domestic,South,2207,2207,LOOM-GEN0716
FAB-W4324,LC-8318,BUY-4718,202403,HOME TEXTILES,Anjali Desai,BOUTIQUE,LINEN-A Fabric Lot 4318,Textura Imports,Online,North,1194,1194,LOOM-GEN0717
FAB-W4324,LC-8318,BUY-4718,202404,HOME TEXTILES,Anjali Desai,BOUTIQUE,LINEN-A Fabric Lot 4318,Textura Imports,Online,North,1253,1253,LOOM-GEN0717
FAB-W4325,LC-8319,BUY-4719,202403,APPAREL,Manoj Pillai,MID RETAIL,VISCOSE-D Fabric Lot 4319,Weave & Co,Export,East,4562,4562,LOOM-GEN0718
FAB-W4325,LC-8319,BUY-4719,202404,APPAREL,Manoj Pillai,MID RETAIL,VISCOSE-D Fabric Lot 4319,Weave & Co,Export,East,4659,4659,LOOM-GEN0718
FAB-W4326,LC-8320,BUY-4720,202403,LUXURY,Sunita Reddy,SMALL RETAIL,MODAL-E Fabric Lot 4320,Loomcraft LLC,Domestic,Central,4543,4543,LOOM-GEN0719
FAB-W4326,LC-8320,BUY-4720,202404,LUXURY,Sunita Reddy,SMALL RETAIL,MODAL-E Fabric Lot 4320,Loomcraft LLC,Domestic,Central,4044,4044,LOOM-GEN0719
