machine_id,loom_code,plant_weaving,plant_finishing,fabric_code,buyer_code,currency_code,exchange_rate,report_period,net_weight_kg,input_weight_kg,overhead_pct,yarn_grade,yarn_rate_per_kg,selling_price_inr,selling_price_fc,raw_material_inr,bought_out_inr,outsource_total_inr,outsource_weaving_inr,outsource_finishing_inr,domestic_outsource_inr,logistics_inr,packing_inr,forwarding_inr,process_tag
LOOM-GEN0235,LC-7836,7100,7200.0,FAB-W3842,BUY-4236,GBP,106.9,202404,0.787,0.978,9.11,POLY-C,226.16,473.26,4.43,199.2,214.84,2.63,1.31,1.31,1.8,22.68,16.56,9.49,Outsourced_here process cost
LOOM-GEN0236,LC-7837,9100,9200.0,FAB-W3843,BUY-4237,INR,1.0,202403,1.673,1.881,7.65,SILK-C,320.39,576.88,576.88,274.06,204.11,21.71,10.86,10.86,14.36,28.45,6.75,12.03,Standard Weaving Cost
LOOM-GEN0236,LC-7837,9100,9200.0,FAB-W3843,BUY-4237,INR,1.0,202404,1.673,1.881,7.65,SILK-C,320.39,576.88,576.88,274.06,204.11,21.71,10.86,10.86,14.36,28.45,6.75,12.03,Standard Weaving Cost
LOOM-GEN0237,LC-7838,6100,6200.0,FAB-W3844,BUY-4238,USD,83.5,202403,0.995,1.293,7.79,LINEN-A,368.13,953.36,11.42,413.05,427.26,35.99,18.0,18.0,19.24,9.36,17.86,8.35,Standard Weaving Cost
LOOM-GEN0237,LC-7838,6100,6200.0,FAB-W3844,BUY-4238,USD,83.5,202404,0.995,1.293,7.79,LINEN-A,368.13,953.36,11.42,413.05,427.26,35.99,18.0,18.0,19.24,9.36,17.86,8.35,Standard Weaving Cost
LOOM-GEN0238,LC-7839,7100,7200.0,FAB-W3845,BUY-4239,EUR,89.8,202403,1.287,1.616,7.33,VISCOSE-D,420.66,1292.47,14.39,602.92,594.94,6.72,3.36,3.36,0.33,14.59,6.23,10.11,Standard Weaving Cost
LOOM-GEN0238,LC-7839,7100,7200.0,FAB-W3845,BUY-4239,EUR,89.8,202404,1.287,1.616,7.33,VISCOSE-D,420.66,1292.47,14.39,602.92,594.94,6.72,3.36,3.36,0.33,14.59,6.23,10.11,Standard Weaving Cost
LOOM-GEN0239,LC-7840,9100,9200.0,FAB-W3846,BUY-4240,GBP,106.9,202403,1.012,1.131,8.55,MODAL-E,299.96,1229.91,11.51,581.65,480.54,1.44,0.72,0.72,9.3,17.74,10.54,4.42,Subcon Cost Considered here
LOOM-GEN0239,LC-7840,9100,9200.0,FAB-W3846,BUY-4240,GBP,106.9,202404,1.012,1.131,8.55,MODAL-E,299.96,1229.91,11.51,581.65,480.54,1.44,0.72,0.72,9.3,17.74,10.54,4.42,Subcon Cost Considered here
LOOM-GEN0240,LC-7841,6100,6200.0,FAB-W3847,BUY-4241,INR,1.0,202403,1.123,1.262,10.47,COTTON-A,159.86,395.75,395.75,176.76,160.46,17.91,8.96,8.96,9.32,8.05,17.7,9.31,Monthly reconcile adjustment
LOOM-GEN0240,LC-7841,6100,6200.0,FAB-W3847,BUY-4241,INR,1.0,202404,1.123,1.262,10.47,COTTON-A,159.86,395.75,395.75,176.76,160.46,17.91,8.96,8.96,9.32,8.05,17.7,9.31,Monthly reconcile adjustment
LOOM-GEN0241,LC-7842,7100,7200.0,FAB-W3848,BUY-4242,USD,83.5,202403,1.698,2.206,9.13,COTTON-B,129.78,1164.73,13.95,550.04,566.32,16.95,8.47,8.47,5.51,12.65,11.11,5.21,Reviewed by finance team
LOOM-GEN0241,LC-7842,7100,7200.0,FAB-W3848,BUY-4242,USD,83.5,202404,1.698,2.206,9.13,COTTON-B,129.78,1164.73,13.95,550.04,566.32,16.95,8.47,8.47,5.51,12.65,11.11,5.21,Reviewed by finance team
LOOM-GEN0242,LC-7843,9100,9200.0,FAB-W3849,BUY-4243,EUR,89.8,202403,1.744,2.01,9.95,POLY-B,187.64,1155.44,12.87,532.32,538.96,14.4,7.2,7.2,16.6,19.84,8.24,9.56,Outsourced_here process cost
LOOM-GEN0242,LC-7843,9100,9200.0,FAB-W3849,BUY-4243,EUR,89.8,202404,1.744,2.01,9.95,POLY-B,187.64,1155.44,12.87,532.32,538.96,14.4,7.2,7.2,16.6,19.84,8.24,9.56,Outsourced_here process cost
LOOM-GEN0243,LC-7844,6100,6200.0,FAB-W3850,BUY-4244,GBP,106.9,202403,0.686,0.811,8.98,POLY-C,163.36,479.64,4.49,238.8,215.09,32.83,16.41,16.41,7.77,22.8,18.48,11.18,Standard Weaving Cost
LOOM-GEN0243,LC-7844,6100,6200.0,FAB-W3850,BUY-4244,GBP,106.9,202404,0.686,0.811,8.98,POLY-C,163.36,479.64,4.49,238.8,215.09,32.83,16.41,16.41,7.77,22.8,18.48,11.18,Standard Weaving Cost
LOOM-GEN0244,LC-7845,7100,7200.0,FAB-W3851,BUY-4245,INR,1.0,202403,1.209,1.335,8.59,SILK-C,178.77,753.48,753.48,318.37,282.9,9.01,4.5,4.5,16.29,22.48,6.38,11.49,Standard Weaving Cost
LOOM-GEN0244,LC-7845,7100,7200.0,FAB-W3851,BUY-4245,INR,1.0,202404,1.209,1.335,8.59,SILK-C,178.77,753.48,753.48,318.37,282.9,9.01,4.5,4.5,16.29,22.48,6.38,11.49,Standard Weaving Cost
LOOM-GEN0245,LC-7846,9100,9200.0,FAB-W3852,BUY-4246,USD,83.5,202403,1.815,2.129,8.85,LINEN-A,376.63,904.36,10.83,419.14,422.49,8.22,4.11,4.11,5.22,13.75,8.73,8.15,Standard Weaving Cost
LOOM-GEN0245,LC-7846,9100,9200.0,FAB-W3852,BUY-4246,USD,83.5,202404,1.815,2.129,8.85,LINEN-A,376.63,904.36,10.83,419.14,422.49,8.22,4.11,4.11,5.22,13.75,8.73,8.15,Standard Weaving Cost
LOOM-GEN0246,LC-7847,6100,6200.0,FAB-W3853,BUY-4247,EUR,89.8,202403,1.489,1.764,7.32,VISCOSE-D,238.31,1173.26,13.07,598.77,457.91,27.71,13.86,13.86,4.85,19.89,12.63,12.48,Subcon Cost Considered here
LOOM-GEN0246,LC-7847,6100,6200.0,FAB-W3853,BUY-4247,EUR,89.8,202404,1.489,1.764,7.32,VISCOSE-D,238.31,1173.26,13.07,598.77,457.91,27.71,13.86,13.86,4.85,19.89,12.63,12.48,Subcon Cost Considered here
LOOM-GEN0247,LC-7848,7100,7200.0,FAB-W3854,BUY-4248,GBP,106.9,202403,1.297,1.427,8.74,MODAL-E,149.23,1094.29,10.24,557.55,498.72,3.5,1.75,1.75,14.42,13.14,12.63,7.91,Monthly reconcile adjustment
LOOM-GEN0247,LC-7848,7100,7200.0,FAB-W3854,BUY-4248,GBP,106.9,202404,1.297,1.427,8.74,MODAL-E,149.23,1094.29,10.24,557.55,498.72,3.5,1.75,1.75,14.42,13.14,12.63,7.91,Monthly reconcile adjustment
LOOM-GEN0248,LC-7849,9100,9200.0,FAB-W3855,BUY-4249,INR,1.0,202403,1.536,1.739,7.31,COTTON-A,207.76,508.1,508.1,218.79,246.83,0.5,0.25,0.25,9.31,24.69,7.38,9.88,Reviewed by finance team
LOOM-GEN0248,LC-7849,9100,9200.0,FAB-W3855,BUY-4249,INR,1.0,202404,1.536,1.739,7.31,COTTON-A,207.76,508.1,508.1,218.79,246.83,0.5,0.25,0.25,9.31,24.69,7.38,9.88,Reviewed by finance team
LOOM-GEN0249,LC-7850,6100,6200.0,FAB-W3856,BUY-4250,USD,83.5,202403,1.279,1.561,7.46,COTTON-B,366.07,811.05,9.71,426.36,362.44,33.67,16.84,16.84,14.49,12.22,19.27,6.07,Outsourced_here process cost
LOOM-GEN0249,LC-7850,6100,6200.0,FAB-W3856,BUY-4250,USD,83.5,202404,1.279,1.561,7.46,COTTON-B,366.07,811.05,9.71,426.36,362.44,33.67,16.84,16.84,14.49,12.22,19.27,6.07,Outsourced_here process cost
LOOM-GEN0250,LC-7851,7100,7200.0,FAB-W3857,BUY-4251,EUR,89.8,202403,0.671,0.806,7.07,POLY-B,410.13,639.98,7.13,311.98,287.24,28.65,14.32,14.32,17.23,10.47,12.87,13.32,Standard Weaving Cost
LOOM-GEN0250,LC-7851,7100,7200.0,FAB-W3857,BUY-4251,EUR,89.8,202404,0.671,0.806,7.07,POLY-B,410.13,639.98,7.13,311.98,287.24,28.65,14.32,14.32,17.23,10.47,12.87,13.32,Standard Weaving Cost
LOOM-GEN0251,LC-7852,9100,9200.0,FAB-W3858,BUY-4252,GBP,106.9,202403,1.69,1.892,10.02,POLY-C,313.42,802.02,7.5,420.58,284.84,11.64,5.82,5.82,2.82,27.15,19.88,11.09,Standard Weaving Cost
LOOM-GEN0251,LC-7852,9100,9200.0,FAB-W3858,BUY-4252,GBP,106.9,202404,1.69,1.892,10.02,POLY-C,313.42,802.02,7.5,420.58,284.84,11.64,5.82,5.82,2.82,27.15,19.88,11.09,Standard Weaving Cost
LOOM-GEN0252,LC-7853,6100,6200.0,FAB-W3859,BUY-4253,INR,1.0,202403,0.621,0.78,9.03,SILK-C,288.7,505.86,505.86,230.55,184.45,1.75,0.88,0.88,2.49,25.62,15.15,15.36,Standard Weaving Cost
LOOM-GEN0252,LC-7853,6100,6200.0,FAB-W3859,BUY-4253,INR,1.0,202404,0.621,0.78,9.03,SILK-C,288.7,505.86,505.86,230.55,184.45,1.75,0.88,0.88,2.49,25.62,15.15,15.36,Standard Weaving Cost
LOOM-GEN0253,LC-7854,7100,7200.0,FAB-W3860,BUY-4254,USD,83.5,202403,0.912,1.118,6.88,LINEN-A,283.16,992.17,11.88,443.75,352.46,39.48,19.74,19.74,18.15,26.47,16.34,9.68,Subcon Cost Considered here
LOOM-GEN0253,LC-7854,7100,7200.0,FAB-W3860,BUY-4254,USD,83.5,202404,0.912,1.118,6.88,LINEN-A,283.16,992.17,11.88,443.75,352.46,39.48,19.74,19.74,18.15,26.47,16.34,9.68,Subcon Cost Considered here
LOOM-GEN0254,LC-7855,9100,9200.0,FAB-W3861,BUY-4255,EUR,89.8,202403,0.839,1.042,9.06,VISCOSE-D,284.35,561.82,6.26,303.28,240.51,9.31,4.66,4.66,10.02,24.72,6.66,11.54,Monthly reconcile adjustment
LOOM-GEN0254,LC-7855,9100,9200.0,FAB-W3861,BUY-4255,EUR,89.8,202404,0.839,1.042,9.06,VISCOSE-D,284.35,561.82,6.26,303.28,240.51,9.31,4.66,4.66,10.02,24.72,6.66,11.54,Monthly reconcile adjustment
LOOM-GEN0255,LC-7856,6100,6200.0,FAB-W3862,BUY-4256,GBP,106.9,202403,1.069,1.209,10.32,MODAL-E,347.33,935.46,8.75,460.15,467.63,16.16,8.08,8.08,1.63,16.48,12.32,11.61,Reviewed by finance team
LOOM-GEN0255,LC-7856,6100,6200.0,FAB-W3862,BUY-4256,GBP,106.9,202404,1.069,1.209,10.32,MODAL-E,347.33,935.46,8.75,460.15,467.63,16.16,8.08,8.08,1.63,16.48,12.32,11.61,Reviewed by finance team
LOOM-GEN0256,LC-7857,7100,7200.0,FAB-W3863,BUY-4257,INR,1.0,202403,1.184,1.313,7.05,COTTON-A,154.9,476.08,476.08,200.56,226.6,26.26,13.13,13.13,8.65,23.82,14.91,12.01,Outsourced_here process cost
LOOM-GEN0256,LC-7857,7100,7200.0,FAB-W3863,BUY-4257,INR,1.0,202404,1.184,1.313,7.05,COTTON-A,154.9,476.08,476.08,200.56,226.6,26.26,13.13,13.13,8.65,23.82,14.91,12.01,Outsourced_here process cost
LOOM-GEN0257,LC-7858,9100,9200.0,FAB-W3864,BUY-4258,USD,83.5,202403,0.898,1.015,8.8,COTTON-B,158.37,1011.31,12.11,541.58,404.43,25.32,12.66,12.66,2.01,13.28,9.59,11.27,Standard Weaving Cost
LOOM-GEN0257,LC-7858,9100,9200.0,FAB-W3864,BUY-4258,USD,83.5,202404,0.898,1.015,8.8,COTTON-B,158.37,1011.31,12.11,541.58,404.43,25.32,12.66,12.66,2.01,13.28,9.59,11.27,Standard Weaving Cost
LOOM-GEN0258,LC-7859,6100,6200.0,FAB-W3865,BUY-4259,EUR,89.8,202403,1.358,1.681,10.44,POLY-B,390.76,659.91,7.35,327.77,312.12,3.3,1.65,1.65,16.51,14.28,19.17,15.16,Standard Weaving Cost
LOOM-GEN0258,LC-7859,6100,6200.0,FAB-W3865,BUY-4259,EUR,89.8,202404,1.358,1.681,10.44,POLY-B,390.76,659.91,7.35,327.77,312.12,3.3,1.65,1.65,16.51,14.28,19.17,15.16,Standard Weaving Cost
LOOM-GEN0259,LC-7860,7100,7200.0,FAB-W3866,BUY-4260,GBP,106.9,202403,0.959,1.107,10.15,POLY-C,312.7,1048.52,9.81,500.24,422.31,18.65,9.32,9.32,2.93,27.78,6.77,9.87,Standard Weaving Cost
LOOM-GEN0259,LC-7860,7100,7200.0,FAB-W3866,BUY-4260,GBP,106.9,202404,0.959,1.107,10.15,POLY-C,312.7,1048.52,9.81,500.24,422.31,18.65,9.32,9.32,2.93,27.78,6.77,9.87,Standard Weaving Cost
LOOM-GEN0260,LC-7861,9100,9200.0,FAB-W3867,BUY-4261,INR,1.0,202403,1.702,1.977,7.0,SILK-C,155.56,1144.8,1144.8,542.12,498.39,23.47,11.73,11.73,18.83,25.89,10.56,14.48,Subcon Cost Considered here
LOOM-GEN0260,LC-7861,9100,9200.0,FAB-W3867,BUY-4261,INR,1.0,202404,1.702,1.977,7.0,SILK-C,155.56,1144.8,1144.8,542.12,498.39,23.47,11.73,11.73,18.83,25.89,10.56,14.48,Subcon Cost Considered here
LOOM-GEN0261,LC-7862,6100,6200.0,FAB-W3868,BUY-4262,USD,83.5,202403,1.021,1.185,9.28,LINEN-A,239.82,643.99,7.71,276.19,253.64,12.73,6.37,6.37,6.34,23.47,13.16,10.13,Monthly reconcile adjustment
LOOM-GEN0261,LC-7862,6100,6200.0,FAB-W3868,BUY-4262,USD,83.5,202404,1.021,1.185,9.28,LINEN-A,239.82,643.99,7.71,276.19,253.64,12.73,6.37,6.37,6.34,23.47,13.16,10.13,Monthly reconcile adjustment
LOOM-GEN0262,LC-7863,7100,7200.0,FAB-W3869,BUY-4263,EUR,89.8,202403,1.533,1.807,8.02,VISCOSE-D,405.31,1190.54,13.26,594.49,576.53,10.0,5.0,5.0,19.62,18.46,13.81,5.86,Reviewed by finance team
LOOM-GEN0262,LC-7863,7100,7200.0,FAB-W3869,BUY-4263,EUR,89.8,202404,1.533,1.807,8.02,VISCOSE-D,405.31,1190.54,13.26,594.49,576.53,10.0,5.0,5.0,19.62,18.46,13.81,5.86,Reviewed by finance team
LOOM-GEN0263,LC-7864,9100,9200.0,FAB-W3870,BUY-4264,GBP,106.9,202403,0.933,1.138,7.4,MODAL-E,264.17,928.9,8.69,504.67,372.52,21.08,10.54,10.54,12.3,18.73,12.77,15.99,Outsourced_here process cost
LOOM-GEN0263,LC-7864,9100,9200.0,FAB-W3870,BUY-4264,GBP,106.9,202404,0.933,1.138,7.4,MODAL-E,264.17,928.9,8.69,504.67,372.52,21.08,10.54,10.54,12.3,18.73,12.77,15.99,Outsourced_here process cost
LOOM-GEN0264,LC-7865,6100,6200.0,FAB-W3871,BUY-4265,INR,1.0,202403,1.648,2.141,9.45,COTTON-A,449.55,588.79,588.79,258.9,228.81,6.57,3.29,3.29,6.35,24.78,17.14,12.6,Standard Weaving Cost
LOOM-GEN0264,LC-7865,6100,6200.0,FAB-W3871,BUY-4265,INR,1.0,202404,1.648,2.141,9.45,COTTON-A,449.55,588.79,588.79,258.9,228.81,6.57,3.29,3.29,6.35,24.78,17.14,12.6,Standard Weaving Cost
LOOM-GEN0265,LC-7866,7100,7200.0,FAB-W3872,BUY-4266,USD,83.5,202403,1.793,2.215,7.6,COTTON-B,152.32,623.57,7.47,273.04,239.72,34.6,17.3,17.3,9.11,11.22,12.22,14.97,Standard Weaving Cost
LOOM-GEN0265,LC-7866,7100,7200.0,FAB-W3872,BUY-4266,USD,83.5,202404,1.793,2.215,7.6,COTTON-B,152.32,623.57,7.47,273.04,239.72,34.6,17.3,17.3,9.11,11.22,12.22,14.97,Standard Weaving Cost
LOOM-GEN0266,LC-7867,9100,9200.0,FAB-W3873,BUY-4267,EUR,89.8,202403,1.439,1.682,9.79,POLY-B,136.27,991.05,11.04,526.51,381.98,9.39,4.7,4.7,18.34,21.29,15.3,10.67,Standard Weaving Cost
LOOM-GEN0266,LC-7867,9100,9200.0,FAB-W3873,BUY-4267,EUR,89.8,202404,1.439,1.682,9.79,POLY-B,136.27,991.05,11.04,526.51,381.98,9.39,4.7,4.7,18.34,21.29,15.3,10.67,Standard Weaving Cost
LOOM-GEN0267,LC-7868,6100,6200.0,FAB-W3874,BUY-4268,GBP,106.9,202403,1.285,1.531,7.4,POLY-C,243.03,442.12,4.14,185.73,177.39,21.18,10.59,10.59,19.35,18.12,10.99,15.15,Subcon Cost Considered here
LOOM-GEN0267,LC-7868,6100,6200.0,FAB-W3874,BUY-4268,GBP,106.9,202404,1.285,1.531,7.4,POLY-C,243.03,442.12,4.14,185.73,177.39,21.18,10.59,10.59,19.35,18.12,10.99,15.15,Subcon Cost Considered here
LOOM-GEN0268,LC-7869,7100,7200.0,FAB-W3875,BUY-4269,INR,1.0,202403,1.85,2.326,10.38,SILK-C,431.58,501.16,501.16,216.2,220.78,32.0,16.0,16.0,15.42,16.13,7.4,4.73,Monthly reconcile adjustment
LOOM-GEN0268,LC-7869,7100,7200.0,FAB-W3875,BUY-4269,INR,1.0,202404,1.85,2.326,10.38,SILK-C,431.58,501.16,501.16,216.2,220.78,32.0,16.0,16.0,15.42,16.13,7.4,4.73,Monthly reconcile adjustment
LOOM-GEN0269,LC-7870,9100,9200.0,FAB-W3876,BUY-4270,USD,83.5,202403,1.333,1.67,8.76,LINEN-A,347.39,840.1,10.06,430.38,305.8,4.9,2.45,2.45,1.99,28.99,14.68,6.18,Reviewed by finance team
LOOM-GEN0269,LC-7870,9100,9200.0,FAB-W3876,BUY-4270,USD,83.5,202404,1.333,1.67,8.76,LINEN-A,347.39,840.1,10.06,430.38,305.8,4.9,2.45,2.45,1.99,28.99,14.68,6.18,Reviewed by finance team
LOOM-GEN0270,LC-7871,6100,6200.0,FAB-W3877,BUY-4271,EUR,89.8,202403,0.768,0.97,9.34,VISCOSE-D,197.6,478.16,5.32,240.77,196.89,7.59,3.79,3.79,13.16,20.94,15.18,15.78,Outsourced_here process cost
LOOM-GEN0270,LC-7871,6100,6200.0,FAB-W3877,BUY-4271,EUR,89.8,202404,0.768,0.97,9.34,VISCOSE-D,197.6,478.16,5.32,240.77,196.89,7.59,3.79,3.79,13.16,20.94,15.18,15.78,Outsourced_here process cost
LOOM-GEN0271,LC-7872,7100,7200.0,FAB-W3878,BUY-4272,GBP,106.9,202403,1.075,1.357,7.28,MODAL-E,213.65,993.33,9.29,509.18,462.19,17.79,8.89,8.89,12.51,13.95,17.6,14.46,Standard Weaving Cost
LOOM-GEN0271,LC-7872,7100,7200.0,FAB-W3878,BUY-4272,GBP,106.9,202404,1.075,1.357,7.28,MODAL-E,213.65,993.33,9.29,509.18,462.19,17.79,8.89,8.89,12.51,13.95,17.6,14.46,Standard Weaving Cost
LOOM-GEN0272,LC-7873,9100,9200.0,FAB-W3879,BUY-4273,INR,1.0,202403,1.545,1.766,7.66,COTTON-A,211.42,536.18,536.18,268.87,249.77,33.97,16.98,16.98,17.32,21.48,7.13,12.89,Standard Weaving Cost
LOOM-GEN0272,LC-7873,9100,9200.0,FAB-W3879,BUY-4273,INR,1.0,202404,1.545,1.766,7.66,COTTON-A,211.42,536.18,536.18,268.87,249.77,33.97,16.98,16.98,17.32,21.48,7.13,12.89,Standard Weaving Cost
LOOM-GEN0273,LC-7874,6100,6200.0,FAB-W3880,BUY-4274,USD,83.5,202403,1.668,1.91,8.0,COTTON-B,193.11,628.72,7.53,282.65,282.07,26.21,13.11,13.11,13.3,24.83,8.39,7.05,Standard Weaving Cost
LOOM-GEN0273,LC-7874,6100,6200.0,FAB-W3880,BUY-4274,USD,83.5,202404,1.668,1.91,8.0,COTTON-B,193.11,628.72,7.53,282.65,282.07,26.21,13.11,13.11,13.3,24.83,8.39,7.05,Standard Weaving Cost
LOOM-GEN0274,LC-7875,7100,7200.0,FAB-W3881,BUY-4275,EUR,89.8,202403,1.304,1.653,9.45,POLY-B,424.52,462.89,5.15,202.56,225.25,6.68,3.34,3.34,9.92,25.85,19.19,9.18,Subcon Cost Considered here
LOOM-GEN0274,LC-7875,7100,7200.0,FAB-W3881,BUY-4275,EUR,89.8,202404,1.304,1.653,9.45,POLY-B,424.52,462.89,5.15,202.56,225.25,6.68,3.34,3.34,9.92,25.85,19.19,9.18,Subcon Cost Considered here
LOOM-GEN0275,LC-7876,9100,9200.0,FAB-W3882,BUY-4276,GBP,106.9,202403,1.44,1.606,7.09,POLY-C,400.97,890.46,8.33,432.23,420.56,7.17,3.58,3.58,15.3,29.92,10.07,11.48,Monthly reconcile adjustment
LOOM-GEN0275,LC-7876,9100,9200.0,FAB-W3882,BUY-4276,GBP,106.9,202404,1.44,1.606,7.09,POLY-C,400.97,890.46,8.33,432.23,420.56,7.17,3.58,3.58,15.3,29.92,10.07,11.48,Monthly reconcile adjustment
LOOM-GEN0276,LC-7877,6100,6200.0,FAB-W3883,BUY-4277,INR,1.0,202403,0.847,0.938,8.04,SILK-C,312.36,1123.92,1123.92,524.01,530.96,21.62,10.81,10.81,1.71,28.55,13.92,9.92,Reviewed by finance team
LOOM-GEN0276,LC-7877,6100,6200.0,FAB-W3883,BUY-4277,INR,1.0,202404,0.847,0.938,8.04,SILK-C,312.36,1123.92,1123.92,524.01,530.96,21.62,10.81,10.81,1.71,28.55,13.92,9.92,Reviewed by finance team
LOOM-GEN0277,LC-7878,7100,7200.0,FAB-W3884,BUY-4278,USD,83.5,202403,1.407,1.578,8.12,LINEN-A,401.98,403.53,4.83,175.07,173.61,2.11,1.05,1.05,5.52,29.42,16.52,9.6,Outsourced_here process cost
LOOM-GEN0277,LC-7878,7100,7200.0,FAB-W3884,BUY-4278,USD,83.5,202404,1.407,1.578,8.12,LINEN-A,401.98,403.53,4.83,175.07,173.61,2.11,1.05,1.05,5.52,29.42,16.52,9.6,Outsourced_here process cost
LOOM-GEN0278,LC-7879,9100,9200.0,FAB-W3885,BUY-4279,EUR,89.8,202403,1.146,1.287,9.96,VISCOSE-D,193.35,719.51,8.01,333.95,302.7,3.68,1.84,1.84,19.66,8.43,11.4,8.93,Standard Weaving Cost
LOOM-GEN0278,LC-7879,9100,9200.0,FAB-W3885,BUY-4279,EUR,89.8,202404,1.146,1.287,9.96,VISCOSE-D,193.35,719.51,8.01,333.95,302.7,3.68,1.84,1.84,19.66,8.43,11.4,8.93,Standard Weaving Cost
LOOM-GEN0279,LC-7880,6100,6200.0,FAB-W3886,BUY-4280,GBP,106.9,202403,1.352,1.615,7.75,MODAL-E,313.24,1234.71,11.55,594.79,551.22,21.95,10.97,10.97,17.15,17.92,14.94,13.53,Standard Weaving Cost
LOOM-GEN0279,LC-7880,6100,6200.0,FAB-W3886,BUY-4280,GBP,106.9,202404,1.352,1.615,7.75,MODAL-E,313.24,1234.71,11.55,594.79,551.22,21.95,10.97,10.97,17.15,17.92,14.94,13.53,Standard Weaving Cost
LOOM-GEN0280,LC-7881,7100,7200.0,FAB-W3887,BUY-4281,INR,1.0,202403,1.643,1.987,9.71,COTTON-A,240.81,420.81,420.81,197.99,201.63,37.04,18.52,18.52,2.14,21.03,7.09,5.91,Standard Weaving Cost
LOOM-GEN0280,LC-7881,7100,7200.0,FAB-W3887,BUY-4281,INR,1.0,202404,1.643,1.987,9.71,COTTON-A,240.81,420.81,420.81,197.99,201.63,37.04,18.52,18.52,2.14,21.03,7.09,5.91,Standard Weaving Cost
LOOM-GEN0281,LC-7882,9100,9200.0,FAB-W3888,BUY-4282,USD,83.5,202403,1.17,1.517,8.4,COTTON-B,164.25,1134.11,13.58,490.09,498.29,20.85,10.43,10.43,0.63,27.15,19.37,12.64,Subcon Cost Considered here
LOOM-GEN0281,LC-7882,9100,9200.0,FAB-W3888,BUY-4282,USD,83.5,202404,1.17,1.517,8.4,COTTON-B,164.25,1134.11,13.58,490.09,498.29,20.85,10.43,10.43,0.63,27.15,19.37,12.64,Subcon Cost Considered here
LOOM-GEN0282,LC-7883,6100,6200.0,FAB-W3889,BUY-4283,EUR,89.8,202403,0.674,0.793,7.43,POLY-B,128.13,385.2,4.29,200.96,173.73,22.28,11.14,11.14,18.65,22.88,8.24,15.95,Monthly reconcile adjustment
LOOM-GEN0282,LC-7883,6100,6200.0,FAB-W3889,BUY-4283,EUR,89.8,202404,0.674,0.793,7.43,POLY-B,128.13,385.2,4.29,200.96,173.73,22.28,11.14,11.14,18.65,22.88,8.24,15.95,Monthly reconcile adjustment
LOOM-GEN0283,LC-7884,7100,7200.0,FAB-W3890,BUY-4284,GBP,106.9,202403,1.406,1.638,9.9,POLY-C,384.5,669.83,6.27,352.46,305.16,11.14,5.57,5.57,7.52,25.86,12.05,5.11,Reviewed by finance team
LOOM-GEN0283,LC-7884,7100,7200.0,FAB-W3890,BUY-4284,GBP,106.9,202404,1.406,1.638,9.9,POLY-C,384.5,669.83,6.27,352.46,305.16,11.14,5.57,5.57,7.52,25.86,12.05,5.11,Reviewed by finance team
LOOM-GEN0284,LC-7885,9100,9200.0,FAB-W3891,BUY-4285,INR,1.0,202403,1.119,1.432,10.31,SILK-C,137.67,715.63,715.63,321.53,357.71,37.02,18.51,18.51,17.79,11.49,19.04,9.29,Outsourced_here process cost
LOOM-GEN0284,LC-7885,9100,9200.0,FAB-W3891,BUY-4285,INR,1.0,202404,1.119,1.432,10.31,SILK-C,137.67,715.63,715.63,321.53,357.71,37.02,18.51,18.51,17.79,11.49,19.04,9.29,Outsourced_here process cost
LOOM-GEN0285,LC-7886,6100,6200.0,FAB-W3892,BUY-4286,USD,83.5,202403,1.983,2.283,8.2,LINEN-A,406.08,1058.09,12.67,461.69,435.3,27.92,13.96,13.96,7.8,18.85,15.02,11.06,Standard Weaving Cost
LOOM-GEN0285,LC-7886,6100,6200.0,FAB-W3892,BUY-4286,USD,83.5,202404,1.983,2.283,8.2,LINEN-A,406.08,1058.09,12.67,461.69,435.3,27.92,13.96,13.96,7.8,18.85,15.02,11.06,Standard Weaving Cost
LOOM-GEN0286,LC-7887,7100,7200.0,FAB-W3893,BUY-4287,EUR,89.8,202403,0.988,1.157,9.51,VISCOSE-D,430.1,1068.32,11.9,489.56,495.19,27.68,13.84,13.84,7.2,25.2,9.65,15.85,Standard Weaving Cost
LOOM-GEN0286,LC-7887,7100,7200.0,FAB-W3893,BUY-4287,EUR,89.8,202404,0.988,1.157,9.51,VISCOSE-D,430.1,1068.32,11.9,489.56,495.19,27.68,13.84,13.84,7.2,25.2,9.65,15.85,Standard Weaving Cost
LOOM-GEN0287,LC-7888,9100,9200.0,FAB-W3894,BUY-4288,GBP,106.9,202403,1.113,1.359,8.63,MODAL-E,243.9,567.94,5.31,244.67,270.51,38.39,19.2,19.2,18.54,8.88,15.06,7.48,Standard Weaving Cost
LOOM-GEN0287,LC-7888,9100,9200.0,FAB-W3894,BUY-4288,GBP,106.9,202404,1.113,1.359,8.63,MODAL-E,243.9,567.94,5.31,244.67,270.51,38.39,19.2,19.2,18.54,8.88,15.06,7.48,Standard Weaving Cost
LOOM-GEN0288,LC-7889,6100,6200.0,FAB-W3895,BUY-4289,INR,1.0,202403,1.651,1.985,8.44,COTTON-A,432.01,415.64,415.64,197.71,153.13,15.2,7.6,7.6,6.86,27.54,13.93,8.45,Subcon Cost Considered here
LOOM-GEN0288,LC-7889,6100,6200.0,FAB-W3895,BUY-4289,INR,1.0,202404,1.651,1.985,8.44,COTTON-A,432.01,415.64,415.64,197.71,153.13,15.2,7.6,7.6,6.86,27.54,13.93,8.45,Subcon Cost Considered here
