yarn_code,rate_per_unit,rate_period,unit_of_measure
Y-GEN-4767,325.99,202404,KG
Y-GEN-4768,201.78,202403,KG
Y-GEN-4768,196.33,202404,KG
Y-GEN-4769,275.89,202403,KG
Y-GEN-4769,278.15,202404,KG
Y-GEN-4770,196.46,202403,KG
Y-GEN-4770,238.15,202404,KG
Y-GEN-4771,267.15,202403,KG
Y-GEN-4771,264.98,202404,KG
Y-GEN-4772,432.85,202403,KG
Y-GEN-4772,517.07,202404,KG
Y-GEN-4773,351.53,202403,KG
Y-GEN-4773,435.7,202404,KG
Y-GEN-4774,383850.0,202403,TO
Y-GEN-4774,485430.0,202404,TO
Y-GEN-4775,336.52,202403,KG
Y-GEN-4775,394.97,202404,KG
Y-GEN-4776,371.4,202403,KG
Y-GEN-4776,353.85,202404,KG
Y-GEN-4777,413.33,202403,KG
Y-GEN-4777,469.14,202404,KG
Y-GEN-4778,317.24,202403,KG
Y-GEN-4778,368.81,202404,KG
Y-GEN-4779,293.89,202403,KG
Y-GEN-4779,330.42,202404,KG
Y-GEN-4780,449.16,202403,KG
Y-GEN-4780,450.47,202404,KG
Y-GEN-4781,430.64,202403,KG
Y-GEN-4781,529.53,202404,KG
Y-GEN-4782,154.65,202403,KG
Y-GEN-4782,192.91,202404,KG
Y-GEN-4783,262.82,202403,KG
Y-GEN-4783,303.05,202404,KG
Y-GEN-4784,279.78,202403,KG
Y-GEN-4784,362.43,202404,KG
Y-GEN-4785,357.7,202403,KG
Y-GEN-4785,405.99,202404,KG
Y-GEN-4786,267.13,202403,KG
Y-GEN-4786,300.17,202404,KG
Y-GEN-4787,233.49,202403,KG
Y-GEN-4787,299.47,202404,KG
Y-GEN-4788,396.3,202403,KG
Y-GEN-4788,477.48,202404,KG
Y-GEN-4789,148.3,202403,KG
Y-GEN-4789,156.17,202404,KG
Y-GEN-4790,381.14,202403,KG
Y-GEN-4790,414.96,202404,KG
Y-GEN-4791,315.53,202403,KG
Y-GEN-4791,372.19,202404,KG
Y-GEN-4792,309.1,202403,KG
Y-GEN-4792,320.89,202404,KG
Y-GEN-4793,267.85,202403,KG
Y-GEN-4793,311.69,202404,KG
Y-GEN-4794,254.06,202403,KG
Y-GEN-4794,251.76,202404,KG
Y-GEN-4795,383.78,202403,KG
Y-GEN-4795,468.22,202404,KG
Y-GEN-4796,120.04,202403,KG
Y-GEN-4796,143.44,202404,KG
Y-GEN-4797,264.63,202403,KG
Y-GEN-4797,341.08,202404,KG
Y-GEN-4798,430.44,202403,KG
Y-GEN-4798,445.93,202404,KG
Y-GEN-4799,371.04,202403,KG
Y-GEN-4799,429.12,202404,KG
Y-GEN-4800,136.6,202403,KG
Y-GEN-4800,166.23,202404,KG
Y-GEN-4801,399.94,202403,KG
Y-GEN-4801,488.71,202404,KG
Y-GEN-4802,280.91,202403,KG
Y-GEN-4802,338.68,202404,KG
Y-GEN-4803,217.29,202403,KG
Y-GEN-4803,217.69,202404,KG
Y-GEN-4804,419.62,202403,KG
Y-GEN-4804,485.15,202404,KG
Y-GEN-4805,186.32,202403,KG
Y-GEN-4805,220.21,202404,KG
Y-GEN-4806,360.25,202403,KG
Y-GEN-4806,381.77,202404,KG
Y-GEN-4807,431.59,202403,KG
Y-GEN-4807,483.16,202404,KG
Y-GEN-4808,255.19,202403,KG
Y-GEN-4808,286.21,202404,KG
Y-GEN-4809,243.8,202403,KG
Y-GEN-4809,258.82,202404,KG
Y-GEN-4810,386.47,202403,KG
Y-GEN-4810,386.88,202404,KG
Y-GEN-4811,412610.0,202403,TO
Y-GEN-4811,469210.0,202404,TO
Y-GEN-4812,244.67,202403,KG
Y-GEN-4812,301.35,202404,KG
Y-GEN-4813,233.56,202403,KG
Y-GEN-4813,289.04,202404,KG
Y-GEN-4814,265.02,202403,KG
Y-GEN-4814,297.66,202404,KG
Y-GEN-4815,157.4,202403,KG
Y-GEN-4815,177.82,202404,KG
Y-GEN-4816,140.77,202403,KG
Y-GEN-4816,146.94,202404,KG
Y-GEN-4817,435.4,202403,KG
Y-GEN-4817,424.54,202404,KG
Y-GEN-4818,172.45,202403,KG
Y-GEN-4818,163.85,202404,KG
Y-GEN-4819,362.38,202403,KG
Y-GEN-4819,467.67,202404,KG
Y-GEN-4820,328.09,202403,KG
Y-GEN-4820,357.19,202404,KG
Y-GEN-4821,214.92,202403,KG
Y-GEN-4821,268.87,202404,KG
Y-GEN-4822,189.2,202403,KG
Y-GEN-4822,226.04,202404,KG
Y-GEN-4823,324.04,202403,KG
Y-GEN-4823,344.71,202404,KG
Y-GEN-4824,292.39,202403,KG
Y-GEN-4824,330.23,202404,KG
Y-GEN-4825,162.02,202403,KG
Y-GEN-4825,154.65,202404,KG
Y-GEN-4826,291.73,202403,KG
Y-GEN-4826,333.81,202404,KG
Y-GEN-4827,305.33,202403,KG
Y-GEN-4827,359.72,202404,KG
Y-GEN-4828,348.4,202403,KG
Y-GEN-4828,449.07,202404,KG
Y-GEN-4829,361.3,202403,KG
Y-GEN-4829,429.46,202404,KG
Y-GEN-4830,230.27,202403,KG
Y-GEN-4830,281.24,202404,KG
Y-GEN-4831,387.09,202403,KG
Y-GEN-4831,402.08,202404,KG
Y-GEN-4832,180.7,202403,KG
Y-GEN-4832,188.89,202404,KG
Y-GEN-4833,449.93,202403,KG
Y-GEN-4833,433.86,202404,KG
Y-GEN-4834,142.12,202403,KG
Y-GEN-4834,158.95,202404,KG
Y-GEN-4835,379.4,202403,KG
Y-GEN-4835,368.12,202404,KG
Y-GEN-4836,229.33,202403,KG
Y-GEN-4836,288.44,202404,KG
Y-GEN-4837,299.89,202403,KG
Y-GEN-4837,367.52,202404,KG
Y-GEN-4838,198.96,202403,KG
Y-GEN-4838,218.74,202404,KG
Y-GEN-4839,413.49,202403,KG
Y-GEN-4839,526.95,202404,KG
Y-GEN-4840,311.62,202403,KG
Y-GEN-4840,380.48,202404,KG
Y-GEN-4841,315.53,202403,KG
Y-GEN-4841,393.38,202404,KG
Y-GEN-4842,125.6,202403,KG
Y-GEN-4842,145.83,202404,KG
Y-GEN-4843,179.61,202403,KG
Y-GEN-4843,231.34,202404,KG
Y-GEN-4844,431.32,202403,KG
Y-GEN-4844,538.21,202404,KG
Y-GEN-4845,122.94,202403,KG
Y-GEN-4845,142.7,202404,KG
Y-GEN-4846,308.86,202403,KG
Y-GEN-4846,348.3,202404,KG
Y-GEN-4847,359.99,202403,KG
Y-GEN-4847,451.23,202404,KG
Y-GEN-4848,239990.0,202403,TO
Y-GEN-4848,267620.0,202404,TO
Y-GEN-4849,212.97,202403,KG
Y-GEN-4849,210.13,202404,KG
Y-GEN-4850,242.01,202403,KG
Y-GEN-4850,313.3,202404,KG
Y-GEN-4851,380.19,202403,KG
Y-GEN-4851,383.71,202404,KG
Y-GEN-4852,183.11,202403,KG
Y-GEN-4852,193.07,202404,KG
Y-GEN-4853,123.13,202403,KG
Y-GEN-4853,140.3,202404,KG
Y-GEN-4854,436.61,202403,KG
Y-GEN-4854,515.83,202404,KG
Y-GEN-4855,151.18,202403,KG
Y-GEN-4855,174.89,202404,KG
Y-GEN-4856,165.73,202403,KG
Y-GEN-4856,199.43,202404,KG
Y-GEN-4857,155.74,202403,KG
Y-GEN-4857,174.73,202404,KG
Y-GEN-4858,264.86,202403,KG
Y-GEN-4858,274.01,202404,KG
Y-GEN-4859,180.4,202403,KG
Y-GEN-4859,193.59,202404,KG
Y-GEN-4860,322.43,202403,KG
Y-GEN-4860,315.64,202404,KG
Y-GEN-4861,409.79,202403,KG
Y-GEN-4861,503.08,202404,KG
Y-GEN-4862,202.39,202403,KG
Y-GEN-4862,219.16,202404,KG
Y-GEN-4863,233.6,202403,KG
Y-GEN-4863,302.61,202404,KG
Y-GEN-4864,259.64,202403,KG
Y-GEN-4864,270.99,202404,KG
Y-GEN-4865,437.94,202403,KG
Y-GEN-4865,445.55,202404,KG
Y-GEN-4866,159.26,202403,KG
Y-GEN-4866,196.73,202404,KG
Y-GEN-4867,381.21,202403,KG
Y-GEN-4867,442.75,202404,KG
Y-GEN-4868,192.03,202403,KG
Y-GEN-4868,229.06,202404,KG
Y-GEN-4869,352.94,202403,KG
Y-GEN-4869,342.48,202404,KG
Y-GEN-4870,440.58,202403,KG
Y-GEN-4870,552.17,202404,KG
Y-GEN-4871,277.78,202403,KG
Y-GEN-4871,315.17,202404,KG
Y-GEN-4872,184.98,202403,KG
Y-GEN-4872,199.31,202404,KG
Y-GEN-4873,336.52,202403,KG
Y-GEN-4873,320.4,202404,KG
Y-GEN-4874,201.51,202403,KG
Y-GEN-4874,198.31,202404,KG
Y-GEN-4875,129.57,202403,KG
Y-GEN-4875,146.12,202404,KG
Y-GEN-4876,222.6,202403,KG
Y-GEN-4876,218.57,202404,KG
Y-GEN-4877,390.09,202403,KG
Y-GEN-4877,506.11,202404,KG
Y-GEN-4878,347.84,202403,KG
Y-GEN-4878,445.42,202404,KG
Y-GEN-4879,182.49,202403,KG
Y-GEN-4879,220.62,202404,KG
Y-GEN-4880,298.19,202403,KG
Y-GEN-4880,289.72,202404,KG
Y-GEN-4881,259.67,202403,KG
Y-GEN-4881,310.51,202404,KG
Y-GEN-4882,148.9,202403,KG
Y-GEN-4882,169.37,202404,KG
Y-GEN-4883,163.35,202403,KG
Y-GEN-4883,209.77,202404,KG
Y-GEN-4884,294.16,202403,KG
Y-GEN-4884,285.39,202404,KG
Y-GEN-4885,248140.0,202403,TO
Y-GEN-4885,278700.0,202404,TO
Y-GEN-4886,352.02,202403,KG
Y-GEN-4886,404.61,202404,KG
Y-GEN-4887,216.41,202403,KG
Y-GEN-4887,274.93,202404,KG
Y-GEN-4888,267.74,202403,KG
Y-GEN-4888,337.95,202404,KG
Y-GEN-4889,178.36,202403,KG
Y-GEN-4889,183.14,202404,KG
Y-GEN-4890,252.53,202403,KG
Y-GEN-4890,312.44,202404,KG
Y-GEN-4891,421.19,202403,KG
Y-GEN-4891,400.4,202404,KG
Y-GEN-4892,260.33,202403,KG
Y-GEN-4892,315.04,202404,KG
Y-GEN-4893,185.78,202403,KG
Y-GEN-4893,240.72,202404,KG
Y-GEN-4894,177.65,202403,KG
Y-GEN-4894,203.1,202404,KG
Y-GEN-4895,198.56,202403,KG
Y-GEN-4895,215.6,202404,KG
Y-GEN-4896,366.74,202403,KG
Y-GEN-4896,468.79,202404,KG
Y-GEN-4897,380.86,202403,KG
Y-GEN-4897,486.01,202404,KG
Y-GEN-4898,169.33,202403,KG
Y-GEN-4898,177.72,202404,KG
Y-GEN-4899,247.36,202403,KG
Y-GEN-4899,301.2,202404,KG
Y-GEN-4900,189.23,202403,KG
Y-GEN-4900,214.07,202404,KG
Y-GEN-4901,196.39,202403,KG
Y-GEN-4901,206.21,202404,KG
Y-GEN-4902,263.3,202403,KG
Y-GEN-4902,289.2,202404,KG
Y-GEN-4903,155.5,202403,KG
Y-GEN-4903,163.33,202404,KG
Y-GEN-4904,325.7,202403,KG
Y-GEN-4904,350.58,202404,KG
Y-GEN-4905,293.35,202403,KG
Y-GEN-4905,324.04,202404,KG
Y-GEN-4906,272.13,202403,KG
Y-GEN-4906,308.34,202404,KG
Y-GEN-4907,440.67,202403,KG
Y-GEN-4907,510.31,202404,KG
Y-GEN-4908,328.08,202403,KG
Y-GEN-4908,346.45,202404,KG
Y-GEN-4909,188.32,202403,KG
Y-GEN-4909,184.72,202404,KG
Y-GEN-4910,174.81,202403,KG
Y-GEN-4910,182.94,202404,KG
Y-GEN-4911,342.61,202403,KG
Y-GEN-4911,371.12,202404,KG
Y-GEN-4912,302.07,202403,KG
Y-GEN-4912,289.16,202404,KG
Y-GEN-4913,323.77,202403,KG
Y-GEN-4913,384.68,202404,KG
Y-GEN-4914,250.66,202403,KG
Y-GEN-4914,254.0,202404,KG
Y-GEN-4915,160.54,202403,KG
Y-GEN-4915,203.79,202404,KG
Y-GEN-4916,143.9,202403,KG
Y-GEN-4916,163.85,202404,KG
Y-GEN-4917,154.7,202403,KG
Y-GEN-4917,149.91,202404,KG
Y-GEN-4918,417.89,202403,KG
Y-GEN-4918,442.98,202404,KG
Y-GEN-4919,282.8,202403,KG
Y-GEN-4919,321.66,202404,KG
Y-GEN-4920,225.78,202403,KG
Y-GEN-4920,249.2,202404,KG
Y-GEN-4921,355.24,202403,KG
Y-GEN-4921,434.03,202404,KG
Y-GEN-4922,198640.0,202403,TO
Y-GEN-4922,189040.0,202404,TO
Y-GEN-4923,385.76,202403,KG
Y-GEN-4923,391.1,202404,KG
Y-GEN-4924,124.19,202403,KG
Y-GEN-4924,138.7,202404,KG
Y-GEN-4925,362.57,202403,KG
Y-GEN-4925,363.89,202404,KG
Y-GEN-4926,186.39,202403,KG
Y-GEN-4926,212.81,202404,KG
Y-GEN-4927,163.46,202403,KG
Y-GEN-4927,181.24,202404,KG
Y-GEN-4928,154.67,202403,KG
Y-GEN-4928,169.45,202404,KG
Y-GEN-4929,247.94,202403,KG
Y-GEN-4929,277.94,202404,KG
Y-GEN-4930,274.9,202403,KG
Y-GEN-4930,289.88,202404,KG
Y-GEN-4931,293.72,202403,KG
Y-GEN-4931,335.73,202404,KG
Y-GEN-4932,221.41,202403,KG
Y-GEN-4932,253.05,202404,KG
Y-GEN-4933,399.88,202403,KG
Y-GEN-4933,446.05,202404,KG
Y-GEN-4934,347.4,202403,KG
Y-GEN-4934,408.32,202404,KG
Y-GEN-4935,287.31,202403,KG
Y-GEN-4935,337.74,202404,KG
Y-GEN-4936,353.07,202403,KG
Y-GEN-4936,431.25,202404,KG
Y-GEN-4937,184.69,202403,KG
Y-GEN-4937,179.63,202404,KG
Y-GEN-4938,171.47,202403,KG
Y-GEN-4938,178.9,202404,KG
Y-GEN-4939,241.36,202403,KG
Y-GEN-4939,305.13,202404,KG
Y-GEN-4940,403.2,202403,KG
Y-GEN-4940,513.95,202404,KG
Y-GEN-4941,131.32,202403,KG
Y-GEN-4941,162.19,202404,KG
Y-GEN-4942,210.17,202403,KG
Y-GEN-4942,206.65,202404,KG
Y-GEN-4943,161.99,202403,KG
Y-GEN-4943,171.37,202404,KG
Y-GEN-4944,306.75,202403,KG
Y-GEN-4944,293.77,202404,KG
Y-GEN-4945,240.93,202403,KG
Y-GEN-4945,284.66,202404,KG
Y-GEN-4946,373.17,202403,KG
Y-GEN-4946,365.93,202404,KG
Y-GEN-4947,260.47,202403,KG
Y-GEN-4947,333.63,202404,KG
Y-GEN-4948,146.64,202403,KG
Y-GEN-4948,153.01,202404,KG
Y-GEN-4949,313.59,202403,KG
Y-GEN-4949,398.75,202404,KG
Y-GEN-4950,350.92,202403,KG
Y-GEN-4950,347.53,202404,KG
Y-GEN-4951,192.24,202403,KG
Y-GEN-4951,228.56,202404,KG
Y-GEN-4952,428.87,202403,KG
Y-GEN-4952,480.1,202404,KG
Y-GEN-4953,410.74,202403,KG
Y-GEN-4953,519.61,202404,KG
Y-GEN-4954,423.99,202403,KG
Y-GEN-4954,426.67,202404,KG
Y-GEN-4955,140.25,202403,KG
Y-GEN-4955,154.16,202404,KG
Y-GEN-4956,396.17,202403,KG
Y-GEN-4956,510.12,202404,KG
Y-GEN-4957,264.83,202403,KG
Y-GEN-4957,336.46,202404,KG
Y-GEN-4958,221.47,202403,KG
Y-GEN-4958,277.99,202404,KG
Y-GEN-4959,347680.0,202403,TO
Y-GEN-4959,406540.0,202404,TO
Y-GEN-4960,140.32,202403,KG
Y-GEN-4960,142.74,202404,KG
Y-GEN-4961,150.81,202403,KG
Y-GEN-4961,170.24,202404,KG
Y-GEN-4962,373.26,202403,KG
Y-GEN-4962,459.4,202404,KG
Y-GEN-4963,346.63,202403,KG
Y-GEN-4963,419.87,202404,KG
Y-GEN-4964,160.31,202403,KG
Y-GEN-4964,204.37,202404,KG
Y-GEN-4965,362.03,202403,KG
Y-GEN-4965,451.97,202404,KG
Y-GEN-4966,448.91,202403,KG
Y-GEN-4966,454.98,202404,KG
Y-GEN-4967,289.03,202403,KG
Y-GEN-4967,362.49,202404,KG
Y-GEN-4968,356.37,202403,KG
Y-GEN-4968,391.81,202404,KG
Y-GEN-4969,398.91,202403,KG
Y-GEN-4969,404.84,202404,KG
Y-GEN-4970,411.84,202403,KG
Y-GEN-4970,522.15,202404,KG
Y-GEN-4971,436.2,202403,KG
Y-GEN-4971,562.07,202404,KG
Y-GEN-4972,442.74,202403,KG
Y-GEN-4972,524.36,202404,KG
Y-GEN-4973,436.94,202403,KG
Y-GEN-4973,422.46,202404,KG
Y-GEN-4974,432.89,202403,KG
Y-GEN-4974,481.06,202404,KG
Y-GEN-4975,302.42,202403,KG
Y-GEN-4975,315.55,202404,KG
Y-GEN-4976,391.56,202403,KG
Y-GEN-4976,460.14,202404,KG
Y-GEN-4977,315.23,202403,KG
Y-GEN-4977,306.58,202404,KG
Y-GEN-4978,376.16,202403,KG
Y-GEN-4978,392.51,202404,KG
Y-GEN-4979,303.77,202403,KG
Y-GEN-4979,344.11,202404,KG
Y-GEN-4980,307.14,202403,KG
Y-GEN-4980,297.33,202404,KG
Y-GEN-4981,363.82,202403,KG
Y-GEN-4981,375.67,202404,KG
Y-GEN-4982,258.82,202403,KG
Y-GEN-4982,292.43,202404,KG
Y-GEN-4983,405.64,202403,KG
Y-GEN-4983,444.21,202404,KG
Y-GEN-4984,317.06,202403,KG
Y-GEN-4984,313.4,202404,KG
Y-GEN-4985,290.35,202403,KG
Y-GEN-4985,346.64,202404,KG
Y-GEN-4986,348.0,202403,KG
Y-GEN-4986,396.82,202404,KG
Y-GEN-4987,352.98,202403,KG
Y-GEN-4987,393.15,202404,KG
Y-GEN-4988,245.26,202403,KG
Y-GEN-4988,244.82,202404,KG
Y-GEN-4989,175.45,202403,KG
Y-GEN-4989,182.65,202404,KG
Y-GEN-4990,412.56,202403,KG
Y-GEN-4990,457.43,202404,KG
Y-GEN-4991,146.02,202403,KG
Y-GEN-4991,176.39,202404,KG
Y-GEN-4992,309.93,202403,KG
Y-GEN-4992,308.45,202404,KG
Y-GEN-4993,380.15,202403,KG
Y-GEN-4993,407.44,202404,KG
Y-GEN-4994,186.33,202403,KG
Y-GEN-4994,202.6,202404,KG
Y-GEN-4995,265.18,202403,KG
Y-GEN-4995,293.91,202404,KG
Y-GEN-4996,192250.0,202403,TO
Y-GEN-4996,241490.0,202404,TO
Y-GEN-4997,226.57,202403,KG
Y-GEN-4997,237.79,202404,KG
Y-GEN-4998,277.09,202403,KG
Y-GEN-4998,295.45,202404,KG
Y-GEN-4999,436.1,202403,KG
Y-GEN-4999,493.12,202404,KG
Y-GEN-5000,165.14,202403,KG
Y-GEN-5000,175.84,202404,KG
Y-GEN-5001,424.47,202403,KG
Y-GEN-5001,426.62,202404,KG
Y-GEN-5002,341.35,202403,KG
Y-GEN-5002,382.15,202404,KG
Y-GEN-5003,423.52,202403,KG
Y-GEN-5003,532.84,202404,KG
Y-GEN-5004,305.61,202403,KG
Y-GEN-5004,326.06,202404,KG
Y-GEN-5005,223.38,202403,KG
Y-GEN-5005,245.9,202404,KG
Y-GEN-5006,341.41,202403,KG
Y-GEN-5006,443.83,202404,KG
Y-GEN-5007,133.36,202403,KG
Y-GEN-5007,129.66,202404,KG
Y-GEN-5008,303.63,202403,KG
Y-GEN-5008,346.41,202404,KG
Y-GEN-5009,238.02,202403,KG
Y-GEN-5009,250.57,202404,KG
Y-GEN-5010,326.44,202403,KG
Y-GEN-5010,369.09,202404,KG
Y-GEN-5011,131.9,202403,KG
Y-GEN-5011,142.36,202404,KG
Y-GEN-5012,264.47,202403,KG
Y-GEN-5012,290.53,202404,KG
Y-GEN-5013,144.4,202403,KG
Y-GEN-5013,158.23,202404,KG
Y-GEN-5014,409.94,202403,KG
Y-GEN-5014,434.91,202404,KG
Y-GEN-5015,282.43,202403,KG
Y-GEN-5015,299.03,202404,KG
Y-GEN-5016,173.55,202403,KG
Y-GEN-5016,175.82,202404,KG
Y-GEN-5017,428.63,202403,KG
Y-GEN-5017,556.14,202404,KG
Y-GEN-5018,249.12,202403,KG
Y-GEN-5018,315.74,202404,KG
Y-GEN-5019,442.48,202403,KG
Y-GEN-5019,502.45,202404,KG
Y-GEN-5020,438.26,202403,KG
Y-GEN-5020,534.25,202404,KG
Y-GEN-5021,160.16,202403,KG
Y-GEN-5021,202.81,202404,KG
Y-GEN-5022,137.03,202403,KG
Y-GEN-5022,169.56,202404,KG
Y-GEN-5023,449.41,202403,KG
Y-GEN-5023,541.51,202404,KG
Y-GEN-5024,136.56,202403,KG
Y-GEN-5024,148.88,202404,KG
Y-GEN-5025,145.17,202403,KG
Y-GEN-5025,148.9,202404,KG
Y-GEN-5026,319.08,202403,KG
Y-GEN-5026,317.6,202404,KG
Y-GEN-5027,291.22,202403,KG
Y-GEN-5027,345.45,202404,KG
Y-GEN-5028,381.76,202403,KG
Y-GEN-5028,452.14,202404,KG
Y-GEN-5029,371.87,202403,KG
Y-GEN-5029,381.23,202404,KG
Y-GEN-5030,299.33,202403,KG
Y-GEN-5030,335.65,202404,KG
Y-GEN-5031,170.71,202403,KG
Y-GEN-5031,199.61,202404,KG
Y-GEN-5032,369.61,202403,KG
Y-GEN-5032,452.81,202404,KG
Y-GEN-5033,380280.0,202403,TO
Y-GEN-5033,400980.0,202404,TO
Y-GEN-5034,199.79,202403,KG
Y-GEN-5034,207.78,202404,KG
Y-GEN-5035,408.93,202403,KG
Y-GEN-5035,393.7,202404,KG
Y-GEN-5036,377.43,202403,KG
Y-GEN-5036,434.58,202404,KG
Y-GEN-5037,152.8,202403,KG
Y-GEN-5037,187.45,202404,KG
Y-GEN-5038,135.67,202403,KG
Y-GEN-5038,171.11,202404,KG
Y-GEN-5039,434.46,202403,KG
Y-GEN-5039,510.36,202404,KG
Y-GEN-5040,146.17,202403,KG
Y-GEN-5040,189.14,202404,KG
Y-GEN-5041,435.65,202403,KG
Y-GEN-5041,562.73,202404,KG
Y-GEN-5042,345.01,202403,KG
Y-GEN-5042,405.31,202404,KG
Y-GEN-5043,169.39,202403,KG
Y-GEN-5043,177.57,202404,KG
Y-GEN-5044,389.19,202403,KG
Y-GEN-5044,478.15,202404,KG
Y-GEN-5045,142.66,202403,KG
Y-GEN-5045,157.93,202404,KG
Y-GEN-5046,180.28,202403,KG
Y-GEN-5046,179.44,202404,KG
Y-GEN-5047,405.14,202403,KG
Y-GEN-5047,520.28,202404,KG
Y-GEN-5048,410.05,202403,KG
Y-GEN-5048,425.83,202404,KG
Y-GEN-5049,296.49,202403,KG
Y-GEN-5049,293.4,202404,KG
Y-GEN-5050,137.68,202403,KG
Y-GEN-5050,130.85,202404,KG
Y-GEN-5051,161.67,202403,KG
Y-GEN-5051,196.13,202404,KG
Y-GEN-5052,367.76,202403,KG
Y-GEN-5052,451.64,202404,KG
Y-GEN-5053,340.57,202403,KG
Y-GEN-5053,355.6,202404,KG
Y-GEN-5054,133.42,202403,KG
Y-GEN-5054,150.36,202404,KG
Y-GEN-5055,207.25,202403,KG
Y-GEN-5055,209.89,202404,KG
Y-GEN-5056,342.14,202403,KG
Y-GEN-5056,438.51,202404,KG
Y-GEN-5057,201.65,202403,KG
Y-GEN-5057,256.75,202404,KG
Y-GEN-5058,223.62,202403,KG
Y-GEN-5058,227.12,202404,KG
Y-GEN-5059,427.61,202403,KG
Y-GEN-5059,483.01,202404,KG
Y-GEN-5060,225.72,202403,KG
Y-GEN-5060,268.25,202404,KG
Y-GEN-5061,435.14,202403,KG
Y-GEN-5061,514.51,202404,KG
Y-GEN-5062,413.82,202403,KG
Y-GEN-5062,522.57,202404,KG
Y-GEN-5063,298.02,202403,KG
Y-GEN-5063,329.78,202404,KG
Y-GEN-5064,348.77,202403,KG
Y-GEN-5064,402.35,202404,KG
Y-GEN-5065,263.81,202403,KG
Y-GEN-5065,265.31,202404,KG
Y-GEN-5066,197.49,202403,KG
Y-GEN-5066,245.69,202404,KG
Y-GEN-5067,260.78,202403,KG
Y-GEN-5067,275.19,202404,KG
Y-GEN-5068,308.47,202403,KG
Y-GEN-5068,342.34,202404,KG
Y-GEN-5069,409.69,202403,KG
Y-GEN-5069,479.54,202404,KG
Y-GEN-5070,431810.0,202403,TO
Y-GEN-5070,452640.0,202404,TO
Y-GEN-5071,149.57,202403,KG
Y-GEN-5071,188.29,202404,KG
Y-GEN-5072,266.34,202403,KG
Y-GEN-5072,285.67,202404,KG
Y-GEN-5073,422.69,202403,KG
Y-GEN-5073,512.42,202404,KG
Y-GEN-5074,408.1,202403,KG
Y-GEN-5074,473.06,202404,KG
Y-GEN-5075,383.25,202403,KG
Y-GEN-5075,421.01,202404,KG
Y-GEN-5076,279.27,202403,KG
Y-GEN-5076,300.69,202404,KG
Y-GEN-5077,256.21,202403,KG
Y-GEN-5077,329.49,202404,KG
Y-GEN-5078,402.83,202403,KG
Y-GEN-5078,488.66,202404,KG
Y-GEN-5079,166.76,202403,KG
Y-GEN-5079,211.74,202404,KG
Y-GEN-5080,195.21,202403,KG
Y-GEN-5080,208.36,202404,KG
Y-GEN-5081,362.84,202403,KG
Y-GEN-5081,352.37,202404,KG
Y-GEN-5082,385.85,202403,KG
Y-GEN-5082,446.53,202404,KG
Y-GEN-5083,169.31,202403,KG
Y-GEN-5083,189.55,202404,KG
Y-GEN-5084,241.82,202403,KG
Y-GEN-5084,270.12,202404,KG
Y-GEN-5085,399.72,202403,KG
Y-GEN-5085,489.44,202404,KG
Y-GEN-5086,423.54,202403,KG
Y-GEN-5086,471.91,202404,KG
Y-GEN-5087,339.02,202403,KG
Y-GEN-5087,326.38,202404,KG
Y-GEN-5088,376.61,202403,KG
Y-GEN-5088,392.41,202404,KG
Y-GEN-5089,419.57,202403,KG
Y-GEN-5089,436.68,202404,KG
Y-GEN-5090,239.07,202403,KG
Y-GEN-5090,253.55,202404,KG
Y-GEN-5091,131.32,202403,KG
Y-GEN-5091,128.44,202404,KG
Y-GEN-5092,209.97,202403,KG
Y-GEN-5092,240.1,202404,KG
Y-GEN-5093,377.59,202403,KG
Y-GEN-5093,385.83,202404,KG
Y-GEN-5094,210.78,202403,KG
Y-GEN-5094,233.17,202404,KG
Y-GEN-5095,320.2,202403,KG
Y-GEN-5095,329.32,202404,KG
Y-GEN-5096,296.08,202403,KG
Y-GEN-5096,381.79,202404,KG
Y-GEN-5097,339.75,202403,KG
Y-GEN-5097,375.19,202404,KG
Y-GEN-5098,213.23,202403,KG
Y-GEN-5098,209.07,202404,KG
Y-GEN-5099,138.49,202403,KG
Y-GEN-5099,152.38,202404,KG
Y-GEN-5100,381.11,202403,KG
Y-GEN-5100,388.35,202404,KG
Y-GEN-5101,247.59,202403,KG
Y-GEN-5101,308.87,202404,KG
Y-GEN-5102,260.4,202403,KG
Y-GEN-5102,248.92,202404,KG
Y-GEN-5103,249.28,202403,KG
Y-GEN-5103,274.24,202404,KG
Y-GEN-5104,415.74,202403,KG
Y-GEN-5104,502.02,202404,KG
Y-GEN-5105,270.18,202403,KG
Y-GEN-5105,314.97,202404,KG
Y-GEN-5106,367.8,202403,KG
Y-GEN-5106,365.63,202404,KG
Y-GEN-5107,290530.0,202403,TO
Y-GEN-5107,300600.0,202404,TO
Y-GEN-5108,136.87,202403,KG
Y-GEN-5108,138.22,202404,KG
Y-GEN-5109,377.38,202403,KG
Y-GEN-5109,478.11,202404,KG
Y-GEN-5110,193.09,202403,KG
Y-GEN-5110,225.37,202404,KG
Y-GEN-5111,398.2,202403,KG
Y-GEN-5111,380.89,202404,KG
Y-GEN-5112,207.72,202403,KG
Y-GEN-5112,201.94,202404,KG
Y-GEN-5113,390.52,202403,KG
Y-GEN-5113,459.89,202404,KG
Y-GEN-5114,348.06,202403,KG
Y-GEN-5114,331.55,202404,KG
Y-GEN-5115,136.54,202403,KG
Y-GEN-5115,170.74,202404,KG
