fabric_code,prod_plant_code
FAB-W3813,9200
FAB-W3814,6100
FAB-W3815,7200
FAB-W3816,9100
FAB-W3817,6200
FAB-W3818,7100
FAB-W3819,9200
FAB-W3820,6100
FAB-W3821,7200
FAB-W3822,9100
FAB-W3823,6200
FAB-W3824,7100
FAB-W3825,9200
FAB-W3826,6100
FAB-W3827,7200
FAB-W3828,9100
FAB-W3829,6200
FAB-W3830,7100
FAB-W3831,9200
FAB-W3832,6100
FAB-W3833,7200
FAB-W3834,9100
FAB-W3835,6200
FAB-W3836,7100
FAB-W3837,9200
FAB-W3838,6100
FAB-W3839,7200
FAB-W3840,9100
FAB-W3841,6200
FAB-W3842,7100
FAB-W3843,9200
FAB-W3844,6100
FAB-W3845,7200
FAB-W3846,9100
FAB-W3847,6200
FAB-W3848,7100
FAB-W3849,9200
FAB-W3850,6100
FAB-W3851,7200
FAB-W3852,9100
FAB-W3853,6200
FAB-W3854,7100
FAB-W3855,9200
FAB-W3856,6100
FAB-W3857,7200
FAB-W3858,9100
FAB-W3859,6200
FAB-W3860,7100
FAB-W3861,9200
FAB-W3862,6100
FAB-W3863,7200
FAB-W3864,9100
FAB-W3865,6200
FAB-W3866,7100
FAB-W3867,9200
FAB-W3868,6100
FAB-W3869,7200
FAB-W3870,9100
FAB-W3871,6200
FAB-W3872,7100
FAB-W3873,9200
FAB-W3874,6100
FAB-W3875,7200
FAB-W3876,9100
FAB-W3877,6200
FAB-W3878,7100
FAB-W3879,9200
FAB-W3880,6100
FAB-W3881,7200
FAB-W3882,9100
FAB-W3883,6200
FAB-W3884,7100
FAB-W3885,9200
FAB-W3886,6100
FAB-W3887,7200
FAB-W3888,9100
FAB-W3889,6200
FAB-W3890,7100
FAB-W3891,9200
FAB-W3892,6100
FAB-W3893,7200
FAB-W3894,9100
FAB-W3895,6200
FAB-W3896,7100
FAB-W3897,9200
FAB-W3898,6100
FAB-W3899,7200
FAB-W3900,9100
FAB-W3901,6200
FAB-W3902,7100
FAB-W3903,9200
FAB-W3904,6100
FAB-W3905,7200
FAB-W3906,9100
FAB-W3907,6200
FAB-W3908,7100
FAB-W3909,9200
FAB-W3910,6100
FAB-W3911,7200
FAB-W3912,9100
FAB-W3913,6200
FAB-W3914,7100
FAB-W3915,9200
FAB-W3916,6100
FAB-W3917,7200
FAB-W3918,9100
FAB-W3919,6200
FAB-W3920,7100
FAB-W3921,9200
FAB-W3922,6100
FAB-W3923,7200
FAB-W3924,9100
FAB-W3925,6200
FAB-W3926,7100
FAB-W3927,9200
FAB-W3928,6100
FAB-W3929,7200
FAB-W3930,9100
FAB-W3931,6200
FAB-W3932,7100
FAB-W3933,9200
FAB-W3934,6100
FAB-W3935,7200
FAB-W3936,9100
FAB-W3937,6200
FAB-W3938,7100
FAB-W3939,9200
FAB-W3940,6100
FAB-W3941,7200
FAB-W3942,9100
FAB-W3943,6200
FAB-W3944,7100
FAB-W3945,9200
FAB-W3946,6100
FAB-W3947,7200
FAB-W3948,9100
FAB-W3949,6200
FAB-W3950,7100
FAB-W3951,9200
FAB-W3952,6100
FAB-W3953,7200
FAB-W3954,9100
FAB-W3955,6200
FAB-W3956,7100
FAB-W3957,9200
FAB-W3958,6100
FAB-W3959,7200
FAB-W3960,9100
FAB-W3961,6200
FAB-W3962,7100
FAB-W3963,9200
FAB-W3964,6100
FAB-W3965,7200
FAB-W3966,9100
FAB-W3967,6200
FAB-W3968,7100
FAB-W3969,9200
FAB-W3970,6100
FAB-W3971,7200
FAB-W3972,9100
FAB-W3973,6200
FAB-W3974,7100
FAB-W3975,9200
FAB-W3976,6100
FAB-W3977,7200
FAB-W3978,9100
FAB-W3979,6200
FAB-W3980,7100
FAB-W3981,9200
FAB-W3982,6100
FAB-W3983,7200
FAB-W3984,9100
FAB-W3985,6200
FAB-W3986,7100
FAB-W3987,9200
FAB-W3988,6100
FAB-W3989,7200
FAB-W3990,9100
FAB-W3991,6200
FAB-W3992,7100
FAB-W3993,9200
FAB-W3994,6100
FAB-W3995,7200
FAB-W3996,9100
FAB-W3997,6200
FAB-W3998,7100
FAB-W3999,9200
FAB-W4000,6100
FAB-W4001,7200
FAB-W4002,9100
FAB-W4003,6200
FAB-W4004,7100
FAB-W4005,9200
FAB-W4006,6100
FAB-W4007,7200
FAB-W4008,9100
FAB-W4009,6200
FAB-W4010,7100
FAB-W4011,9200
FAB-W4012,6100
FAB-W4013,7200
FAB-W4014,9100
FAB-W4015,6200
FAB-W4016,7100
FAB-W4017,9200
FAB-W4018,6100
FAB-W4019,7200
FAB-W4020,9100
FAB-W4021,6200
FAB-W4022,7100
FAB-W4023,9200
FAB-W4024,6100
FAB-W4025,7200
FAB-W4026,9100
FAB-W4027,6200
FAB-W4028,7100
FAB-W4029,9200
FAB-W4030,6100
FAB-W4031,7200
FAB-W4032,9100
FAB-W4033,6200
FAB-W4034,7100
FAB-W4035,9200
FAB-W4036,6100
FAB-W4037,7200
FAB-W4038,9100
FAB-W4039,6200
FAB-W4040,7100
FAB-W4041,9200
FAB-W4042,6100
FAB-W4043,7200
FAB-W4044,9100
FAB-W4045,6200
FAB-W4046,7100
FAB-W4047,9200
FAB-W4048,6100
FAB-W4049,7200
FAB-W4050,9100
FAB-W4051,6200
FAB-W4052,7100
FAB-W4053,9200
FAB-W4054,6100
FAB-W4055,7200
FAB-W4056,9100
FAB-W4057,6200
FAB-W4058,7100
FAB-W4059,9200
FAB-W4060,6100
FAB-W4061,7200
FAB-W4062,9100
FAB-W4063,6200
FAB-W4064,7100
FAB-W4065,9200
FAB-W4066,6100
FAB-W4067,7200
FAB-W4068,9100
FAB-W4069,6200
FAB-W4070,7100
FAB-W4071,9200
FAB-W4072,6100
FAB-W4073,7200
FAB-W4074,9100
FAB-W4075,6200
FAB-W4076,7100
FAB-W4077,9200
FAB-W4078,6100
FAB-W4079,7200
FAB-W4080,9100
FAB-W4081,6200
FAB-W4082,7100
FAB-W4083,9200
FAB-W4084,6100
FAB-W4085,7200
FAB-W4086,9100
FAB-W4087,6200
FAB-W4088,7100
FAB-W4089,9200
FAB-W4090,6100
FAB-W4091,7200
FAB-W4092,9100
FAB-W4093,6200
FAB-W4094,7100
FAB-W4095,9200
FAB-W4096,6100
FAB-W4097,7200
FAB-W4098,9100
FAB-W4099,6200
FAB-W4100,7100
FAB-W4101,9200
FAB-W4102,6100
FAB-W4103,7200
FAB-W4104,9100
FAB-W4105,6200
FAB-W4106,7100
FAB-W4107,9200
FAB-W4108,6100
FAB-W4109,7200
FAB-W4110,9100
FAB-W4111,6200
FAB-W4112,7100
FAB-W4113,9200
FAB-W4114,6100
FAB-W4115,7200
FAB-W4116,9100
FAB-W4117,6200
FAB-W4118,7100
FAB-W4119,9200
FAB-W4120,6100
FAB-W4121,7200
FAB-W4122,9100
FAB-W4123,6200
FAB-W4124,7100
FAB-W4125,9200
FAB-W4126,6100
FAB-W4127,7200
FAB-W4128,9100
FAB-W4129,6200
FAB-W4130,7100
FAB-W4131,9200
FAB-W4132,6100
FAB-W4133,7200
FAB-W4134,9100
FAB-W4135,6200
FAB-W4136,7100
FAB-W4137,9200
FAB-W4138,6100
FAB-W4139,7200
FAB-W4140,9100
FAB-W4141,6200
FAB-W4142,7100
FAB-W4143,9200
FAB-W4144,6100
FAB-W4145,7200
FAB-W4146,9100
FAB-W4147,6200
FAB-W4148,7100
FAB-W4149,9200
FAB-W4150,6100
FAB-W4151,7200
FAB-W4152,9100
FAB-W4153,6200
FAB-W4154,7100
FAB-W4155,9200
FAB-W4156,6100
FAB-W4157,7200
FAB-W4158,9100
FAB-W4159,6200
FAB-W4160,7100
FAB-W4161,9200
FAB-W4162,6100
FAB-W4163,7200
FAB-W4164,9100
FAB-W4165,6200
FAB-W4166,7100
FAB-W4167,9200
FAB-W4168,6100
FAB-W4169,7200
FAB-W4170,9100
FAB-W4171,6200
FAB-W4172,7100
FAB-W4173,9200
FAB-W4174,6100
FAB-W4175,7200
FAB-W4176,9100
FAB-W4177,6200
FAB-W4178,7100
FAB-W4179,9200
FAB-W4180,6100
FAB-W4181,7200
FAB-W4182,9100
FAB-W4183,6200
FAB-W4184,7100
FAB-W4185,9200
FAB-W4186,6100
FAB-W4187,7200
FAB-W4188,9100
FAB-W4189,6200
FAB-W4190,7100
FAB-W4191,9200
FAB-W4192,6100
FAB-W4193,7200
FAB-W4194,9100
FAB-W4195,6200
FAB-W4196,7100
FAB-W4197,9200
FAB-W4198,6100
FAB-W4199,7200
FAB-W4200,9100
FAB-W4201,6200
FAB-W4202,7100
FAB-W4203,9200
FAB-W4204,6100
FAB-W4205,7200
FAB-W4206,9100
FAB-W4207,6200
FAB-W4208,7100
FAB-W4209,9200
FAB-W4210,6100
FAB-W4211,7200
FAB-W4212,9100
FAB-W4213,6200
FAB-W4214,7100
FAB-W4215,9200
FAB-W4216,6100
FAB-W4217,7200
FAB-W4218,9100
FAB-W4219,6200
FAB-W4220,7100
FAB-W4221,9200
FAB-W4222,6100
FAB-W4223,7200
FAB-W4224,9100
FAB-W4225,6200
FAB-W4226,7100
FAB-W4227,9200
FAB-W4228,6100
FAB-W4229,7200
FAB-W4230,9100
FAB-W4231,6200
FAB-W4232,7100
FAB-W4233,9200
FAB-W4234,6100
FAB-W4235,7200
FAB-W4236,9100
FAB-W4237,6200
FAB-W4238,7100
FAB-W4239,9200
FAB-W4240,6100
FAB-W4241,7200
FAB-W4242,9100
FAB-W4243,6200
FAB-W4244,7100
FAB-W4245,9200
FAB-W4246,6100
FAB-W4247,7200
FAB-W4248,9100
FAB-W4249,6200
FAB-W4250,7100
FAB-W4251,9200
FAB-W4252,6100
FAB-W4253,7200
FAB-W4254,9100
FAB-W4255,6200
FAB-W4256,7100
FAB-W4257,9200
FAB-W4258,6100
FAB-W4259,7200
FAB-W4260,9100
FAB-W4261,6200
FAB-W4262,7100
FAB-W4263,9200
FAB-W4264,6100
FAB-W4265,7200
FAB-W4266,9100
FAB-W4267,6200
FAB-W4268,7100
FAB-W4269,9200
FAB-W4270,6100
FAB-W4271,7200
FAB-W4272,9100
FAB-W4273,6200
FAB-W4274,7100
FAB-W4275,9200
FAB-W4276,6100
FAB-W4277,7200
FAB-W4278,9100
FAB-W4279,6200
FAB-W4280,7100
FAB-W4281,9200
FAB-W4282,6100
FAB-W4283,7200
FAB-W4284,9100
FAB-W4285,6200
FAB-W4286,7100
FAB-W4287,9200
FAB-W4288,6100
FAB-W4289,7200
FAB-W4290,9100
FAB-W4291,6200
FAB-W4292,7100
FAB-W4293,9200
FAB-W4294,6100
FAB-W4295,7200
FAB-W4296,9100
FAB-W4297,6200
FAB-W4298,7100
FAB-W4299,9200
FAB-W4300,6100
FAB-W4301,7200
FAB-W4302,9100
FAB-W4303,6200
FAB-W4304,7100
FAB-W4305,9200
FAB-W4306,6100
FAB-W4307,7200
FAB-W4308,9100
FAB-W4309,6200
FAB-W4310,7100
FAB-W4311,9200
FAB-W4312,6100
FAB-W4313,7200
FAB-W4314,9100
FAB-W4315,6200
FAB-W4316,7100
FAB-W4317,9200
FAB-W4318,6100
FAB-W4319,7200
FAB-W4320,9100
FAB-W4321,6200
FAB-W4322,7100
FAB-W4323,9200
FAB-W4324,6100
FAB-W4325,7200
FAB-W4326,9100
FAB-W4327,6200
FAB-W4328,7100
FAB-W4329,9200
FAB-W4330,6100
FAB-W4331,7200
FAB-W4332,9100
FAB-W4333,6200
FAB-W4334,7100
FAB-W4335,9200
FAB-W4336,6100
FAB-W4337,7200
FAB-W4338,9100
FAB-W4339,6200
FAB-W4340,7100
FAB-W4341,9200
FAB-W4342,6100
FAB-W4343,7200
FAB-W4344,9100
FAB-W4345,6200
FAB-W4346,7100
FAB-W4347,9200
FAB-W4348,6100
FAB-W4349,7200
FAB-W4350,9100
FAB-W4351,6200
FAB-W4352,7100
FAB-W4353,9200
FAB-W4354,6100
FAB-W4355,7200
FAB-W4356,9100
FAB-W4357,6200
FAB-W4358,7100
FAB-W4359,9200
FAB-W4360,6100
FAB-W4361,7200
FAB-W4362,9100
FAB-W4363,6200
FAB-W4364,7100
FAB-W4365,9200
FAB-W4366,6100
FAB-W4367,7200
FAB-W4368,9100
FAB-W4369,6200
FAB-W4370,7100
FAB-W4371,9200
FAB-W4372,6100
FAB-W4373,7200
FAB-W4374,9100
FAB-W4375,6200
FAB-W4376,7100
FAB-W4377,9200
FAB-W4378,6100
FAB-W4379,7200
FAB-W4380,9100
FAB-W4381,6200
FAB-W4382,7100
FAB-W4383,9200
FAB-W4384,6100
FAB-W4385,7200
FAB-W4386,9100
FAB-W4387,6200
FAB-W4388,7100
FAB-W4389,9200
FAB-W4390,6100
FAB-W4391,7200
FAB-W4392,9100
FAB-W4393,6200
FAB-W4394,7100
FAB-W4395,9200
FAB-W4396,6100
FAB-W4397,7200
FAB-W4398,9100
FAB-W4399,6200
FAB-W4400,7100
FAB-W4401,9200
FAB-W4402,6100
FAB-W4403,7200
FAB-W4404,9100
FAB-W4405,6200
FAB-W4406,7100
FAB-W4407,9200
FAB-W4408,6100
FAB-W4409,7200
FAB-W4410,9100
FAB-W4411,6200
FAB-W4412,7100
FAB-W4413,9200
FAB-W4414,6100
FAB-W4415,7200
FAB-W4416,9100
FAB-W4417,6200
FAB-W4418,7100
FAB-W4419,9200
FAB-W4420,6100
FAB-W4421,7200
FAB-W4422,9100
FAB-W4423,6200
FAB-W4424,7100
FAB-W4425,9200
FAB-W4426,6100
FAB-W4427,7200
FAB-W4428,9100
FAB-W4429,6200
FAB-W4430,7100
FAB-W4431,9200
FAB-W4432,6100
FAB-W4433,7200
FAB-W4434,9100
FAB-W4435,6200
FAB-W4436,7100
FAB-W4437,9200
FAB-W4438,6100
FAB-W4439,7200
FAB-W4440,9100
FAB-W4441,6200
FAB-W4442,7100
FAB-W4443,9200
FAB-W4444,6100
FAB-W4445,7200
FAB-W4446,9100
FAB-W4447,6200
FAB-W4448,7100
FAB-W4449,9200
FAB-W4450,6100
FAB-W4451,7200
FAB-W4452,9100
FAB-W4453,6200
FAB-W4454,7100
FAB-W4455,9200
FAB-W4456,6100
FAB-W4457,7200
FAB-W4458,9100
FAB-W4459,6200
FAB-W4460,7100
FAB-W4461,9200
FAB-W4462,6100
FAB-W4463,7200
FAB-W4464,9100
FAB-W4465,6200
FAB-W4466,7100
FAB-W4467,9200
FAB-W4468,6100
FAB-W4469,7200
FAB-W4470,9100
FAB-W4471,6200
FAB-W4472,7100
FAB-W4473,9200
FAB-W4474,6100
FAB-W4475,7200
FAB-W4476,9100
FAB-W4477,6200
FAB-W4478,7100
FAB-W4479,9200
FAB-W4480,6100
FAB-W4481,7200
FAB-W4482,9100
FAB-W4483,6200
FAB-W4484,7100
FAB-W4485,9200
FAB-W4486,6100
FAB-W4487,7200
FAB-W4488,9100
FAB-W4489,6200
FAB-W4490,7100
FAB-W4491,9200
FAB-W4492,6100
FAB-W4493,7200
FAB-W4494,9100
FAB-W4495,6200
FAB-W4496,7100
FAB-W4497,9200
FAB-W4498,6100
FAB-W4499,7200
FAB-W4500,9100
FAB-W4501,6200
FAB-W4502,7100
FAB-W4503,9200
FAB-W4504,6100
FAB-W4505,7200
FAB-W4506,9100
FAB-W4507,6200
FAB-W4508,7100
FAB-W4509,9200
FAB-W4510,6100
FAB-W4511,7200
FAB-W4512,9100
FAB-W4513,6200
FAB-W4514,7100
FAB-W4515,9200
FAB-W4516,6100
FAB-W4517,7200
FAB-W4518,9100
FAB-W4519,6200
FAB-W4520,7100
FAB-W4521,9200
FAB-W4522,6100
FAB-W4523,7200
FAB-W4524,9100
FAB-W4525,6200
FAB-W4526,7100
FAB-W4527,9200
FAB-W4528,6100
FAB-W4529,7200
FAB-W4530,9100
FAB-W4531,6200
FAB-W4532,7100
FAB-W4533,9200
FAB-W4534,6100
FAB-W4535,7200
FAB-W4536,9100
FAB-W4537,6200
FAB-W4538,7100
FAB-W4539,9200
FAB-W4540,6100
FAB-W4541,7200
FAB-W4542,9100
FAB-W4543,6200
FAB-W4544,7100
FAB-W4545,9200
FAB-W4546,6100
FAB-W4547,7200
FAB-W4548,9100
FAB-W4549,6200
FAB-W4550,7100
FAB-W4551,9200
FAB-W4552,6100
FAB-W4553,7200
FAB-W4554,9100
FAB-W4555,6200
FAB-W4556,7100
FAB-W4557,9200
FAB-W4558,6100
FAB-W4559,7200
FAB-W4560,9100
FAB-W4561,6200
FAB-W4562,7100
FAB-W4563,9200
FAB-W4564,6100
FAB-W4565,7200
FAB-W4566,9100
FAB-W4567,6200
FAB-W4568,7100
FAB-W4569,9200
FAB-W4570,6100
FAB-W4571,7200
FAB-W4572,9100
FAB-W4573,6200
FAB-W4574,7100
FAB-W4575,9200
FAB-W4576,6100
FAB-W4577,7200
FAB-W4578,9100
FAB-W4579,6200
FAB-W4580,7100
FAB-W4581,9200
FAB-W4582,6100
FAB-W4583,7200
FAB-W4584,9100
FAB-W4585,6200
FAB-W4586,7100
FAB-W4587,9200
FAB-W4588,6100
FAB-W4589,7200
FAB-W4590,9100
FAB-W4591,6200
FAB-W4592,7100
FAB-W4593,9200
FAB-W4594,6100
FAB-W4595,7200
FAB-W4596,9100
FAB-W4597,6200
FAB-W4598,7100
FAB-W4599,9200
FAB-W4600,6100
FAB-W4601,7200
FAB-W4602,9100
FAB-W4603,6200
FAB-W4604,7100
FAB-W4605,9200
FAB-W4606,6100
FAB-W4607,7200
FAB-W4608,9100
FAB-W4609,6200
FAB-W4610,7100
FAB-W4611,9200
FAB-W4612,6100
FAB-W4613,7200
FAB-W4614,9100
FAB-W4615,6200
FAB-W4616,7100
FAB-W4617,9200
FAB-W4618,6100
FAB-W4619,7200
FAB-W4620,9100
FAB-W4621,6200
FAB-W4622,7100
FAB-W4623,9200
FAB-W4624,6100
FAB-W4625,7200
FAB-W4626,9100
FAB-W4627,6200
FAB-W4628,7100
FAB-W4629,9200
FAB-W4630,6100
FAB-W4631,7200
FAB-W4632,9100
FAB-W4633,6200
FAB-W4634,7100
FAB-W4635,9200
FAB-W4636,6100
FAB-W4637,7200
FAB-W4638,9100
FAB-W4639,6200
FAB-W4640,7100
FAB-W4641,9200
FAB-W4642,6100
FAB-W4643,7200
FAB-W4644,9100
FAB-W4645,6200
FAB-W4646,7100
FAB-W4647,9200
FAB-W4648,6100
FAB-W4649,7200
FAB-W4650,9100
FAB-W4651,6200
FAB-W4652,7100
FAB-W4653,9200
FAB-W4654,6100
FAB-W4655,7200
FAB-W4656,9100
FAB-W4657,6200
FAB-W4658,7100
FAB-W4659,9200
FAB-W4660,6100
FAB-W4661,7200
FAB-W4662,9100
FAB-W4663,6200
FAB-W4664,7100
FAB-W4665,9200
FAB-W4666,6100
FAB-W4667,7200
FAB-W4668,9100
FAB-W4669,6200
FAB-W4670,7100
FAB-W4671,9200
FAB-W4672,6100
FAB-W4673,7200
FAB-W4674,9100
FAB-W4675,6200
FAB-W4676,7100
FAB-W4677,9200
FAB-W4678,6100
FAB-W4679,7200
FAB-W4680,9100
FAB-W4681,6200
FAB-W4682,7100
FAB-W4683,9200
FAB-W4684,6100
FAB-W4685,7200
FAB-W4686,9100
FAB-W4687,6200
FAB-W4688,7100
FAB-W4689,9200
FAB-W4690,6100
FAB-W4691,7200
FAB-W4692,9100
FAB-W4693,6200
FAB-W4694,7100
FAB-W4695,9200
FAB-W4696,6100
FAB-W4697,7200
FAB-W4698,9100
FAB-W4699,6200
FAB-W4700,7100
FAB-W4701,9200
FAB-W4702,6100
FAB-W4703,7200
FAB-W4704,9100
FAB-W4705,6200
FAB-W4706,7100
FAB-W4707,9200
FAB-W4708,6100
FAB-W4709,7200
FAB-W4710,9100
FAB-W4711,6200
FAB-W4712,7100
FAB-W4713,9200
FAB-W4714,6100
FAB-W4715,7200
FAB-W4716,9100
FAB-W4717,6200
FAB-W4718,7100
FAB-W4719,9200
FAB-W4720,6100
FAB-W4721,7200
FAB-W4722,9100
FAB-W4723,6200
FAB-W4724,7100
FAB-W4725,9200
FAB-W4726,6100
FAB-W4727,7200
FAB-W4728,9100
FAB-W4729,6200
FAB-W4730,7100
FAB-W4731,9200
FAB-W4732,6100
FAB-W4733,7200
FAB-W4734,9100
FAB-W4735,6200
FAB-W4736,7100
FAB-W4737,9200
FAB-W4738,6100
FAB-W4739,7200
FAB-W4740,9100
FAB-W4741,6200
FAB-W4742,7100
FAB-W4743,9200
FAB-W4744,6100
FAB-W4745,7200
FAB-W4746,9100
FAB-W4747,6200
FAB-W4748,7100
FAB-W4749,9200
FAB-W4750,6100
FAB-W4751,7200
FAB-W4752,9100
FAB-W4753,6200
FAB-W4754,7100
FAB-W4755,9200
FAB-W4756,6100
FAB-W4757,7200
FAB-W4758,9100
FAB-W4759,6200
FAB-W4760,7100
FAB-W4761,9200
FAB-W4762,6100
FAB-W4763,7200
FAB-W4764,9100
FAB-W4765,6200
FAB-W4766,7100
FAB-W4767,9200
FAB-W4768,6100
FAB-W4769,7200
FAB-W4770,9100
FAB-W4771,6200
FAB-W4772,7100
FAB-W4773,9200
FAB-W4774,6100
FAB-W4775,7200
FAB-W4776,9100
FAB-W4777,6200
FAB-W4778,7100
FAB-W4779,9200
FAB-W4780,6100
FAB-W4781,7200
FAB-W4782,9100
FAB-W4783,6200
FAB-W4784,7100
FAB-W4785,9200
FAB-W4786,6100
FAB-W4787,7200
FAB-W4788,9100
FAB-W4789,6200
FAB-W4790,7100
FAB-W4791,9200
FAB-W4792,6100
FAB-W4793,7200
FAB-W4794,9100
FAB-W4795,6200
FAB-W4796,7100
FAB-W4797,9200
FAB-W4798,6100
FAB-W4799,7200
FAB-W4800,9100
FAB-W4801,6200
FAB-W4802,7100
FAB-W4803,9200
FAB-W4804,6100
FAB-W4805,7200
FAB-W4806,9100
FAB-W4807,6200
FAB-W4808,7100
FAB-W4809,9200
FAB-W4810,6100
FAB-W4811,7200
FAB-W4812,9100
FAB-W4813,6200
FAB-W4814,7100
FAB-W4815,9200
FAB-W4816,6100
FAB-W4817,7200
FAB-W4818,9100
FAB-W4819,6200
FAB-W4820,7100
FAB-W4821,9200
FAB-W4822,6100
FAB-W4823,7200
FAB-W4824,9100
FAB-W4825,6200
FAB-W4826,7100
FAB-W4827,9200
FAB-W4828,6100
FAB-W4829,7200
FAB-W4830,9100
FAB-W4831,6200
FAB-W4832,7100
FAB-W4833,9200
FAB-W4834,6100
FAB-W4835,7200
FAB-W4836,9100
FAB-W4837,6200
FAB-W4838,7100
FAB-W4839,9200
FAB-W4840,6100
FAB-W4841,7200
FAB-W4842,9100
FAB-W4843,6200
FAB-W4844,7100
FAB-W4845,9200
FAB-W4846,6100
FAB-W4847,7200
FAB-W4848,9100
FAB-W4849,6200
FAB-W4850,7100
FAB-W4851,9200
FAB-W4852,6100
FAB-W4853,7200
FAB-W4854,9100
FAB-W4855,6200
FAB-W4856,7100
FAB-W4857,9200
FAB-W4858,6100
FAB-W4859,7200
FAB-W4860,9100
FAB-W4861,6200
FAB-W4862,7100
FAB-W4863,9200
FAB-W4864,6100
FAB-W4865,7200
FAB-W4866,9100
FAB-W4867,6200
FAB-W4868,7100
FAB-W4869,9200
FAB-W4870,6100
FAB-W4871,7200
FAB-W4872,9100
FAB-W4873,6200
FAB-W4874,7100
FAB-W4875,9200
FAB-W4876,6100
FAB-W4877,7200
FAB-W4878,9100
FAB-W4879,6200
FAB-W4880,7100
FAB-W4881,9200
FAB-W4882,6100
FAB-W4883,7200
FAB-W4884,9100
FAB-W4885,6200
FAB-W4886,7100
FAB-W4887,9200
FAB-W4888,6100
FAB-W4889,7200
FAB-W4890,9100
FAB-W4891,6200
FAB-W4892,7100
FAB-W4893,9200
FAB-W4894,6100
FAB-W4895,7200
FAB-W4896,9100
FAB-W4897,6200
FAB-W4898,7100
FAB-W4899,9200
FAB-W4900,6100
FAB-W4901,7200
FAB-W4902,9100
FAB-W4903,6200
FAB-W4904,7100
FAB-W4905,9200
FAB-W4906,6100
FAB-W4907,7200
FAB-W4908,9100
FAB-W4909,6200
FAB-W4910,7100
FAB-W4911,9200
FAB-W4912,6100
FAB-W4913,7200
FAB-W4914,9100
FAB-W4915,6200
FAB-W4916,7100
FAB-W4917,9200
FAB-W4918,6100
FAB-W4919,7200
FAB-W4920,9100
FAB-W4921,6200
FAB-W4922,7100
FAB-W4923,9200
FAB-W4924,6100
FAB-W4925,7200
FAB-W4926,9100
FAB-W4927,6200
FAB-W4928,7100
FAB-W4929,9200
FAB-W4930,6100
FAB-W4931,7200
FAB-W4932,9100
FAB-W4933,6200
FAB-W4934,7100
FAB-W4935,9200
FAB-W4936,6100
FAB-W4937,7200
FAB-W4938,9100
FAB-W4939,6200
FAB-W4940,7100
FAB-W4941,9200
FAB-W4942,6100
FAB-W4943,7200
FAB-W4944,9100
FAB-W4945,6200
FAB-W4946,7100
FAB-W4947,9200
FAB-W4948,6100
FAB-W4949,7200
FAB-W4950,9100
FAB-W4951,6200
FAB-W4952,7100
FAB-W4953,9200
FAB-W4954,6100
FAB-W4955,7200
FAB-W4956,9100
FAB-W4957,6200
FAB-W4958,7100
FAB-W4959,9200
FAB-W4960,6100
FAB-W4961,7200
FAB-W4962,9100
FAB-W4963,6200
FAB-W4964,7100
FAB-W4965,9200
FAB-W4966,6100
FAB-W4967,7200
FAB-W4968,9100
FAB-W4969,6200
FAB-W4970,7100
FAB-W4971,9200
FAB-W4972,6100
FAB-W4973,7200
FAB-W4974,9100
FAB-W4975,6200
FAB-W4976,7100
FAB-W4977,9200
FAB-W4978,6100
FAB-W4979,7200
FAB-W4980,9100
FAB-W4981,6200
FAB-W4982,7100
FAB-W4983,9200
FAB-W4984,6100
FAB-W4985,7200
FAB-W4986,9100
FAB-W4987,6200
FAB-W4988,7100
FAB-W4989,9200
FAB-W4990,6100
FAB-W4991,7200
FAB-W4992,9100
FAB-W4993,6200
FAB-W4994,7100
FAB-W4995,9200
FAB-W4996,6100
FAB-W4997,7200
FAB-W4998,9100
FAB-W4999,6200
FAB-W5000,7100
FAB-W5001,9200
FAB-W5002,6100
FAB-W5003,7200
FAB-W5004,9100
FAB-W5005,6200
FAB-W5006,7100
FAB-W5007,9200
FAB-W5008,6100
FAB-W5009,7200
FAB-W5010,9100
FAB-W5011,6200
FAB-W5012,7100
FAB-W5013,9200
FAB-W5014,6100
FAB-W5015,7200
FAB-W5016,9100
FAB-W5017,6200
FAB-W5018,7100
FAB-W5019,9200
FAB-W5020,6100
FAB-W5021,7200
FAB-W5022,9100
FAB-W5023,6200
FAB-W5024,7100
FAB-W5025,9200
FAB-W5026,6100
FAB-W5027,7200
FAB-W5028,9100
FAB-W5029,6200
FAB-W5030,7100
FAB-W5031,9200
FAB-W5032,6100
FAB-W5033,7200
FAB-W5034,9100
FAB-W5035,6200
FAB-W5036,7100
FAB-W5037,9200
FAB-W5038,6100
FAB-W5039,7200
FAB-W5040,9100
FAB-W5041,6200
FAB-W5042,7100
FAB-W5043,9200
FAB-W5044,6100
FAB-W5045,7200
FAB-W5046,9100
FAB-W5047,6200
FAB-W5048,7100
FAB-W5049,9200
FAB-W5050,6100
FAB-W5051,7200
FAB-W5052,9100
FAB-W5053,6200
FAB-W5054,7100
FAB-W5055,9200
FAB-W5056,6100
FAB-W5057,7200
FAB-W5058,9100
FAB-W5059,6200
FAB-W5060,7100
FAB-W5061,9200
FAB-W5062,6100
FAB-W5063,7200
FAB-W5064,9100
FAB-W5065,6200
FAB-W5066,7100
FAB-W5067,9200
FAB-W5068,6100
FAB-W5069,7200
FAB-W5070,9100
FAB-W5071,6200
FAB-W5072,7100
FAB-W5073,9200
FAB-W5074,6100
FAB-W5075,7200
FAB-W5076,9100
FAB-W5077,6200
FAB-W5078,7100
FAB-W5079,9200
FAB-W5080,6100
FAB-W5081,7200
FAB-W5082,9100
FAB-W5083,6200
