fabric_code,product_category,distribution_channel,production_plant
FAB-W1905,EXPORT,CH03,9100
FAB-W1906,DOMESTIC,CH04,6100
FAB-W1907,EXPORT,CH01,7100
FAB-W1908,DOMESTIC,CH02,9100
FAB-W1909,EXPORT,CH03,6100
FAB-W1910,DOMESTIC,CH04,7100
FAB-W1911,EXPORT,CH01,9100
FAB-W1912,DOMESTIC,CH02,6100
FAB-W1913,EXPORT,CH03,7100
FAB-W1914,DOMESTIC,CH04,9100
FAB-W1915,EXPORT,CH01,6100
FAB-W1916,DOMESTIC,CH02,7100
FAB-W1917,EXPORT,CH03,9100
FAB-W1918,DOMESTIC,CH04,6100
FAB-W1919,EXPORT,CH01,7100
FAB-W1920,DOMESTIC,CH02,9100
FAB-W1921,EXPORT,CH03,6100
FAB-W1922,DOMESTIC,CH04,7100
FAB-W1923,EXPORT,CH01,9100
FAB-W1924,DOMESTIC,CH02,6100
FAB-W1925,EXPORT,CH03,7100
FAB-W1926,DOMESTIC,CH04,9100
FAB-W1927,EXPORT,CH01,6100
FAB-W1928,DOMESTIC,CH02,7100
FAB-W1929,EXPORT,CH03,9100
FAB-W1930,DOMESTIC,CH04,6100
FAB-W1931,EXPORT,CH01,7100
FAB-W1932,DOMESTIC,CH02,9100
FAB-W1933,EXPORT,CH03,6100
FAB-W1934,DOMESTIC,CH04,7100
FAB-W1935,EXPORT,CH01,9100
FAB-W1936,DOMESTIC,CH02,6100
FAB-W1937,EXPORT,CH03,7100
FAB-W1938,DOMESTIC,CH04,9100
FAB-W1939,EXPORT,CH01,6100
FAB-W1940,DOMESTIC,CH02,7100
FAB-W1941,EXPORT,CH03,9100
FAB-W1942,DOMESTIC,CH04,6100
FAB-W1943,EXPORT,CH01,7100
FAB-W1944,DOMESTIC,CH02,9100
FAB-W1945,EXPORT,CH03,6100
FAB-W1946,DOMESTIC,CH04,7100
FAB-W1947,EXPORT,CH01,9100
FAB-W1948,DOMESTIC,CH02,6100
FAB-W1949,EXPORT,CH03,7100
FAB-W1950,DOMESTIC,CH04,9100
FAB-W1951,EXPORT,CH01,6100
FAB-W1952,DOMESTIC,CH02,7100
FAB-W1953,EXPORT,CH03,9100
FAB-W1954,DOMESTIC,CH04,6100
FAB-W1955,EXPORT,CH01,7100
FAB-W1956,DOMESTIC,CH02,9100
FAB-W1957,EXPORT,CH03,6100
FAB-W1958,DOMESTIC,CH04,7100
FAB-W1959,EXPORT,CH01,9100
FAB-W1960,DOMESTIC,CH02,6100
FAB-W1961,EXPORT,CH03,7100
FAB-W1962,DOMESTIC,CH04,9100
FAB-W1963,EXPORT,CH01,6100
FAB-W1964,DOMESTIC,CH02,7100
FAB-W1965,EXPORT,CH03,9100
FAB-W1966,DOMESTIC,CH04,6100
FAB-W1967,EXPORT,CH01,7100
FAB-W1968,DOMESTIC,CH02,9100
FAB-W1969,EXPORT,CH03,6100
FAB-W1970,DOMESTIC,CH04,7100
FAB-W1971,EXPORT,CH01,9100
FAB-W1972,DOMESTIC,CH02,6100
FAB-W1973,EXPORT,CH03,7100
FAB-W1974,DOMESTIC,CH04,9100
FAB-W1975,EXPORT,CH01,6100
FAB-W1976,DOMESTIC,CH02,7100
FAB-W1977,EXPORT,CH03,9100
FAB-W1978,DOMESTIC,CH04,6100
FAB-W1979,EXPORT,CH01,7100
FAB-W1980,DOMESTIC,CH02,9100
FAB-W1981,EXPORT,CH03,6100
FAB-W1982,DOMESTIC,CH04,7100
FAB-W1983,EXPORT,CH01,9100
FAB-W1984,DOMESTIC,CH02,6100
FAB-W1985,EXPORT,CH03,7100
FAB-W1986,DOMESTIC,CH04,9100
FAB-W1987,EXPORT,CH01,6100
FAB-W1988,DOMESTIC,CH02,7100
FAB-W1989,EXPORT,CH03,9100
FAB-W1990,DOMESTIC,CH04,6100
FAB-W1991,EXPORT,CH01,7100
FAB-W1992,DOMESTIC,CH02,9100
FAB-W1993,EXPORT,CH03,6100
FAB-W1994,DOMESTIC,CH04,7100
FAB-W1995,EXPORT,CH01,9100
FAB-W1996,DOMESTIC,CH02,6100
FAB-W1997,EXPORT,CH03,7100
FAB-W1998,DOMESTIC,CH04,9100
FAB-W1999,EXPORT,CH01,6100
FAB-W2000,DOMESTIC,CH02,7100
FAB-W2001,EXPORT,CH03,9100
FAB-W2002,DOMESTIC,CH04,6100
FAB-W2003,EXPORT,CH01,7100
FAB-W2004,DOMESTIC,CH02,9100
FAB-W2005,EXPORT,CH03,6100
FAB-W2006,DOMESTIC,CH04,7100
FAB-W2007,EXPORT,CH01,9100
FAB-W2008,DOMESTIC,CH02,6100
FAB-W2009,EXPORT,CH03,7100
FAB-W2010,DOMESTIC,CH04,9100
FAB-W2011,EXPORT,CH01,6100
FAB-W2012,DOMESTIC,CH02,7100
FAB-W2013,EXPORT,CH03,9100
FAB-W2014,DOMESTIC,CH04,6100
FAB-W2015,EXPORT,CH01,7100
FAB-W2016,DOMESTIC,CH02,9100
FAB-W2017,EXPORT,CH03,6100
FAB-W2018,DOMESTIC,CH04,7100
FAB-W2019,EXPORT,CH01,9100
FAB-W2020,DOMESTIC,CH02,6100
FAB-W2021,EXPORT,CH03,7100
FAB-W2022,DOMESTIC,CH04,9100
FAB-W2023,EXPORT,CH01,6100
FAB-W2024,DOMESTIC,CH02,7100
FAB-W2025,EXPORT,CH03,9100
FAB-W2026,DOMESTIC,CH04,6100
FAB-W2027,EXPORT,CH01,7100
FAB-W2028,DOMESTIC,CH02,9100
FAB-W2029,EXPORT,CH03,6100
FAB-W2030,DOMESTIC,CH04,7100
FAB-W2031,EXPORT,CH01,9100
FAB-W2032,DOMESTIC,CH02,6100
FAB-W2033,EXPORT,CH03,7100
FAB-W2034,DOMESTIC,CH04,9100
FAB-W2035,EXPORT,CH01,6100
FAB-W2036,DOMESTIC,CH02,7100
FAB-W2037,EXPORT,CH03,9100
FAB-W2038,DOMESTIC,CH04,6100
FAB-W2039,EXPORT,CH01,7100
FAB-W2040,DOMESTIC,CH02,9100
FAB-W2041,EXPORT,CH03,6100
FAB-W2042,DOMESTIC,CH04,7100
FAB-W2043,EXPORT,CH01,9100
FAB-W2044,DOMESTIC,CH02,6100
FAB-W2045,EXPORT,CH03,7100
FAB-W2046,DOMESTIC,CH04,9100
FAB-W2047,EXPORT,CH01,6100
FAB-W2048,DOMESTIC,CH02,7100
FAB-W2049,EXPORT,CH03,9100
FAB-W2050,DOMESTIC,CH04,6100
FAB-W2051,EXPORT,CH01,7100
FAB-W2052,DOMESTIC,CH02,9100
FAB-W2053,EXPORT,CH03,6100
FAB-W2054,DOMESTIC,CH04,7100
FAB-W2055,EXPORT,CH01,9100
FAB-W2056,DOMESTIC,CH02,6100
FAB-W2057,EXPORT,CH03,7100
FAB-W2058,DOMESTIC,CH04,9100
FAB-W2059,EXPORT,CH01,6100
FAB-W2060,DOMESTIC,CH02,7100
FAB-W2061,EXPORT,CH03,9100
FAB-W2062,DOMESTIC,CH04,6100
FAB-W2063,EXPORT,CH01,7100
FAB-W2064,DOMESTIC,CH02,9100
FAB-W2065,EXPORT,CH03,6100
FAB-W2066,DOMESTIC,CH04,7100
FAB-W2067,EXPORT,CH01,9100
FAB-W2068,DOMESTIC,CH02,6100
FAB-W2069,EXPORT,CH03,7100
FAB-W2070,DOMESTIC,CH04,9100
FAB-W2071,EXPORT,CH01,6100
FAB-W2072,DOMESTIC,CH02,7100
FAB-W2073,EXPORT,CH03,9100
FAB-W2074,DOMESTIC,CH04,6100
FAB-W2075,EXPORT,CH01,7100
FAB-W2076,DOMESTIC,CH02,9100
FAB-W2077,EXPORT,CH03,6100
FAB-W2078,DOMESTIC,CH04,7100
FAB-W2079,EXPORT,CH01,9100
FAB-W2080,DOMESTIC,CH02,6100
FAB-W2081,EXPORT,CH03,7100
FAB-W2082,DOMESTIC,CH04,9100
FAB-W2083,EXPORT,CH01,6100
FAB-W2084,DOMESTIC,CH02,7100
FAB-W2085,EXPORT,CH03,9100
FAB-W2086,DOMESTIC,CH04,6100
FAB-W2087,EXPORT,CH01,7100
FAB-W2088,DOMESTIC,CH02,9100
FAB-W2089,EXPORT,CH03,6100
FAB-W2090,DOMESTIC,CH04,7100
FAB-W2091,EXPORT,CH01,9100
FAB-W2092,DOMESTIC,CH02,6100
FAB-W2093,EXPORT,CH03,7100
FAB-W2094,DOMESTIC,CH04,9100
FAB-W2095,EXPORT,CH01,6100
FAB-W2096,DOMESTIC,CH02,7100
FAB-W2097,EXPORT,CH03,9100
FAB-W2098,DOMESTIC,CH04,6100
FAB-W2099,EXPORT,CH01,7100
FAB-W2100,DOMESTIC,CH02,9100
FAB-W2101,EXPORT,CH03,6100
FAB-W2102,DOMESTIC,CH04,7100
FAB-W2103,EXPORT,CH01,9100
FAB-W2104,DOMESTIC,CH02,6100
FAB-W2105,EXPORT,CH03,7100
FAB-W2106,DOMESTIC,CH04,9100
FAB-W2107,EXPORT,CH01,6100
FAB-W2108,DOMESTIC,CH02,7100
FAB-W2109,EXPORT,CH03,9100
FAB-W2110,DOMESTIC,CH04,6100
FAB-W2111,EXPORT,CH01,7100
FAB-W2112,DOMESTIC,CH02,9100
FAB-W2113,EXPORT,CH03,6100
FAB-W2114,DOMESTIC,CH04,7100
FAB-W2115,EXPORT,CH01,9100
FAB-W2116,DOMESTIC,CH02,6100
FAB-W2117,EXPORT,CH03,7100
FAB-W2118,DOMESTIC,CH04,9100
FAB-W2119,EXPORT,CH01,6100
FAB-W2120,DOMESTIC,CH02,7100
FAB-W2121,EXPORT,CH03,9100
FAB-W2122,DOMESTIC,CH04,6100
FAB-W2123,EXPORT,CH01,7100
FAB-W2124,DOMESTIC,CH02,9100
FAB-W2125,EXPORT,CH03,6100
FAB-W2126,DOMESTIC,CH04,7100
FAB-W2127,EXPORT,CH01,9100
FAB-W2128,DOMESTIC,CH02,6100
FAB-W2129,EXPORT,CH03,7100
FAB-W2130,DOMESTIC,CH04,9100
FAB-W2131,EXPORT,CH01,6100
FAB-W2132,DOMESTIC,CH02,7100
FAB-W2133,EXPORT,CH03,9100
FAB-W2134,DOMESTIC,CH04,6100
FAB-W2135,EXPORT,CH01,7100
FAB-W2136,DOMESTIC,CH02,9100
FAB-W2137,EXPORT,CH03,6100
FAB-W2138,DOMESTIC,CH04,7100
FAB-W2139,EXPORT,CH01,9100
FAB-W2140,DOMESTIC,CH02,6100
FAB-W2141,EXPORT,CH03,7100
FAB-W2142,DOMESTIC,CH04,9100
FAB-W2143,EXPORT,CH01,6100
FAB-W2144,DOMESTIC,CH02,7100
FAB-W2145,EXPORT,CH03,9100
FAB-W2146,DOMESTIC,CH04,6100
FAB-W2147,EXPORT,CH01,7100
FAB-W2148,DOMESTIC,CH02,9100
FAB-W2149,EXPORT,CH03,6100
FAB-W2150,DOMESTIC,CH04,7100
FAB-W2151,EXPORT,CH01,9100
FAB-W2152,DOMESTIC,CH02,6100
FAB-W2153,EXPORT,CH03,7100
FAB-W2154,DOMESTIC,CH04,9100
FAB-W2155,EXPORT,CH01,6100
FAB-W2156,DOMESTIC,CH02,7100
FAB-W2157,EXPORT,CH03,9100
FAB-W2158,DOMESTIC,CH04,6100
FAB-W2159,EXPORT,CH01,7100
FAB-W2160,DOMESTIC,CH02,9100
FAB-W2161,EXPORT,CH03,6100
FAB-W2162,DOMESTIC,CH04,7100
FAB-W2163,EXPORT,CH01,9100
FAB-W2164,DOMESTIC,CH02,6100
FAB-W2165,EXPORT,CH03,7100
FAB-W2166,DOMESTIC,CH04,9100
FAB-W2167,EXPORT,CH01,6100
FAB-W2168,DOMESTIC,CH02,7100
FAB-W2169,EXPORT,CH03,9100
FAB-W2170,DOMESTIC,CH04,6100
FAB-W2171,EXPORT,CH01,7100
FAB-W2172,DOMESTIC,CH02,9100
FAB-W2173,EXPORT,CH03,6100
FAB-W2174,DOMESTIC,CH04,7100
FAB-W2175,EXPORT,CH01,9100
FAB-W2176,DOMESTIC,CH02,6100
FAB-W2177,EXPORT,CH03,7100
FAB-W2178,DOMESTIC,CH04,9100
FAB-W2179,EXPORT,CH01,6100
FAB-W2180,DOMESTIC,CH02,7100
FAB-W2181,EXPORT,CH03,9100
FAB-W2182,DOMESTIC,CH04,6100
FAB-W2183,EXPORT,CH01,7100
FAB-W2184,DOMESTIC,CH02,9100
FAB-W2185,EXPORT,CH03,6100
FAB-W2186,DOMESTIC,CH04,7100
FAB-W2187,EXPORT,CH01,9100
FAB-W2188,DOMESTIC,CH02,6100
FAB-W2189,EXPORT,CH03,7100
FAB-W2190,DOMESTIC,CH04,9100
FAB-W2191,EXPORT,CH01,6100
FAB-W2192,DOMESTIC,CH02,7100
FAB-W2193,EXPORT,CH03,9100
FAB-W2194,DOMESTIC,CH04,6100
FAB-W2195,EXPORT,CH01,7100
FAB-W2196,DOMESTIC,CH02,9100
FAB-W2197,EXPORT,CH03,6100
FAB-W2198,DOMESTIC,CH04,7100
FAB-W2199,EXPORT,CH01,9100
FAB-W2200,DOMESTIC,CH02,6100
FAB-W2201,EXPORT,CH03,7100
FAB-W2202,DOMESTIC,CH04,9100
FAB-W2203,EXPORT,CH01,6100
FAB-W2204,DOMESTIC,CH02,7100
FAB-W2205,EXPORT,CH03,9100
FAB-W2206,DOMESTIC,CH04,6100
FAB-W2207,EXPORT,CH01,7100
FAB-W2208,DOMESTIC,CH02,9100
FAB-W2209,EXPORT,CH03,6100
FAB-W2210,DOMESTIC,CH04,7100
FAB-W2211,EXPORT,CH01,9100
FAB-W2212,DOMESTIC,CH02,6100
FAB-W2213,EXPORT,CH03,7100
FAB-W2214,DOMESTIC,CH04,9100
FAB-W2215,EXPORT,CH01,6100
FAB-W2216,DOMESTIC,CH02,7100
FAB-W2217,EXPORT,CH03,9100
FAB-W2218,DOMESTIC,CH04,6100
FAB-W2219,EXPORT,CH01,7100
FAB-W2220,DOMESTIC,CH02,9100
FAB-W2221,EXPORT,CH03,6100
FAB-W2222,DOMESTIC,CH04,7100
FAB-W2223,EXPORT,CH01,9100
FAB-W2224,DOMESTIC,CH02,6100
FAB-W2225,EXPORT,CH03,7100
FAB-W2226,DOMESTIC,CH04,9100
FAB-W2227,EXPORT,CH01,6100
FAB-W2228,DOMESTIC,CH02,7100
FAB-W2229,EXPORT,CH03,9100
FAB-W2230,DOMESTIC,CH04,6100
FAB-W2231,EXPORT,CH01,7100
FAB-W2232,DOMESTIC,CH02,9100
FAB-W2233,EXPORT,CH03,6100
FAB-W2234,DOMESTIC,CH04,7100
FAB-W2235,EXPORT,CH01,9100
FAB-W2236,DOMESTIC,CH02,6100
FAB-W2237,EXPORT,CH03,7100
FAB-W2238,DOMESTIC,CH04,9100
FAB-W2239,EXPORT,CH01,6100
FAB-W2240,DOMESTIC,CH02,7100
FAB-W2241,EXPORT,CH03,9100
FAB-W2242,DOMESTIC,CH04,6100
FAB-W2243,EXPORT,CH01,7100
FAB-W2244,DOMESTIC,CH02,9100
FAB-W2245,EXPORT,CH03,6100
FAB-W2246,DOMESTIC,CH04,7100
FAB-W2247,EXPORT,CH01,9100
FAB-W2248,DOMESTIC,CH02,6100
FAB-W2249,EXPORT,CH03,7100
FAB-W2250,DOMESTIC,CH04,9100
FAB-W2251,EXPORT,CH01,6100
FAB-W2252,DOMESTIC,CH02,7100
FAB-W2253,EXPORT,CH03,9100
FAB-W2254,DOMESTIC,CH04,6100
FAB-W2255,EXPORT,CH01,7100
FAB-W2256,DOMESTIC,CH02,9100
FAB-W2257,EXPORT,CH03,6100
FAB-W2258,DOMESTIC,CH04,7100
FAB-W2259,EXPORT,CH01,9100
FAB-W2260,DOMESTIC,CH02,6100
FAB-W2261,EXPORT,CH03,7100
FAB-W2262,DOMESTIC,CH04,9100
FAB-W2263,EXPORT,CH01,6100
FAB-W2264,DOMESTIC,CH02,7100
FAB-W2265,EXPORT,CH03,9100
FAB-W2266,DOMESTIC,CH04,6100
FAB-W2267,EXPORT,CH01,7100
FAB-W2268,DOMESTIC,CH02,9100
FAB-W2269,EXPORT,CH03,6100
FAB-W2270,DOMESTIC,CH04,7100
FAB-W2271,EXPORT,CH01,9100
FAB-W2272,DOMESTIC,CH02,6100
FAB-W2273,EXPORT,CH03,7100
FAB-W2274,DOMESTIC,CH04,9100
FAB-W2275,EXPORT,CH01,6100
FAB-W2276,DOMESTIC,CH02,7100
FAB-W2277,EXPORT,CH03,9100
FAB-W2278,DOMESTIC,CH04,6100
FAB-W2279,EXPORT,CH01,7100
FAB-W2280,DOMESTIC,CH02,9100
FAB-W2281,EXPORT,CH03,6100
FAB-W2282,DOMESTIC,CH04,7100
FAB-W2283,EXPORT,CH01,9100
FAB-W2284,DOMESTIC,CH02,6100
FAB-W2285,EXPORT,CH03,7100
FAB-W2286,DOMESTIC,CH04,9100
FAB-W2287,EXPORT,CH01,6100
FAB-W2288,DOMESTIC,CH02,7100
FAB-W2289,EXPORT,CH03,9100
FAB-W2290,DOMESTIC,CH04,6100
FAB-W2291,EXPORT,CH01,7100
FAB-W2292,DOMESTIC,CH02,9100
FAB-W2293,EXPORT,CH03,6100
FAB-W2294,DOMESTIC,CH04,7100
FAB-W2295,EXPORT,CH01,9100
FAB-W2296,DOMESTIC,CH02,6100
FAB-W2297,EXPORT,CH03,7100
FAB-W2298,DOMESTIC,CH04,9100
FAB-W2299,EXPORT,CH01,6100
FAB-W2300,DOMESTIC,CH02,7100
FAB-W2301,EXPORT,CH03,9100
FAB-W2302,DOMESTIC,CH04,6100
FAB-W2303,EXPORT,CH01,7100
FAB-W2304,DOMESTIC,CH02,9100
FAB-W2305,EXPORT,CH03,6100
FAB-W2306,DOMESTIC,CH04,7100
FAB-W2307,EXPORT,CH01,9100
FAB-W2308,DOMESTIC,CH02,6100
FAB-W2309,EXPORT,CH03,7100
FAB-W2310,DOMESTIC,CH04,9100
FAB-W2311,EXPORT,CH01,6100
FAB-W2312,DOMESTIC,CH02,7100
FAB-W2313,EXPORT,CH03,9100
FAB-W2314,DOMESTIC,CH04,6100
FAB-W2315,EXPORT,CH01,7100
FAB-W2316,DOMESTIC,CH02,9100
FAB-W2317,EXPORT,CH03,6100
FAB-W2318,DOMESTIC,CH04,7100
FAB-W2319,EXPORT,CH01,9100
FAB-W2320,DOMESTIC,CH02,6100
FAB-W2321,EXPORT,CH03,7100
FAB-W2322,DOMESTIC,CH04,9100
FAB-W2323,EXPORT,CH01,6100
FAB-W2324,DOMESTIC,CH02,7100
FAB-W2325,EXPORT,CH03,9100
FAB-W2326,DOMESTIC,CH04,6100
FAB-W2327,EXPORT,CH01,7100
FAB-W2328,DOMESTIC,CH02,9100
FAB-W2329,EXPORT,CH03,6100
FAB-W2330,DOMESTIC,CH04,7100
FAB-W2331,EXPORT,CH01,9100
FAB-W2332,DOMESTIC,CH02,6100
FAB-W2333,EXPORT,CH03,7100
FAB-W2334,DOMESTIC,CH04,9100
FAB-W2335,EXPORT,CH01,6100
FAB-W2336,DOMESTIC,CH02,7100
FAB-W2337,EXPORT,CH03,9100
FAB-W2338,DOMESTIC,CH04,6100
FAB-W2339,EXPORT,CH01,7100
FAB-W2340,DOMESTIC,CH02,9100
FAB-W2341,EXPORT,CH03,6100
FAB-W2342,DOMESTIC,CH04,7100
FAB-W2343,EXPORT,CH01,9100
FAB-W2344,DOMESTIC,CH02,6100
FAB-W2345,EXPORT,CH03,7100
FAB-W2346,DOMESTIC,CH04,9100
FAB-W2347,EXPORT,CH01,6100
FAB-W2348,DOMESTIC,CH02,7100
FAB-W2349,EXPORT,CH03,9100
FAB-W2350,DOMESTIC,CH04,6100
FAB-W2351,EXPORT,CH01,7100
FAB-W2352,DOMESTIC,CH02,9100
FAB-W2353,EXPORT,CH03,6100
FAB-W2354,DOMESTIC,CH04,7100
FAB-W2355,EXPORT,CH01,9100
FAB-W2356,DOMESTIC,CH02,6100
FAB-W2357,EXPORT,CH03,7100
FAB-W2358,DOMESTIC,CH04,9100
FAB-W2359,EXPORT,CH01,6100
FAB-W2360,DOMESTIC,CH02,7100
FAB-W2361,EXPORT,CH03,9100
FAB-W2362,DOMESTIC,CH04,6100
FAB-W2363,EXPORT,CH01,7100
FAB-W2364,DOMESTIC,CH02,9100
FAB-W2365,EXPORT,CH03,6100
FAB-W2366,DOMESTIC,CH04,7100
FAB-W2367,EXPORT,CH01,9100
FAB-W2368,DOMESTIC,CH02,6100
FAB-W2369,EXPORT,CH03,7100
FAB-W2370,DOMESTIC,CH04,9100
FAB-W2371,EXPORT,CH01,6100
FAB-W2372,DOMESTIC,CH02,7100
FAB-W2373,EXPORT,CH03,9100
FAB-W2374,DOMESTIC,CH04,6100
FAB-W2375,EXPORT,CH01,7100
FAB-W2376,DOMESTIC,CH02,9100
FAB-W2377,EXPORT,CH03,6100
FAB-W2378,DOMESTIC,CH04,7100
FAB-W2379,EXPORT,CH01,9100
FAB-W2380,DOMESTIC,CH02,6100
FAB-W2381,EXPORT,CH03,7100
FAB-W2382,DOMESTIC,CH04,9100
FAB-W2383,EXPORT,CH01,6100
FAB-W2384,DOMESTIC,CH02,7100
FAB-W2385,EXPORT,CH03,9100
FAB-W2386,DOMESTIC,CH04,6100
FAB-W2387,EXPORT,CH01,7100
FAB-W2388,DOMESTIC,CH02,9100
FAB-W2389,EXPORT,CH03,6100
FAB-W2390,DOMESTIC,CH04,7100
FAB-W2391,EXPORT,CH01,9100
FAB-W2392,DOMESTIC,CH02,6100
FAB-W2393,EXPORT,CH03,7100
FAB-W2394,DOMESTIC,CH04,9100
FAB-W2395,EXPORT,CH01,6100
FAB-W2396,DOMESTIC,CH02,7100
FAB-W2397,EXPORT,CH03,9100
FAB-W2398,DOMESTIC,CH04,6100
FAB-W2399,EXPORT,CH01,7100
FAB-W2400,DOMESTIC,CH02,9100
FAB-W2401,EXPORT,CH03,6100
FAB-W2402,DOMESTIC,CH04,7100
FAB-W2403,EXPORT,CH01,9100
FAB-W2404,DOMESTIC,CH02,6100
FAB-W2405,EXPORT,CH03,7100
FAB-W2406,DOMESTIC,CH04,9100
FAB-W2407,EXPORT,CH01,6100
FAB-W2408,DOMESTIC,CH02,7100
FAB-W2409,EXPORT,CH03,9100
FAB-W2410,DOMESTIC,CH04,6100
FAB-W2411,EXPORT,CH01,7100
FAB-W2412,DOMESTIC,CH02,9100
FAB-W2413,EXPORT,CH03,6100
FAB-W2414,DOMESTIC,CH04,7100
FAB-W2415,EXPORT,CH01,9100
FAB-W2416,DOMESTIC,CH02,6100
FAB-W2417,EXPORT,CH03,7100
FAB-W2418,DOMESTIC,CH04,9100
FAB-W2419,EXPORT,CH01,6100
FAB-W2420,DOMESTIC,CH02,7100
FAB-W2421,EXPORT,CH03,9100
FAB-W2422,DOMESTIC,CH04,6100
FAB-W2423,EXPORT,CH01,7100
FAB-W2424,DOMESTIC,CH02,9100
FAB-W2425,EXPORT,CH03,6100
FAB-W2426,DOMESTIC,CH04,7100
FAB-W2427,EXPORT,CH01,9100
FAB-W2428,DOMESTIC,CH02,6100
FAB-W2429,EXPORT,CH03,7100
FAB-W2430,DOMESTIC,CH04,9100
FAB-W2431,EXPORT,CH01,6100
FAB-W2432,DOMESTIC,CH02,7100
FAB-W2433,EXPORT,CH03,9100
FAB-W2434,DOMESTIC,CH04,6100
FAB-W2435,EXPORT,CH01,7100
FAB-W2436,DOMESTIC,CH02,9100
FAB-W2437,EXPORT,CH03,6100
FAB-W2438,DOMESTIC,CH04,7100
FAB-W2439,EXPORT,CH01,9100
FAB-W2440,DOMESTIC,CH02,6100
FAB-W2441,EXPORT,CH03,7100
FAB-W2442,DOMESTIC,CH04,9100
FAB-W2443,EXPORT,CH01,6100
FAB-W2444,DOMESTIC,CH02,7100
FAB-W2445,EXPORT,CH03,9100
FAB-W2446,DOMESTIC,CH04,6100
FAB-W2447,EXPORT,CH01,7100
FAB-W2448,DOMESTIC,CH02,9100
FAB-W2449,EXPORT,CH03,6100
FAB-W2450,DOMESTIC,CH04,7100
FAB-W2451,EXPORT,CH01,9100
FAB-W2452,DOMESTIC,CH02,6100
FAB-W2453,EXPORT,CH03,7100
FAB-W2454,DOMESTIC,CH04,9100
FAB-W2455,EXPORT,CH01,6100
FAB-W2456,DOMESTIC,CH02,7100
FAB-W2457,EXPORT,CH03,9100
FAB-W2458,DOMESTIC,CH04,6100
FAB-W2459,EXPORT,CH01,7100
FAB-W2460,DOMESTIC,CH02,9100
FAB-W2461,EXPORT,CH03,6100
FAB-W2462,DOMESTIC,CH04,7100
FAB-W2463,EXPORT,CH01,9100
FAB-W2464,DOMESTIC,CH02,6100
FAB-W2465,EXPORT,CH03,7100
FAB-W2466,DOMESTIC,CH04,9100
FAB-W2467,EXPORT,CH01,6100
FAB-W2468,DOMESTIC,CH02,7100
FAB-W2469,EXPORT,CH03,9100
FAB-W2470,DOMESTIC,CH04,6100
FAB-W2471,EXPORT,CH01,7100
FAB-W2472,DOMESTIC,CH02,9100
FAB-W2473,EXPORT,CH03,6100
FAB-W2474,DOMESTIC,CH04,7100
FAB-W2475,EXPORT,CH01,9100
FAB-W2476,DOMESTIC,CH02,6100
FAB-W2477,EXPORT,CH03,7100
FAB-W2478,DOMESTIC,CH04,9100
FAB-W2479,EXPORT,CH01,6100
FAB-W2480,DOMESTIC,CH02,7100
FAB-W2481,EXPORT,CH03,9100
FAB-W2482,DOMESTIC,CH04,6100
FAB-W2483,EXPORT,CH01,7100
FAB-W2484,DOMESTIC,CH02,9100
FAB-W2485,EXPORT,CH03,6100
FAB-W2486,DOMESTIC,CH04,7100
FAB-W2487,EXPORT,CH01,9100
FAB-W2488,DOMESTIC,CH02,6100
FAB-W2489,EXPORT,CH03,7100
FAB-W2490,DOMESTIC,CH04,9100
FAB-W2491,EXPORT,CH01,6100
FAB-W2492,DOMESTIC,CH02,7100
FAB-W2493,EXPORT,CH03,9100
FAB-W2494,DOMESTIC,CH04,6100
FAB-W2495,EXPORT,CH01,7100
FAB-W2496,DOMESTIC,CH02,9100
FAB-W2497,EXPORT,CH03,6100
FAB-W2498,DOMESTIC,CH04,7100
FAB-W2499,EXPORT,CH01,9100
FAB-W2500,DOMESTIC,CH02,6100
FAB-W2501,EXPORT,CH03,7100
FAB-W2502,DOMESTIC,CH04,9100
FAB-W2503,EXPORT,CH01,6100
FAB-W2504,DOMESTIC,CH02,7100
FAB-W2505,EXPORT,CH03,9100
FAB-W2506,DOMESTIC,CH04,6100
FAB-W2507,EXPORT,CH01,7100
FAB-W2508,DOMESTIC,CH02,9100
FAB-W2509,EXPORT,CH03,6100
FAB-W2510,DOMESTIC,CH04,7100
FAB-W2511,EXPORT,CH01,9100
FAB-W2512,DOMESTIC,CH02,6100
FAB-W2513,EXPORT,CH03,7100
FAB-W2514,DOMESTIC,CH04,9100
FAB-W2515,EXPORT,CH01,6100
FAB-W2516,DOMESTIC,CH02,7100
FAB-W2517,EXPORT,CH03,9100
FAB-W2518,DOMESTIC,CH04,6100
FAB-W2519,EXPORT,CH01,7100
FAB-W2520,DOMESTIC,CH02,9100
FAB-W2521,EXPORT,CH03,6100
FAB-W2522,DOMESTIC,CH04,7100
FAB-W2523,EXPORT,CH01,9100
FAB-W2524,DOMESTIC,CH02,6100
FAB-W2525,EXPORT,CH03,7100
FAB-W2526,DOMESTIC,CH04,9100
FAB-W2527,EXPORT,CH01,6100
FAB-W2528,DOMESTIC,CH02,7100
FAB-W2529,EXPORT,CH03,9100
FAB-W2530,DOMESTIC,CH04,6100
FAB-W2531,EXPORT,CH01,7100
FAB-W2532,DOMESTIC,CH02,9100
FAB-W2533,EXPORT,CH03,6100
FAB-W2534,DOMESTIC,CH04,7100
FAB-W2535,EXPORT,CH01,9100
FAB-W2536,DOMESTIC,CH02,6100
FAB-W2537,EXPORT,CH03,7100
FAB-W2538,DOMESTIC,CH04,9100
FAB-W2539,EXPORT,CH01,6100
