fabric_code,loom_code,component_code
FAB-W1746,LC-5740,Y-GEN-2739
FAB-W1747,LC-5741,Y-GEN-2740
FAB-W1748,LC-5742,Y-GEN-2741
FAB-W1749,LC-5743,Y-GEN-2742
FAB-W1750,LC-5744,Y-GEN-2743
FAB-W1751,LC-5745,Y-GEN-2744
FAB-W1752,LC-5746,Y-GEN-2745
FAB-W1753,LC-5747,Y-GEN-2746
FAB-W1754,LC-5748,Y-GEN-2747
FAB-W1755,LC-5749,Y-GEN-2748
FAB-W1756,LC-5750,Y-GEN-2749
FAB-W1757,LC-5751,Y-GEN-2750
FAB-W1758,LC-5752,Y-GEN-2751
FAB-W1759,LC-5753,Y-GEN-2752
FAB-W1760,LC-5754,Y-GEN-2753
FAB-W1761,LC-5755,Y-GEN-2754
FAB-W1762,LC-5756,Y-GEN-2755
FAB-W1763,LC-5757,Y-GEN-2756
FAB-W1764,LC-5758,Y-GEN-2757
FAB-W1765,LC-5759,Y-GEN-2758
FAB-W1766,LC-5760,Y-GEN-2759
FAB-W1767,LC-5761,Y-GEN-2760
FAB-W1768,LC-5762,Y-GEN-2761
FAB-W1769,LC-5763,Y-GEN-2762
FAB-W1770,LC-5764,Y-GEN-2763
FAB-W1771,LC-5765,Y-GEN-2764
FAB-W1772,LC-5766,Y-GEN-2765
FAB-W1773,LC-5767,Y-GEN-2766
FAB-W1774,LC-5768,Y-GEN-2767
FAB-W1775,LC-5769,Y-GEN-2768
FAB-W1776,LC-5770,Y-GEN-2769
FAB-W1777,LC-5771,Y-GEN-2770
FAB-W1778,LC-5772,Y-GEN-2771
FAB-W1779,LC-5773,Y-GEN-2772
FAB-W1780,LC-5774,Y-GEN-2773
FAB-W1781,LC-5775,Y-GEN-2774
FAB-W1782,LC-5776,Y-GEN-2775
FAB-W1783,LC-5777,Y-GEN-2776
FAB-W1784,LC-5778,Y-GEN-2777
FAB-W1785,LC-5779,Y-GEN-2778
FAB-W1786,LC-5780,Y-GEN-2779
FAB-W1787,LC-5781,Y-GEN-2780
FAB-W1788,LC-5782,Y-GEN-2781
FAB-W1789,LC-5783,Y-GEN-2782
FAB-W1790,LC-5784,Y-GEN-2783
FAB-W1791,LC-5785,Y-GEN-2784
FAB-W1792,LC-5786,Y-GEN-2785
FAB-W1793,LC-5787,Y-GEN-2786
FAB-W1794,LC-5788,Y-GEN-2787
FAB-W1795,LC-5789,Y-GEN-2788
FAB-W1796,LC-5790,Y-GEN-2789
FAB-W1797,LC-5791,Y-GEN-2790
FAB-W1798,LC-5792,Y-GEN-2791
FAB-W1799,LC-5793,Y-GEN-2792
FAB-W1800,LC-5794,Y-GEN-2793
FAB-W1801,LC-5795,Y-GEN-2794
FAB-W1802,LC-5796,Y-GEN-2795
FAB-W1803,LC-5797,Y-GEN-2796
FAB-W1804,LC-5798,Y-GEN-2797
FAB-W1805,LC-5799,Y-GEN-2798
FAB-W1806,LC-5800,Y-GEN-2799
FAB-W1807,LC-5801,Y-GEN-2800
FAB-W1808,LC-5802,Y-GEN-2801
FAB-W1809,LC-5803,Y-GEN-2802
FAB-W1810,LC-5804,Y-GEN-2803
FAB-W1811,LC-5805,Y-GEN-2804
FAB-W1812,LC-5806,Y-GEN-2805
FAB-W1813,LC-5807,Y-GEN-2806
FAB-W1814,LC-5808,Y-GEN-2807
FAB-W1815,LC-5809,Y-GEN-2808
FAB-W1816,LC-5810,Y-GEN-2809
FAB-W1817,LC-5811,Y-GEN-2810
FAB-W1818,LC-5812,Y-GEN-2811
FAB-W1819,LC-5813,Y-GEN-2812
FAB-W1820,LC-5814,Y-GEN-2813
FAB-W1821,LC-5815,Y-GEN-2814
FAB-W1822,LC-5816,Y-GEN-2815
FAB-W1823,LC-5817,Y-GEN-2816
FAB-W1824,LC-5818,Y-GEN-2817
FAB-W1825,LC-5819,Y-GEN-2818
FAB-W1826,LC-5820,Y-GEN-2819
FAB-W1827,LC-5821,Y-GEN-2820
FAB-W1828,LC-5822,Y-GEN-2821
FAB-W1829,LC-5823,Y-GEN-2822
FAB-W1830,LC-5824,Y-GEN-2823
FAB-W1831,LC-5825,Y-GEN-2824
FAB-W1832,LC-5826,Y-GEN-2825
FAB-W1833,LC-5827,Y-GEN-2826
FAB-W1834,LC-5828,Y-GEN-2827
FAB-W1835,LC-5829,Y-GEN-2828
FAB-W1836,LC-5830,Y-GEN-2829
FAB-W1837,LC-5831,Y-GEN-2830
FAB-W1838,LC-5832,Y-GEN-2831
FAB-W1839,LC-5833,Y-GEN-2832
FAB-W1840,LC-5834,Y-GEN-2833
FAB-W1841,LC-5835,Y-GEN-2834
FAB-W1842,LC-5836,Y-GEN-2835
FAB-W1843,LC-5837,Y-GEN-2836
FAB-W1844,LC-5838,Y-GEN-2837
FAB-W1845,LC-5839,Y-GEN-2838
FAB-W1846,LC-5840,Y-GEN-2839
FAB-W1847,LC-5841,Y-GEN-2840
FAB-W1848,LC-5842,Y-GEN-2841
FAB-W1849,LC-5843,Y-GEN-2842
FAB-W1850,LC-5844,Y-GEN-2843
FAB-W1851,LC-5845,Y-GEN-2844
FAB-W1852,LC-5846,Y-GEN-2845
FAB-W1853,LC-5847,Y-GEN-2846
FAB-W1854,LC-5848,Y-GEN-2847
FAB-W1855,LC-5849,Y-GEN-2848
FAB-W1856,LC-5850,Y-GEN-2849
FAB-W1857,LC-5851,Y-GEN-2850
FAB-W1858,LC-5852,Y-GEN-2851
FAB-W1859,LC-5853,Y-GEN-2852
FAB-W1860,LC-5854,Y-GEN-2853
FAB-W1861,LC-5855,Y-GEN-2854
FAB-W1862,LC-5856,Y-GEN-2855
FAB-W1863,LC-5857,Y-GEN-2856
FAB-W1864,LC-5858,Y-GEN-2857
FAB-W1865,LC-5859,Y-GEN-2858
FAB-W1866,LC-5860,Y-GEN-2859
FAB-W1867,LC-5861,Y-GEN-2860
FAB-W1868,LC-5862,Y-GEN-2861
FAB-W1869,LC-5863,Y-GEN-2862
FAB-W1870,LC-5864,Y-GEN-2863
FAB-W1871,LC-5865,Y-GEN-2864
FAB-W1872,LC-5866,Y-GEN-2865
FAB-W1873,LC-5867,Y-GEN-2866
FAB-W1874,LC-5868,Y-GEN-2867
FAB-W1875,LC-5869,Y-GEN-2868
FAB-W1876,LC-5870,Y-GEN-2869
FAB-W1877,LC-5871,Y-GEN-2870
FAB-W1878,LC-5872,Y-GEN-2871
FAB-W1879,LC-5873,Y-GEN-2872
FAB-W1880,LC-5874,Y-GEN-2873
FAB-W1881,LC-5875,Y-GEN-2874
FAB-W1882,LC-5876,Y-GEN-2875
FAB-W1883,LC-5877,Y-GEN-2876
FAB-W1884,LC-5878,Y-GEN-2877
FAB-W1885,LC-5879,Y-GEN-2878
FAB-W1886,LC-5880,Y-GEN-2879
FAB-W1887,LC-5881,Y-GEN-2880
FAB-W1888,LC-5882,Y-GEN-2881
FAB-W1889,LC-5883,Y-GEN-2882
FAB-W1890,LC-5884,Y-GEN-2883
FAB-W1891,LC-5885,Y-GEN-2884
FAB-W1892,LC-5886,Y-GEN-2885
FAB-W1893,LC-5887,Y-GEN-2886
FAB-W1894,LC-5888,Y-GEN-2887
FAB-W1895,LC-5889,Y-GEN-2888
FAB-W1896,LC-5890,Y-GEN-2889
FAB-W1897,LC-5891,Y-GEN-2890
FAB-W1898,LC-5892,Y-GEN-2891
FAB-W1899,LC-5893,Y-GEN-2892
FAB-W1900,LC-5894,Y-GEN-2893
FAB-W1901,LC-5895,Y-GEN-2894
FAB-W1902,LC-5896,Y-GEN-2895
FAB-W1903,LC-5897,Y-GEN-2896
FAB-W1904,LC-5898,Y-GEN-2897
FAB-W1905,LC-5899,Y-GEN-2898
FAB-W1906,LC-5900,Y-GEN-2899
FAB-W1907,LC-5901,Y-GEN-2900
FAB-W1908,LC-5902,Y-GEN-2901
FAB-W1909,LC-5903,Y-GEN-2902
FAB-W1910,LC-5904,Y-GEN-2903
FAB-W1911,LC-5905,Y-GEN-2904
FAB-W1912,LC-5906,Y-GEN-2905
FAB-W1913,LC-5907,Y-GEN-2906
FAB-W1914,LC-5908,Y-GEN-2907
FAB-W1915,LC-5909,Y-GEN-2908
FAB-W1916,LC-5910,Y-GEN-2909
FAB-W1917,LC-5911,Y-GEN-2910
FAB-W1918,LC-5912,Y-GEN-2911
FAB-W1919,LC-5913,Y-GEN-2912
FAB-W1920,LC-5914,Y-GEN-2913
FAB-W1921,LC-5915,Y-GEN-2914
FAB-W1922,LC-5916,Y-GEN-2915
FAB-W1923,LC-5917,Y-GEN-2916
FAB-W1924,LC-5918,Y-GEN-2917
FAB-W1925,LC-5919,Y-GEN-2918
FAB-W1926,LC-5920,Y-GEN-2919
FAB-W1927,LC-5921,Y-GEN-2920
FAB-W1928,LC-5922,Y-GEN-2921
FAB-W1929,LC-5923,Y-GEN-2922
FAB-W1930,LC-5924,Y-GEN-2923
FAB-W1931,LC-5925,Y-GEN-2924
FAB-W1932,LC-5926,Y-GEN-2925
FAB-W1933,LC-5927,Y-GEN-2926
FAB-W1934,LC-5928,Y-GEN-2927
FAB-W1935,LC-5929,Y-GEN-2928
FAB-W1936,LC-5930,Y-GEN-2929
FAB-W1937,LC-5931,Y-GEN-2930
FAB-W1938,LC-5932,Y-GEN-2931
FAB-W1939,LC-5933,Y-GEN-2932
FAB-W1940,LC-5934,Y-GEN-2933
FAB-W1941,LC-5935,Y-GEN-2934
FAB-W1942,LC-5936,Y-GEN-2935
FAB-W1943,LC-5937,Y-GEN-2936
FAB-W1944,LC-5938,Y-GEN-2937
FAB-W1945,LC-5939,Y-GEN-2938
FAB-W1946,LC-5940,Y-GEN-2939
FAB-W1947,LC-5941,Y-GEN-2940
FAB-W1948,LC-5942,Y-GEN-2941
FAB-W1949,LC-5943,Y-GEN-2942
FAB-W1950,LC-5944,Y-GEN-2943
FAB-W1951,LC-5945,Y-GEN-2944
FAB-W1952,LC-5946,Y-GEN-2945
FAB-W1953,LC-5947,Y-GEN-2946
FAB-W1954,LC-5948,Y-GEN-2947
FAB-W1955,LC-5949,Y-GEN-2948
FAB-W1956,LC-5950,Y-GEN-2949
FAB-W1957,LC-5951,Y-GEN-2950
FAB-W1958,LC-5952,Y-GEN-2951
FAB-W1959,LC-5953,Y-GEN-2952
FAB-W1960,LC-5954,Y-GEN-2953
FAB-W1961,LC-5955,Y-GEN-2954
FAB-W1962,LC-5956,Y-GEN-2955
FAB-W1963,LC-5957,Y-GEN-2956
FAB-W1964,LC-5958,Y-GEN-2957
FAB-W1965,LC-5959,Y-GEN-2958
FAB-W1966,LC-5960,Y-GEN-2959
FAB-W1967,LC-5961,Y-GEN-2960
FAB-W1968,LC-5962,Y-GEN-2961
FAB-W1969,LC-5963,Y-GEN-2962
FAB-W1970,LC-5964,Y-GEN-2963
FAB-W1971,LC-5965,Y-GEN-2964
FAB-W1972,LC-5966,Y-GEN-2965
FAB-W1973,LC-5967,Y-GEN-2966
FAB-W1974,LC-5968,Y-GEN-2967
FAB-W1975,LC-5969,Y-GEN-2968
FAB-W1976,LC-5970,Y-GEN-2969
FAB-W1977,LC-5971,Y-GEN-2970
FAB-W1978,LC-5972,Y-GEN-2971
FAB-W1979,LC-5973,Y-GEN-2972
FAB-W1980,LC-5974,Y-GEN-2973
FAB-W1981,LC-5975,Y-GEN-2974
FAB-W1982,LC-5976,Y-GEN-2975
FAB-W1983,LC-5977,Y-GEN-2976
FAB-W1984,LC-5978,Y-GEN-2977
FAB-W1985,LC-5979,Y-GEN-2978
FAB-W1986,LC-5980,Y-GEN-2979
FAB-W1987,LC-5981,Y-GEN-2980
FAB-W1988,LC-5982,Y-GEN-2981
FAB-W1989,LC-5983,Y-GEN-2982
FAB-W1990,LC-5984,Y-GEN-2983
FAB-W1991,LC-5985,Y-GEN-2984
FAB-W1992,LC-5986,Y-GEN-2985
FAB-W1993,LC-5987,Y-GEN-2986
FAB-W1994,LC-5988,Y-GEN-2987
FAB-W1995,LC-5989,Y-GEN-2988
FAB-W1996,LC-5990,Y-GEN-2989
FAB-W1997,LC-5991,Y-GEN-2990
FAB-W1998,LC-5992,Y-GEN-2991
FAB-W1999,LC-5993,Y-GEN-2992
FAB-W2000,LC-5994,Y-GEN-2993
FAB-W2001,LC-5995,Y-GEN-2994
FAB-W2002,LC-5996,Y-GEN-2995
FAB-W2003,LC-5997,Y-GEN-2996
FAB-W2004,LC-5998,Y-GEN-2997
FAB-W2005,LC-5999,Y-GEN-2998
FAB-W2006,LC-6000,Y-GEN-2999
FAB-W2007,LC-6001,Y-GEN-3000
FAB-W2008,LC-6002,Y-GEN-3001
FAB-W2009,LC-6003,Y-GEN-3002
FAB-W2010,LC-6004,Y-GEN-3003
FAB-W2011,LC-6005,Y-GEN-3004
FAB-W2012,LC-6006,Y-GEN-3005
FAB-W2013,LC-6007,Y-GEN-3006
FAB-W2014,LC-6008,Y-GEN-3007
FAB-W2015,LC-6009,Y-GEN-3008
FAB-W2016,LC-6010,Y-GEN-3009
FAB-W2017,LC-6011,Y-GEN-3010
FAB-W2018,LC-6012,Y-GEN-3011
FAB-W2019,LC-6013,Y-GEN-3012
FAB-W2020,LC-6014,Y-GEN-3013
FAB-W2021,LC-6015,Y-GEN-3014
FAB-W2022,LC-6016,Y-GEN-3015
FAB-W2023,LC-6017,Y-GEN-3016
FAB-W2024,LC-6018,Y-GEN-3017
FAB-W2025,LC-6019,Y-GEN-3018
FAB-W2026,LC-6020,Y-GEN-3019
FAB-W2027,LC-6021,Y-GEN-3020
FAB-W2028,LC-6022,Y-GEN-3021
FAB-W2029,LC-6023,Y-GEN-3022
FAB-W2030,LC-6024,Y-GEN-3023
FAB-W2031,LC-6025,Y-GEN-3024
FAB-W2032,LC-6026,Y-GEN-3025
FAB-W2033,LC-6027,Y-GEN-3026
FAB-W2034,LC-6028,Y-GEN-3027
FAB-W2035,LC-6029,Y-GEN-3028
FAB-W2036,LC-6030,Y-GEN-3029
FAB-W2037,LC-6031,Y-GEN-3030
FAB-W2038,LC-6032,Y-GEN-3031
FAB-W2039,LC-6033,Y-GEN-3032
FAB-W2040,LC-6034,Y-GEN-3033
FAB-W2041,LC-6035,Y-GEN-3034
FAB-W2042,LC-6036,Y-GEN-3035
FAB-W2043,LC-6037,Y-GEN-3036
FAB-W2044,LC-6038,Y-GEN-3037
FAB-W2045,LC-6039,Y-GEN-3038
FAB-W2046,LC-6040,Y-GEN-3039
FAB-W2047,LC-6041,Y-GEN-3040
FAB-W2048,LC-6042,Y-GEN-3041
FAB-W2049,LC-6043,Y-GEN-3042
FAB-W2050,LC-6044,Y-GEN-3043
FAB-W2051,LC-6045,Y-GEN-3044
FAB-W2052,LC-6046,Y-GEN-3045
FAB-W2053,LC-6047,Y-GEN-3046
FAB-W2054,LC-6048,Y-GEN-3047
FAB-W2055,LC-6049,Y-GEN-3048
FAB-W2056,LC-6050,Y-GEN-3049
FAB-W2057,LC-6051,Y-GEN-3050
FAB-W2058,LC-6052,Y-GEN-3051
FAB-W2059,LC-6053,Y-GEN-3052
FAB-W2060,LC-6054,Y-GEN-3053
FAB-W2061,LC-6055,Y-GEN-3054
FAB-W2062,LC-6056,Y-GEN-3055
FAB-W2063,LC-6057,Y-GEN-3056
FAB-W2064,LC-6058,Y-GEN-3057
FAB-W2065,LC-6059,Y-GEN-3058
FAB-W2066,LC-6060,Y-GEN-3059
FAB-W2067,LC-6061,Y-GEN-3060
FAB-W2068,LC-6062,Y-GEN-3061
FAB-W2069,LC-6063,Y-GEN-3062
FAB-W2070,LC-6064,Y-GEN-3063
FAB-W2071,LC-6065,Y-GEN-3064
FAB-W2072,LC-6066,Y-GEN-3065
FAB-W2073,LC-6067,Y-GEN-3066
FAB-W2074,LC-6068,Y-GEN-3067
FAB-W2075,LC-6069,Y-GEN-3068
FAB-W2076,LC-6070,Y-GEN-3069
FAB-W2077,LC-6071,Y-GEN-3070
FAB-W2078,LC-6072,Y-GEN-3071
FAB-W2079,LC-6073,Y-GEN-3072
FAB-W2080,LC-6074,Y-GEN-3073
FAB-W2081,LC-6075,Y-GEN-3074
FAB-W2082,LC-6076,Y-GEN-3075
FAB-W2083,LC-6077,Y-GEN-3076
FAB-W2084,LC-6078,Y-GEN-3077
FAB-W2085,LC-6079,Y-GEN-3078
FAB-W2086,LC-6080,Y-GEN-3079
FAB-W2087,LC-6081,Y-GEN-3080
FAB-W2088,LC-6082,Y-GEN-3081
FAB-W2089,LC-6083,Y-GEN-3082
FAB-W2090,LC-6084,Y-GEN-3083
FAB-W2091,LC-6085,Y-GEN-3084
FAB-W2092,LC-6086,Y-GEN-3085
FAB-W2093,LC-6087,Y-GEN-3086
FAB-W2094,LC-6088,Y-GEN-3087
FAB-W2095,LC-6089,Y-GEN-3088
FAB-W2096,LC-6090,Y-GEN-3089
FAB-W2097,LC-6091,Y-GEN-3090
FAB-W2098,LC-6092,Y-GEN-3091
FAB-W2099,LC-6093,Y-GEN-3092
FAB-W2100,LC-6094,Y-GEN-3093
FAB-W2101,LC-6095,Y-GEN-3094
FAB-W2102,LC-6096,Y-GEN-3095
FAB-W2103,LC-6097,Y-GEN-3096
FAB-W2104,LC-6098,Y-GEN-3097
FAB-W2105,LC-6099,Y-GEN-3098
FAB-W2106,LC-6100,Y-GEN-3099
FAB-W2107,LC-6101,Y-GEN-3100
FAB-W2108,LC-6102,Y-GEN-3101
FAB-W2109,LC-6103,Y-GEN-3102
FAB-W2110,LC-6104,Y-GEN-3103
FAB-W2111,LC-6105,Y-GEN-3104
FAB-W2112,LC-6106,Y-GEN-3105
FAB-W2113,LC-6107,Y-GEN-3106
FAB-W2114,LC-6108,Y-GEN-3107
FAB-W2115,LC-6109,Y-GEN-3108
FAB-W2116,LC-6110,Y-GEN-3109
FAB-W2117,LC-6111,Y-GEN-3110
FAB-W2118,LC-6112,Y-GEN-3111
FAB-W2119,LC-6113,Y-GEN-3112
FAB-W2120,LC-6114,Y-GEN-3113
FAB-W2121,LC-6115,Y-GEN-3114
FAB-W2122,LC-6116,Y-GEN-3115
FAB-W2123,LC-6117,Y-GEN-3116
FAB-W2124,LC-6118,Y-GEN-3117
FAB-W2125,LC-6119,Y-GEN-3118
FAB-W2126,LC-6120,Y-GEN-3119
FAB-W2127,LC-6121,Y-GEN-3120
FAB-W2128,LC-6122,Y-GEN-3121
FAB-W2129,LC-6123,Y-GEN-3122
FAB-W2130,LC-6124,Y-GEN-3123
FAB-W2131,LC-6125,Y-GEN-3124
FAB-W2132,LC-6126,Y-GEN-3125
FAB-W2133,LC-6127,Y-GEN-3126
FAB-W2134,LC-6128,Y-GEN-3127
FAB-W2135,LC-6129,Y-GEN-3128
FAB-W2136,LC-6130,Y-GEN-3129
FAB-W2137,LC-6131,Y-GEN-3130
FAB-W2138,LC-6132,Y-GEN-3131
FAB-W2139,LC-6133,Y-GEN-3132
FAB-W2140,LC-6134,Y-GEN-3133
FAB-W2141,LC-6135,Y-GEN-3134
FAB-W2142,LC-6136,Y-GEN-3135
FAB-W2143,LC-6137,Y-GEN-3136
FAB-W2144,LC-6138,Y-GEN-3137
FAB-W2145,LC-6139,Y-GEN-3138
FAB-W2146,LC-6140,Y-GEN-3139
FAB-W2147,LC-6141,Y-GEN-3140
FAB-W2148,LC-6142,Y-GEN-3141
FAB-W2149,LC-6143,Y-GEN-3142
FAB-W2150,LC-6144,Y-GEN-3143
FAB-W2151,LC-6145,Y-GEN-3144
FAB-W2152,LC-6146,Y-GEN-3145
FAB-W2153,LC-6147,Y-GEN-3146
FAB-W2154,LC-6148,Y-GEN-3147
FAB-W2155,LC-6149,Y-GEN-3148
FAB-W2156,LC-6150,Y-GEN-3149
FAB-W2157,LC-6151,Y-GEN-3150
FAB-W2158,LC-6152,Y-GEN-3151
FAB-W2159,LC-6153,Y-GEN-3152
FAB-W2160,LC-6154,Y-GEN-3153
FAB-W2161,LC-6155,Y-GEN-3154
FAB-W2162,LC-6156,Y-GEN-3155
FAB-W2163,LC-6157,Y-GEN-3156
FAB-W2164,LC-6158,Y-GEN-3157
FAB-W2165,LC-6159,Y-GEN-3158
FAB-W2166,LC-6160,Y-GEN-3159
FAB-W2167,LC-6161,Y-GEN-3160
FAB-W2168,LC-6162,Y-GEN-3161
FAB-W2169,LC-6163,Y-GEN-3162
FAB-W2170,LC-6164,Y-GEN-3163
FAB-W2171,LC-6165,Y-GEN-3164
FAB-W2172,LC-6166,Y-GEN-3165
FAB-W2173,LC-6167,Y-GEN-3166
FAB-W2174,LC-6168,Y-GEN-3167
FAB-W2175,LC-6169,Y-GEN-3168
FAB-W2176,LC-6170,Y-GEN-3169
FAB-W2177,LC-6171,Y-GEN-3170
FAB-W2178,LC-6172,Y-GEN-3171
FAB-W2179,LC-6173,Y-GEN-3172
FAB-W2180,LC-6174,Y-GEN-3173
FAB-W2181,LC-6175,Y-GEN-3174
FAB-W2182,LC-6176,Y-GEN-3175
FAB-W2183,LC-6177,Y-GEN-3176
FAB-W2184,LC-6178,Y-GEN-3177
FAB-W2185,LC-6179,Y-GEN-3178
FAB-W2186,LC-6180,Y-GEN-3179
FAB-W2187,LC-6181,Y-GEN-3180
FAB-W2188,LC-6182,Y-GEN-3181
FAB-W2189,LC-6183,Y-GEN-3182
FAB-W2190,LC-6184,Y-GEN-3183
FAB-W2191,LC-6185,Y-GEN-3184
FAB-W2192,LC-6186,Y-GEN-3185
FAB-W2193,LC-6187,Y-GEN-3186
FAB-W2194,LC-6188,Y-GEN-3187
FAB-W2195,LC-6189,Y-GEN-3188
FAB-W2196,LC-6190,Y-GEN-3189
FAB-W2197,LC-6191,Y-GEN-3190
FAB-W2198,LC-6192,Y-GEN-3191
FAB-W2199,LC-6193,Y-GEN-3192
FAB-W2200,LC-6194,Y-GEN-3193
FAB-W2201,LC-6195,Y-GEN-3194
FAB-W2202,LC-6196,Y-GEN-3195
FAB-W2203,LC-6197,Y-GEN-3196
FAB-W2204,LC-6198,Y-GEN-3197
FAB-W2205,LC-6199,Y-GEN-3198
FAB-W2206,LC-6200,Y-GEN-3199
FAB-W2207,LC-6201,Y-GEN-3200
FAB-W2208,LC-6202,Y-GEN-3201
FAB-W2209,LC-6203,Y-GEN-3202
FAB-W2210,LC-6204,Y-GEN-3203
FAB-W2211,LC-6205,Y-GEN-3204
FAB-W2212,LC-6206,Y-GEN-3205
FAB-W2213,LC-6207,Y-GEN-3206
FAB-W2214,LC-6208,Y-GEN-3207
FAB-W2215,LC-6209,Y-GEN-3208
FAB-W2216,LC-6210,Y-GEN-3209
FAB-W2217,LC-6211,Y-GEN-3210
FAB-W2218,LC-6212,Y-GEN-3211
FAB-W2219,LC-6213,Y-GEN-3212
FAB-W2220,LC-6214,Y-GEN-3213
FAB-W2221,LC-6215,Y-GEN-3214
FAB-W2222,LC-6216,Y-GEN-3215
FAB-W2223,LC-6217,Y-GEN-3216
FAB-W2224,LC-6218,Y-GEN-3217
FAB-W2225,LC-6219,Y-GEN-3218
FAB-W2226,LC-6220,Y-GEN-3219
FAB-W2227,LC-6221,Y-GEN-3220
FAB-W2228,LC-6222,Y-GEN-3221
FAB-W2229,LC-6223,Y-GEN-3222
FAB-W2230,LC-6224,Y-GEN-3223
FAB-W2231,LC-6225,Y-GEN-3224
FAB-W2232,LC-6226,Y-GEN-3225
FAB-W2233,LC-6227,Y-GEN-3226
FAB-W2234,LC-6228,Y-GEN-3227
FAB-W2235,LC-6229,Y-GEN-3228
FAB-W2236,LC-6230,Y-GEN-3229
FAB-W2237,LC-6231,Y-GEN-3230
FAB-W2238,LC-6232,Y-GEN-3231
FAB-W2239,LC-6233,Y-GEN-3232
FAB-W2240,LC-6234,Y-GEN-3233
FAB-W2241,LC-6235,Y-GEN-3234
FAB-W2242,LC-6236,Y-GEN-3235
FAB-W2243,LC-6237,Y-GEN-3236
FAB-W2244,LC-6238,Y-GEN-3237
FAB-W2245,LC-6239,Y-GEN-3238
FAB-W2246,LC-6240,Y-GEN-3239
FAB-W2247,LC-6241,Y-GEN-3240
FAB-W2248,LC-6242,Y-GEN-3241
FAB-W2249,LC-6243,Y-GEN-3242
FAB-W2250,LC-6244,Y-GEN-3243
FAB-W2251,LC-6245,Y-GEN-3244
FAB-W2252,LC-6246,Y-GEN-3245
FAB-W2253,LC-6247,Y-GEN-3246
FAB-W2254,LC-6248,Y-GEN-3247
FAB-W2255,LC-6249,Y-GEN-3248
FAB-W2256,LC-6250,Y-GEN-3249
FAB-W2257,LC-6251,Y-GEN-3250
FAB-W2258,LC-6252,Y-GEN-3251
FAB-W2259,LC-6253,Y-GEN-3252
FAB-W2260,LC-6254,Y-GEN-3253
FAB-W2261,LC-6255,Y-GEN-3254
FAB-W2262,LC-6256,Y-GEN-3255
FAB-W2263,LC-6257,Y-GEN-3256
FAB-W2264,LC-6258,Y-GEN-3257
FAB-W2265,LC-6259,Y-GEN-3258
FAB-W2266,LC-6260,Y-GEN-3259
FAB-W2267,LC-6261,Y-GEN-3260
FAB-W2268,LC-6262,Y-GEN-3261
FAB-W2269,LC-6263,Y-GEN-3262
FAB-W2270,LC-6264,Y-GEN-3263
FAB-W2271,LC-6265,Y-GEN-3264
FAB-W2272,LC-6266,Y-GEN-3265
FAB-W2273,LC-6267,Y-GEN-3266
FAB-W2274,LC-6268,Y-GEN-3267
FAB-W2275,LC-6269,Y-GEN-3268
FAB-W2276,LC-6270,Y-GEN-3269
FAB-W2277,LC-6271,Y-GEN-3270
FAB-W2278,LC-6272,Y-GEN-3271
FAB-W2279,LC-6273,Y-GEN-3272
FAB-W2280,LC-6274,Y-GEN-3273
FAB-W2281,LC-6275,Y-GEN-3274
FAB-W2282,LC-6276,Y-GEN-3275
FAB-W2283,LC-6277,Y-GEN-3276
FAB-W2284,LC-6278,Y-GEN-3277
FAB-W2285,LC-6279,Y-GEN-3278
FAB-W2286,LC-6280,Y-GEN-3279
FAB-W2287,LC-6281,Y-GEN-3280
FAB-W2288,LC-6282,Y-GEN-3281
FAB-W2289,LC-6283,Y-GEN-3282
FAB-W2290,LC-6284,Y-GEN-3283
FAB-W2291,LC-6285,Y-GEN-3284
FAB-W2292,LC-6286,Y-GEN-3285
FAB-W2293,LC-6287,Y-GEN-3286
FAB-W2294,LC-6288,Y-GEN-3287
FAB-W2295,LC-6289,Y-GEN-3288
FAB-W2296,LC-6290,Y-GEN-3289
FAB-W2297,LC-6291,Y-GEN-3290
FAB-W2298,LC-6292,Y-GEN-3291
FAB-W2299,LC-6293,Y-GEN-3292
FAB-W2300,LC-6294,Y-GEN-3293
FAB-W2301,LC-6295,Y-GEN-3294
FAB-W2302,LC-6296,Y-GEN-3295
FAB-W2303,LC-6297,Y-GEN-3296
FAB-W2304,LC-6298,Y-GEN-3297
FAB-W2305,LC-6299,Y-GEN-3298
FAB-W2306,LC-6300,Y-GEN-3299
FAB-W2307,LC-6301,Y-GEN-3300
FAB-W2308,LC-6302,Y-GEN-3301
FAB-W2309,LC-6303,Y-GEN-3302
FAB-W2310,LC-6304,Y-GEN-3303
FAB-W2311,LC-6305,Y-GEN-3304
FAB-W2312,LC-6306,Y-GEN-3305
FAB-W2313,LC-6307,Y-GEN-3306
FAB-W2314,LC-6308,Y-GEN-3307
FAB-W2315,LC-6309,Y-GEN-3308
FAB-W2316,LC-6310,Y-GEN-3309
FAB-W2317,LC-6311,Y-GEN-3310
FAB-W2318,LC-6312,Y-GEN-3311
FAB-W2319,LC-6313,Y-GEN-3312
FAB-W2320,LC-6314,Y-GEN-3313
FAB-W2321,LC-6315,Y-GEN-3314
FAB-W2322,LC-6316,Y-GEN-3315
FAB-W2323,LC-6317,Y-GEN-3316
FAB-W2324,LC-6318,Y-GEN-3317
FAB-W2325,LC-6319,Y-GEN-3318
FAB-W2326,LC-6320,Y-GEN-3319
FAB-W2327,LC-6321,Y-GEN-3320
