plant_code,report_period,loom_code,cut_weight_ppc
9100,202403,LC-7999,1.2238
9100,202404,LC-7999,1.2099
6100,202403,LC-8000,1.2257
6100,202404,LC-8000,1.2617
7100,202403,LC-8001,0.923
7100,202404,LC-8001,0.9145
9100,202403,LC-8002,1.4168
9100,202404,LC-8002,1.4856
6100,202403,LC-8003,0.7881
6100,202404,LC-8003,0.7865
7100,202403,LC-8004,1.5787
7100,202404,LC-8004,1.5605
9100,202403,LC-8005,1.4703
9100,202404,LC-8005,1.4914
6100,202403,LC-8006,0.8316
6100,202404,LC-8006,0.8237
7100,202403,LC-8007,1.1931
7100,202404,LC-8007,1.1709
9100,202403,LC-8008,1.1629
9100,202404,LC-8008,1.1738
6100,202403,LC-8009,1.1135
6100,202404,LC-8009,1.1325
7100,202403,LC-8010,1.4917
7100,202404,LC-8010,1.5143
9100,202403,LC-8011,0.888
9100,202404,LC-8011,0.9092
6100,202403,LC-8012,1.4947
6100,202404,LC-8012,1.5201
7100,202403,LC-8013,1.3762
7100,202404,LC-8013,1.4234
9100,202403,LC-8014,0.9683
9100,202404,LC-8014,1.0111
6100,202403,LC-8015,1.0605
6100,202404,LC-8015,1.057
7100,202403,LC-8016,0.9656
7100,202404,LC-8016,0.9894
9100,202403,LC-8017,1.289
9100,202404,LC-8017,1.3313
6100,202403,LC-8018,0.768
6100,202404,LC-8018,0.7664
7100,202403,LC-8019,1.076
7100,202404,LC-8019,1.0864
9100,202403,LC-8020,1.2821
9100,202404,LC-8020,1.2656
6100,202403,LC-8021,0.9247
6100,202404,LC-8021,0.9618
7100,202403,LC-8022,1.5168
7100,202404,LC-8022,1.5024
9100,202403,LC-8023,1.55
9100,202404,LC-8023,1.5642
6100,202403,LC-8024,0.9716
6100,202404,LC-8024,1.02
7100,202403,LC-8025,1.2608
7100,202404,LC-8025,1.2515
9100,202403,LC-8026,1.2111
9100,202404,LC-8026,1.2676
6100,202403,LC-8027,0.9311
6100,202404,LC-8027,0.9211
7100,202403,LC-8028,1.3233
7100,202404,LC-8028,1.3396
9100,202403,LC-8029,0.798
9100,202404,LC-8029,0.8355
6100,202403,LC-8030,0.9869
6100,202404,LC-8030,0.976
7100,202403,LC-8031,1.5044
7100,202404,LC-8031,1.5108
9100,202403,LC-8032,1.1413
9100,202404,LC-8032,1.1241
6100,202403,LC-8033,1.5576
6100,202404,LC-8033,1.5867
7100,202403,LC-8034,1.4632
7100,202404,LC-8034,1.4402
9100,202403,LC-8035,1.4136
9100,202404,LC-8035,1.4217
6100,202403,LC-8036,1.5062
6100,202404,LC-8036,1.5571
7100,202403,LC-8037,1.0019
7100,202404,LC-8037,0.991
9100,202403,LC-8038,1.3064
9100,202404,LC-8038,1.3366
6100,202403,LC-8039,0.9526
6100,202404,LC-8039,0.951
7100,202403,LC-8040,0.8023
7100,202404,LC-8040,0.8174
9100,202403,LC-8041,1.0726
9100,202404,LC-8041,1.0952
6100,202403,LC-8042,1.0134
6100,202404,LC-8042,1.0505
7100,202403,LC-8043,1.1515
7100,202404,LC-8043,1.1524
9100,202403,LC-8044,0.7161
9100,202404,LC-8044,0.72
6100,202403,LC-8045,0.8631
6100,202404,LC-8045,0.8685
7100,202403,LC-8046,0.8342
7100,202404,LC-8046,0.8358
9100,202403,LC-8047,1.0513
9100,202404,LC-8047,1.0344
6100,202403,LC-8048,1.1407
6100,202404,LC-8048,1.1321
7100,202403,LC-8049,1.1528
7100,202404,LC-8049,1.1708
9100,202403,LC-8050,0.9083
9100,202404,LC-8050,0.9089
6100,202403,LC-8051,1.0365
6100,202404,LC-8051,1.0829
7100,202403,LC-8052,1.2156
7100,202404,LC-8052,1.2524
9100,202403,LC-8053,1.0697
9100,202404,LC-8053,1.0483
6100,202403,LC-8054,0.9843
6100,202404,LC-8054,0.9922
7100,202403,LC-8055,1.1261
7100,202404,LC-8055,1.1289
9100,202403,LC-8056,1.2904
9100,202404,LC-8056,1.3046
6100,202403,LC-8057,1.5428
6100,202404,LC-8057,1.5553
7100,202403,LC-8058,1.4252
7100,202404,LC-8058,1.4832
9100,202403,LC-8059,1.3645
9100,202404,LC-8059,1.3835
6100,202403,LC-8060,1.2225
6100,202404,LC-8060,1.2078
7100,202403,LC-8061,1.5977
7100,202404,LC-8061,1.6343
9100,202403,LC-8062,0.7066
9100,202404,LC-8062,0.7073
6100,202403,LC-8063,0.8459
6100,202404,LC-8063,0.8596
7100,202403,LC-8064,1.214
7100,202404,LC-8064,1.2001
9100,202403,LC-8065,1.4938
9100,202404,LC-8065,1.5543
6100,202403,LC-8066,1.0747
6100,202404,LC-8066,1.1017
7100,202403,LC-8067,1.1828
7100,202404,LC-8067,1.2367
9100,202403,LC-8068,1.1507
9100,202404,LC-8068,1.1661
6100,202403,LC-8069,1.0462
6100,202404,LC-8069,1.0395
7100,202403,LC-8070,0.7955
7100,202404,LC-8070,0.8039
9100,202403,LC-8071,1.2913
9100,202404,LC-8071,1.3154
6100,202403,LC-8072,1.0937
6100,202404,LC-8072,1.0911
7100,202403,LC-8073,0.7461
7100,202404,LC-8073,0.7757
9100,202403,LC-8074,0.9239
9100,202404,LC-8074,0.9327
6100,202403,LC-8075,1.5814
6100,202404,LC-8075,1.6264
7100,202403,LC-8076,0.7745
7100,202404,LC-8076,0.7652
9100,202403,LC-8077,1.0587
9100,202404,LC-8077,1.1045
6100,202403,LC-8078,1.4758
6100,202404,LC-8078,1.5307
7100,202403,LC-8079,1.3179
7100,202404,LC-8079,1.3048
9100,202403,LC-8080,0.7557
9100,202404,LC-8080,0.7898
6100,202403,LC-8081,0.9815
6100,202404,LC-8081,1.0028
7100,202403,LC-8082,0.9012
7100,202404,LC-8082,0.9347
9100,202403,LC-8083,0.8121
9100,202404,LC-8083,0.8353
6100,202403,LC-8084,0.8592
6100,202404,LC-8084,0.8841
7100,202403,LC-8085,1.5656
7100,202404,LC-8085,1.5894
9100,202403,LC-8086,1.3633
9100,202404,LC-8086,1.3664
6100,202403,LC-8087,0.9433
6100,202404,LC-8087,0.9787
7100,202403,LC-8088,1.3285
7100,202404,LC-8088,1.3839
9100,202403,LC-8089,1.0618
9100,202404,LC-8089,1.0662
6100,202403,LC-8090,1.3892
6100,202404,LC-8090,1.408
7100,202403,LC-8091,1.1201
7100,202404,LC-8091,1.1738
9100,202403,LC-8092,1.566
9100,202404,LC-8092,1.6182
6100,202403,LC-8093,1.1561
6100,202404,LC-8093,1.2061
7100,202403,LC-8094,1.2817
7100,202404,LC-8094,1.3348
9100,202403,LC-8095,1.5987
9100,202404,LC-8095,1.6616
6100,202403,LC-8096,1.4257
6100,202404,LC-8096,1.4094
7100,202403,LC-8097,1.0369
7100,202404,LC-8097,1.0333
9100,202403,LC-8098,0.8238
9100,202404,LC-8098,0.8304
6100,202403,LC-8099,0.8019
6100,202404,LC-8099,0.8183
7100,202403,LC-8100,1.3139
7100,202404,LC-8100,1.2974
9100,202403,LC-8101,1.5268
9100,202404,LC-8101,1.5211
6100,202403,LC-8102,1.3778
6100,202404,LC-8102,1.3603
7100,202403,LC-8103,1.5272
7100,202404,LC-8103,1.5663
9100,202403,LC-8104,1.3192
9100,202404,LC-8104,1.3737
6100,202403,LC-8105,0.9598
6100,202404,LC-8105,0.9421
7100,202403,LC-8106,0.7374
7100,202404,LC-8106,0.7314
9100,202403,LC-8107,1.3292
9100,202404,LC-8107,1.3705
6100,202403,LC-8108,1.2819
6100,202404,LC-8108,1.321
7100,202403,LC-8109,0.9217
7100,202404,LC-8109,0.92
9100,202403,LC-8110,1.1617
9100,202404,LC-8110,1.1538
6100,202403,LC-8111,1.4722
6100,202404,LC-8111,1.5451
7100,202403,LC-8112,0.9859
7100,202404,LC-8112,0.9967
9100,202403,LC-8113,1.3122
9100,202404,LC-8113,1.3577
6100,202403,LC-8114,1.2836
6100,202404,LC-8114,1.3249
7100,202403,LC-8115,0.9339
7100,202404,LC-8115,0.9804
9100,202403,LC-8116,1.1083
9100,202404,LC-8116,1.1536
6100,202403,LC-8117,1.5344
6100,202404,LC-8117,1.5798
7100,202403,LC-8118,1.5177
7100,202404,LC-8118,1.4942
9100,202403,LC-8119,1.2946
9100,202404,LC-8119,1.3541
6100,202403,LC-8120,1.4116
6100,202404,LC-8120,1.4545
7100,202403,LC-8121,0.7874
7100,202404,LC-8121,0.7761
9100,202403,LC-8122,1.3626
9100,202404,LC-8122,1.4116
6100,202403,LC-8123,1.5168
6100,202404,LC-8123,1.5603
7100,202403,LC-8124,1.0561
7100,202404,LC-8124,1.0955
9100,202403,LC-8125,1.3438
9100,202404,LC-8125,1.3348
6100,202403,LC-8126,1.4881
6100,202404,LC-8126,1.5001
7100,202403,LC-8127,0.945
7100,202404,LC-8127,0.9753
9100,202403,LC-8128,1.5335
9100,202404,LC-8128,1.5985
6100,202403,LC-8129,0.73
6100,202404,LC-8129,0.7654
7100,202403,LC-8130,0.9506
7100,202404,LC-8130,0.9656
9100,202403,LC-8131,1.3892
9100,202404,LC-8131,1.3792
6100,202403,LC-8132,1.4683
6100,202404,LC-8132,1.4683
7100,202403,LC-8133,1.1958
7100,202404,LC-8133,1.2336
9100,202403,LC-8134,1.5694
9100,202404,LC-8134,1.6477
6100,202403,LC-8135,0.9851
6100,202404,LC-8135,1.0079
7100,202403,LC-8136,1.5527
7100,202404,LC-8136,1.5266
9100,202403,LC-8137,0.7016
9100,202404,LC-8137,0.728
6100,202403,LC-8138,1.0244
6100,202404,LC-8138,1.0581
7100,202403,LC-8139,1.5364
7100,202404,LC-8139,1.5881
9100,202403,LC-8140,0.9198
9100,202404,LC-8140,0.9453
6100,202403,LC-8141,1.2799
6100,202404,LC-8141,1.3312
7100,202403,LC-8142,1.0763
7100,202404,LC-8142,1.0787
9100,202403,LC-8143,1.0727
9100,202404,LC-8143,1.1235
6100,202403,LC-8144,1.0567
6100,202404,LC-8144,1.0533
7100,202403,LC-8145,0.7406
7100,202404,LC-8145,0.7755
9100,202403,LC-8146,0.7085
9100,202404,LC-8146,0.7405
6100,202403,LC-8147,0.9298
6100,202404,LC-8147,0.9417
7100,202403,LC-8148,0.7918
7100,202404,LC-8148,0.7977
9100,202403,LC-8149,1.0777
9100,202404,LC-8149,1.094
6100,202403,LC-8150,0.9823
6100,202404,LC-8150,0.9712
7100,202403,LC-8151,1.3096
7100,202404,LC-8151,1.3547
9100,202403,LC-8152,0.9789
9100,202404,LC-8152,0.9866
6100,202403,LC-8153,1.5683
6100,202404,LC-8153,1.5395
7100,202403,LC-8154,1.4661
7100,202404,LC-8154,1.4558
9100,202403,LC-8155,0.9838
9100,202404,LC-8155,1.0104
6100,202403,LC-8156,0.7641
6100,202404,LC-8156,0.7632
7100,202403,LC-8157,1.5426
7100,202404,LC-8157,1.5306
9100,202403,LC-8158,1.1538
9100,202404,LC-8158,1.1367
6100,202403,LC-8159,1.1106
6100,202404,LC-8159,1.1107
7100,202403,LC-8160,0.974
7100,202404,LC-8160,0.9956
9100,202403,LC-8161,1.0629
9100,202404,LC-8161,1.0732
6100,202403,LC-8162,1.5169
6100,202404,LC-8162,1.5472
7100,202403,LC-8163,1.5778
7100,202404,LC-8163,1.5683
9100,202403,LC-8164,1.2807
9100,202404,LC-8164,1.2645
6100,202403,LC-8165,0.8872
6100,202404,LC-8165,0.8734
7100,202403,LC-8166,1.3383
7100,202404,LC-8166,1.3749
9100,202403,LC-8167,1.2105
9100,202404,LC-8167,1.2393
6100,202403,LC-8168,1.0557
6100,202404,LC-8168,1.0465
7100,202403,LC-8169,1.2146
7100,202404,LC-8169,1.2409
9100,202403,LC-8170,1.4614
9100,202404,LC-8170,1.4533
6100,202403,LC-8171,1.0511
6100,202404,LC-8171,1.0316
7100,202403,LC-8172,0.9523
7100,202404,LC-8172,0.9595
9100,202403,LC-8173,0.8245
9100,202404,LC-8173,0.8149
6100,202403,LC-8174,1.2087
6100,202404,LC-8174,1.2209
7100,202403,LC-8175,1.355
7100,202404,LC-8175,1.3757
9100,202403,LC-8176,1.0594
9100,202404,LC-8176,1.0402
6100,202403,LC-8177,1.1931
6100,202404,LC-8177,1.2295
7100,202403,LC-8178,1.4495
7100,202404,LC-8178,1.4562
9100,202403,LC-8179,0.8089
9100,202404,LC-8179,0.8327
6100,202403,LC-8180,1.5362
6100,202404,LC-8180,1.53
7100,202403,LC-8181,1.1681
7100,202404,LC-8181,1.1856
9100,202403,LC-8182,0.8558
9100,202404,LC-8182,0.8684
6100,202403,LC-8183,1.5804
6100,202404,LC-8183,1.6584
7100,202403,LC-8184,1.4967
7100,202404,LC-8184,1.554
9100,202403,LC-8185,0.761
9100,202404,LC-8185,0.7971
6100,202403,LC-8186,1.5945
6100,202404,LC-8186,1.597
7100,202403,LC-8187,1.4984
7100,202404,LC-8187,1.5395
9100,202403,LC-8188,1.4714
9100,202404,LC-8188,1.4917
6100,202403,LC-8189,0.8719
6100,202404,LC-8189,0.8803
7100,202403,LC-8190,1.0231
7100,202404,LC-8190,1.0083
9100,202403,LC-8191,1.4846
9100,202404,LC-8191,1.5332
6100,202403,LC-8192,0.7372
6100,202404,LC-8192,0.7298
7100,202403,LC-8193,1.2772
7100,202404,LC-8193,1.2686
9100,202403,LC-8194,1.0478
9100,202404,LC-8194,1.0293
6100,202403,LC-8195,1.4279
6100,202404,LC-8195,1.4106
7100,202403,LC-8196,1.0851
7100,202404,LC-8196,1.1221
9100,202403,LC-8197,1.5729
9100,202404,LC-8197,1.5658
6100,202403,LC-8198,0.9335
6100,202404,LC-8198,0.9206
7100,202403,LC-8199,1.4895
7100,202404,LC-8199,1.5449
9100,202403,LC-8200,1.2814
9100,202404,LC-8200,1.2976
6100,202403,LC-8201,1.3781
6100,202404,LC-8201,1.4071
7100,202403,LC-8202,1.0857
7100,202404,LC-8202,1.139
9100,202403,LC-8203,1.3592
9100,202404,LC-8203,1.3725
6100,202403,LC-8204,1.5973
6100,202404,LC-8204,1.5949
7100,202403,LC-8205,1.0954
7100,202404,LC-8205,1.1155
9100,202403,LC-8206,1.2921
9100,202404,LC-8206,1.3506
6100,202403,LC-8207,1.2688
6100,202404,LC-8207,1.2605
7100,202403,LC-8208,0.9216
7100,202404,LC-8208,0.9244
9100,202403,LC-8209,0.7535
9100,202404,LC-8209,0.772
6100,202403,LC-8210,1.1344
6100,202404,LC-8210,1.1252
7100,202403,LC-8211,0.9446
7100,202404,LC-8211,0.9369
9100,202403,LC-8212,1.313
9100,202404,LC-8212,1.2943
6100,202403,LC-8213,0.7669
6100,202404,LC-8213,0.8048
7100,202403,LC-8214,1.5701
7100,202404,LC-8214,1.6075
9100,202403,LC-8215,1.1658
9100,202404,LC-8215,1.2147
6100,202403,LC-8216,1.398
6100,202404,LC-8216,1.4512
7100,202403,LC-8217,1.533
7100,202404,LC-8217,1.5051
9100,202403,LC-8218,0.9102
9100,202404,LC-8218,0.9212
6100,202403,LC-8219,1.3482
6100,202404,LC-8219,1.389
7100,202403,LC-8220,0.9991
7100,202404,LC-8220,0.9929
9100,202403,LC-8221,1.363
9100,202404,LC-8221,1.4172
6100,202403,LC-8222,1.1516
6100,202404,LC-8222,1.2075
7100,202403,LC-8223,0.7861
7100,202404,LC-8223,0.7815
9100,202403,LC-8224,1.5438
9100,202404,LC-8224,1.5812
6100,202403,LC-8225,1.3201
6100,202404,LC-8225,1.3654
7100,202403,LC-8226,1.2108
7100,202404,LC-8226,1.2637
9100,202403,LC-8227,1.2901
9100,202404,LC-8227,1.3213
6100,202403,LC-8228,0.8896
6100,202404,LC-8228,0.8897
7100,202403,LC-8229,1.3796
7100,202404,LC-8229,1.3855
9100,202403,LC-8230,0.8375
9100,202404,LC-8230,0.8733
6100,202403,LC-8231,1.5891
6100,202404,LC-8231,1.6464
7100,202403,LC-8232,1.0908
7100,202404,LC-8232,1.1224
9100,202403,LC-8233,1.3563
9100,202404,LC-8233,1.3297
6100,202403,LC-8234,1.389
6100,202404,LC-8234,1.4444
7100,202403,LC-8235,1.1182
7100,202404,LC-8235,1.1176
9100,202403,LC-8236,0.7879
9100,202404,LC-8236,0.7808
6100,202403,LC-8237,0.867
6100,202404,LC-8237,0.8877
7100,202403,LC-8238,1.1156
7100,202404,LC-8238,1.0999
9100,202403,LC-8239,1.5528
9100,202404,LC-8239,1.626
6100,202403,LC-8240,1.4765
6100,202404,LC-8240,1.4823
7100,202403,LC-8241,1.4425
7100,202404,LC-8241,1.4258
9100,202403,LC-8242,1.1013
9100,202404,LC-8242,1.1427
6100,202403,LC-8243,1.2949
6100,202404,LC-8243,1.3525
7100,202403,LC-8244,1.2832
7100,202404,LC-8244,1.2833
9100,202403,LC-8245,0.9708
9100,202404,LC-8245,0.9916
6100,202403,LC-8246,1.1304
6100,202404,LC-8246,1.1695
7100,202403,LC-8247,1.1634
7100,202404,LC-8247,1.1733
9100,202403,LC-8248,1.2466
9100,202404,LC-8248,1.2661
6100,202403,LC-8249,0.705
6100,202404,LC-8249,0.7367
7100,202403,LC-8250,0.8305
7100,202404,LC-8250,0.8376
9100,202403,LC-8251,1.4554
9100,202404,LC-8251,1.4835
6100,202403,LC-8252,0.7862
6100,202404,LC-8252,0.8007
7100,202403,LC-8253,1.1145
7100,202404,LC-8253,1.1687
9100,202403,LC-8254,1.56
9100,202404,LC-8254,1.593
6100,202403,LC-8255,1.3386
6100,202404,LC-8255,1.3484
7100,202403,LC-8256,0.9921
7100,202404,LC-8256,1.0415
9100,202403,LC-8257,1.3971
9100,202404,LC-8257,1.3983
6100,202403,LC-8258,1.0129
6100,202404,LC-8258,1.0302
7100,202403,LC-8259,1.3337
7100,202404,LC-8259,1.3706
9100,202403,LC-8260,1.4826
9100,202404,LC-8260,1.5174
6100,202403,LC-8261,1.0535
6100,202404,LC-8261,1.038
7100,202403,LC-8262,1.13
7100,202404,LC-8262,1.1625
9100,202403,LC-8263,1.1697
9100,202404,LC-8263,1.1654
6100,202403,LC-8264,1.3707
6100,202404,LC-8264,1.3551
7100,202403,LC-8265,0.7809
7100,202404,LC-8265,0.7877
9100,202403,LC-8266,0.915
9100,202404,LC-8266,0.9129
6100,202403,LC-8267,0.8937
6100,202404,LC-8267,0.9372
7100,202403,LC-8268,0.7991
7100,202404,LC-8268,0.8153
9100,202403,LC-8269,1.0924
9100,202404,LC-8269,1.1366
6100,202403,LC-8270,0.7386
6100,202404,LC-8270,0.7417
7100,202403,LC-8271,1.3037
7100,202404,LC-8271,1.3219
9100,202403,LC-8272,1.3042
9100,202404,LC-8272,1.3686
6100,202403,LC-8273,1.2267
6100,202404,LC-8273,1.2539
7100,202403,LC-8274,0.9766
7100,202404,LC-8274,0.9814
9100,202403,LC-8275,0.9184
9100,202404,LC-8275,0.9069
6100,202403,LC-8276,1.5606
6100,202404,LC-8276,1.6334
7100,202403,LC-8277,1.4108
7100,202404,LC-8277,1.3831
9100,202403,LC-8278,1.0619
9100,202404,LC-8278,1.078
6100,202403,LC-8279,0.9482
6100,202404,LC-8279,0.9826
7100,202403,LC-8280,1.1326
7100,202404,LC-8280,1.1196
9100,202403,LC-8281,1.5352
9100,202404,LC-8281,1.5757
6100,202403,LC-8282,1.2047
6100,202404,LC-8282,1.2237
7100,202403,LC-8283,1.4334
7100,202404,LC-8283,1.4919
9100,202403,LC-8284,1.5974
9100,202404,LC-8284,1.5928
6100,202403,LC-8285,1.4928
6100,202404,LC-8285,1.5133
7100,202403,LC-8286,1.1895
7100,202404,LC-8286,1.2105
9100,202403,LC-8287,0.7619
9100,202404,LC-8287,0.7523
6100,202403,LC-8288,0.8946
6100,202404,LC-8288,0.9282
7100,202403,LC-8289,1.4499
7100,202404,LC-8289,1.5063
9100,202403,LC-8290,1.2923
9100,202404,LC-8290,1.3232
6100,202403,LC-8291,1.3063
6100,202404,LC-8291,1.287
7100,202403,LC-8292,1.5338
7100,202404,LC-8292,1.5203
9100,202403,LC-8293,0.7735
9100,202404,LC-8293,0.8046
6100,202403,LC-8294,1.0461
6100,202404,LC-8294,1.0459
7100,202403,LC-8295,1.1505
7100,202404,LC-8295,1.1778
9100,202403,LC-8296,0.8522
9100,202404,LC-8296,0.8578
6100,202403,LC-8297,1.4405
6100,202404,LC-8297,1.4266
7100,202403,LC-8298,1.4073
7100,202404,LC-8298,1.4456
9100,202403,LC-8299,1.3048
9100,202404,LC-8299,1.2935
6100,202403,LC-8300,1.5416
6100,202404,LC-8300,1.6036
7100,202403,LC-8301,1.279
7100,202404,LC-8301,1.3246
9100,202403,LC-8302,1.5857
9100,202404,LC-8302,1.6093
6100,202403,LC-8303,1.5267
6100,202404,LC-8303,1.5288
7100,202403,LC-8304,0.9855
7100,202404,LC-8304,1.0005
9100,202403,LC-8305,1.0871
9100,202404,LC-8305,1.1234
6100,202403,LC-8306,0.8915
6100,202404,LC-8306,0.8825
7100,202403,LC-8307,1.2758
7100,202404,LC-8307,1.2689
9100,202403,LC-8308,1.3088
9100,202404,LC-8308,1.3103
6100,202403,LC-8309,0.9086
6100,202404,LC-8309,0.9418
7100,202403,LC-8310,1.1615
7100,202404,LC-8310,1.1408
9100,202403,LC-8311,0.8928
9100,202404,LC-8311,0.9104
6100,202403,LC-8312,1.3812
6100,202404,LC-8312,1.372
7100,202403,LC-8313,0.972
7100,202404,LC-8313,0.9923
9100,202403,LC-8314,0.7957
9100,202404,LC-8314,0.7999
6100,202403,LC-8315,1.3451
6100,202404,LC-8315,1.3485
7100,202403,LC-8316,1.5951
7100,202404,LC-8316,1.6429
9100,202403,LC-8317,0.7119
9100,202404,LC-8317,0.7113
6100,202403,LC-8318,0.9733
6100,202404,LC-8318,0.9766
7100,202403,LC-8319,0.8855
7100,202404,LC-8319,0.8923
9100,202403,LC-8320,1.407
9100,202404,LC-8320,1.4724
6100,202403,LC-8321,0.7547
6100,202404,LC-8321,0.7613
7100,202403,LC-8322,1.1117
7100,202404,LC-8322,1.1541
9100,202403,LC-8323,1.5248
9100,202404,LC-8323,1.5171
6100,202403,LC-8324,1.0491
6100,202404,LC-8324,1.0549
7100,202403,LC-8325,1.0098
7100,202404,LC-8325,1.0544
9100,202403,LC-8326,0.8637
9100,202404,LC-8326,0.8549
6100,202403,LC-8327,0.7862
6100,202404,LC-8327,0.7961
7100,202403,LC-8328,1.0558
7100,202404,LC-8328,1.0361
9100,202403,LC-8329,0.8403
9100,202404,LC-8329,0.8712
6100,202403,LC-8330,0.9416
6100,202404,LC-8330,0.9527
7100,202403,LC-8331,1.3673
7100,202404,LC-8331,1.3589
9100,202403,LC-8332,1.1153
9100,202404,LC-8332,1.0962
6100,202403,LC-8333,1.4654
6100,202404,LC-8333,1.5168
7100,202403,LC-8334,0.7628
7100,202404,LC-8334,0.7943
9100,202403,LC-8335,1.0871
9100,202404,LC-8335,1.1093
6100,202403,LC-8336,0.7755
6100,202404,LC-8336,0.8087
7100,202403,LC-8337,0.9509
7100,202404,LC-8337,0.9692
9100,202403,LC-8338,1.4339
9100,202404,LC-8338,1.4477
6100,202403,LC-8339,1.5718
6100,202404,LC-8339,1.6454
7100,202403,LC-8340,1.3333
7100,202404,LC-8340,1.3328
9100,202403,LC-8341,1.0939
9100,202404,LC-8341,1.0876
6100,202403,LC-8342,0.9552
6100,202404,LC-8342,0.9912
7100,202403,LC-8343,1.4332
7100,202404,LC-8343,1.486
9100,202403,LC-8344,0.8061
9100,202404,LC-8344,0.8043
6100,202403,LC-8345,1.0282
6100,202404,LC-8345,1.0669
7100,202403,LC-8346,0.8747
7100,202404,LC-8346,0.9061
9100,202403,LC-8347,1.2783
9100,202404,LC-8347,1.3396
6100,202403,LC-8348,1.2943
6100,202404,LC-8348,1.2756
7100,202403,LC-8349,1.4492
7100,202404,LC-8349,1.4972
9100,202403,LC-8350,0.7979
9100,202404,LC-8350,0.8038
6100,202403,LC-8351,1.1531
6100,202404,LC-8351,1.1727
7100,202403,LC-8352,1.4913
7100,202404,LC-8352,1.5083
9100,202403,LC-8353,1.1119
9100,202404,LC-8353,1.1008
6100,202403,LC-8354,0.8656
6100,202404,LC-8354,0.8795
7100,202403,LC-8355,1.1395
7100,202404,LC-8355,1.1777
9100,202403,LC-8356,1.1514
9100,202404,LC-8356,1.1998
6100,202403,LC-8357,1.4263
6100,202404,LC-8357,1.4073
7100,202403,LC-8358,0.8205
7100,202404,LC-8358,0.846
9100,202403,LC-8359,1.3477
9100,202404,LC-8359,1.3474
6100,202403,LC-8360,0.9503
6100,202404,LC-8360,0.9661
7100,202403,LC-8361,1.1552
7100,202404,LC-8361,1.1368
9100,202403,LC-8362,1.5589
9100,202404,LC-8362,1.5922
6100,202403,LC-8363,0.9529
6100,202404,LC-8363,0.9993
7100,202403,LC-8364,0.965
7100,202404,LC-8364,0.9952
9100,202403,LC-8365,1.4633
9100,202404,LC-8365,1.463
6100,202403,LC-8366,1.3467
6100,202404,LC-8366,1.3758
7100,202403,LC-8367,1.236
7100,202404,LC-8367,1.2676
9100,202403,LC-8368,1.0402
9100,202404,LC-8368,1.0371
6100,202403,LC-8369,1.5316
6100,202404,LC-8369,1.5195
7100,202403,LC-8370,1.0275
7100,202404,LC-8370,1.0598
9100,202403,LC-8371,0.7154
9100,202404,LC-8371,0.7144
6100,202403,LC-8372,1.1066
6100,202404,LC-8372,1.1195
7100,202403,LC-8373,1.0996
7100,202404,LC-8373,1.0867
9100,202403,LC-8374,0.7577
9100,202404,LC-8374,0.7906
6100,202403,LC-8375,1.4991
6100,202404,LC-8375,1.4764
7100,202403,LC-8376,0.8052
7100,202404,LC-8376,0.8416
9100,202403,LC-8377,1.0469
9100,202404,LC-8377,1.0654
6100,202403,LC-8378,1.2022
6100,202404,LC-8378,1.2472
7100,202403,LC-8379,0.8933
7100,202404,LC-8379,0.9303
9100,202403,LC-8380,0.7422
9100,202404,LC-8380,0.7333
6100,202403,LC-8381,1.0989
6100,202404,LC-8381,1.1057
7100,202403,LC-8382,1.0811
7100,202404,LC-8382,1.0845
9100,202403,LC-8383,0.8406
9100,202404,LC-8383,0.825
6100,202403,LC-8384,1.3357
6100,202404,LC-8384,1.368
7100,202403,LC-8385,1.41
7100,202404,LC-8385,1.3974
9100,202403,LC-8386,0.7416
9100,202404,LC-8386,0.7753
6100,202403,LC-8387,0.9063
6100,202404,LC-8387,0.9317
7100,202403,LC-8388,0.955
7100,202404,LC-8388,0.9905
9100,202403,LC-8389,0.9882
9100,202404,LC-8389,1.0076
6100,202403,LC-8390,0.7042
6100,202404,LC-8390,0.6948
7100,202403,LC-8391,0.886
7100,202404,LC-8391,0.9281
9100,202403,LC-8392,1.1824
9100,202404,LC-8392,1.189
6100,202403,LC-8393,1.3078
6100,202404,LC-8393,1.3174
7100,202403,LC-8394,0.7899
7100,202404,LC-8394,0.8163
9100,202403,LC-8395,0.7518
9100,202404,LC-8395,0.765
6100,202403,LC-8396,1.43
6100,202404,LC-8396,1.4837
7100,202403,LC-8397,1.1258
7100,202404,LC-8397,1.148
9100,202403,LC-8398,1.1069
9100,202404,LC-8398,1.1519
6100,202403,LC-8399,1.3459
6100,202404,LC-8399,1.3435
7100,202403,LC-8400,1.5312
7100,202404,LC-8400,1.59
9100,202403,LC-8401,0.8304
9100,202404,LC-8401,0.8633
6100,202403,LC-8402,0.7375
6100,202404,LC-8402,0.7523
7100,202403,LC-8403,1.5269
7100,202404,LC-8403,1.5028
9100,202403,LC-8404,0.7344
9100,202404,LC-8404,0.7252
6100,202403,LC-8405,0.8037
6100,202404,LC-8405,0.8287
7100,202403,LC-8406,0.8779
7100,202404,LC-8406,0.9145
9100,202403,LC-8407,1.1304
9100,202404,LC-8407,1.1338
6100,202403,LC-8408,1.0772
6100,202404,LC-8408,1.0687
7100,202403,LC-8409,0.9709
7100,202404,LC-8409,0.9542
9100,202403,LC-8410,0.7949
9100,202404,LC-8410,0.8158
6100,202403,LC-8411,1.3576
